Year,Concept,Tipo territorio,Value
1995,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,46.0
1995,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,55.1
1995,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
1995,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,11.2
1995,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,76.3
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,59.5
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,17.4
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,52.3
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,57.0
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,78.5
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,16.5
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,60.0
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,53.0
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,12.4
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,57.1
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,50.0
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,21.3
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,-
1996,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,60.0
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,18.9
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,53.8
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,53.2
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,60.9
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,18.6
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,48.0
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,63.3
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,47.3
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,39.1
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,-
1997,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,57.5
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,48.3
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,56.6
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,88.5
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,57.8
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,69.1
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,52.1
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,72.1
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,-
1998,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,45.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,48.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,47.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,55.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,64.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,68.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,67.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,90.0
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,-
1999,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,48.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,56.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,33.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,37.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,46.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,53.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,48.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,53.0
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,-
2000,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,39.7
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,57.9
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,24.4
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.6
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,31.3
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,42.7
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,35.1
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,43.0
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,33.5
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,37.4
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,55.2
2001,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,42.0
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,44.1
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,18.6
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,37.1
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,27.9
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,47.7
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,40.2
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,24.5
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,25.2
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,31.1
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,29.6
2002,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,42.5
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,60.0
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,20.6
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,32.1
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,46.7
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,43.3
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,40.0
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,31.9
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,28.7
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,46.3
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,32.4
2003,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,61.3
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,20.0
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,36.7
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,37.4
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,47.1
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,51.6
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,33.3
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,31.1
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,39.1
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,28.6
2004,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,44.8
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,30.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,48.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Fuenlabrada,Otros,45.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Leganés,Otros,48.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Majadahonda,Otros,26.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Móstoles,Otros,29.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Torrejón de Ardoz,Otros,28.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Collado Villalba,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Parla,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Algete,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Getafe,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Rivas-Vaciamadrid,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Martín de Valdeiglesias,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcorcón,Otros,67.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Aranjuez,Otros,19.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Arganda del Rey,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Guadalix de la Sierra,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Orusco,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villarejo de Salvanés,Otros,-
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcalá de Henares,Otros,36.0
2005,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Coslada,Otros,51.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Colmenar Viejo,Otros,27.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Alcobendas,Otros,43.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Valdemoro,Otros,24.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Puerto de Cotos,Otros,-
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Villa del Prado,Otros,6.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Atazar El,Otros,6.0
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en Pozuelo de Alarcón,Otros,-
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en las Rozas de Madrid (Las),Otros,-
2006,Valor medio de la contaminación atmosférica por dióxido de nitrógeno en San Sebastián de los Reyes,Otros,-
