district,subcategory,section,file_number,property_type,location,land_use,area_m2
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.355,urbana,CALLE DEL PÓRTICO DE LA GLORIA NUM 8,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3471.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.356,urbana,RONDA DE LA COMUNICACIÓN NUM 24,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4270.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.357,urbana,"CALLE DEL PÓRTICO DE LA GLORIA, FRENTE AL NUM 2",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,12059.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.358,urbana,RONDA DE LA COMUNICACIÓN  C/V AV. CAMINO DE SANTIAGO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6388.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.202,urbana,AVENIDA DEL CAMINO DE SANTIAGO C/V RONDA COMUNICACIÓN NUM 36,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.",27480.63
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.072,urbana,"RONDA COMUNICACIÓN NUM 31,35","DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. (SEGREGACIÓN DE PARCELA DEL ACTIVO31/394-35/3165, CUYO VALOR ERA DE 9.340.380 EUROS Y FINCA REGISTRAL 59.091; DADO DE BAJA07/06/2017)). EL ACTIVO ACTUAL FUE DADO DE ALTA POR EL SERVICIO DE CONTABILIDAD.",40692.5
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.2,urbana,"CALLE DE SANDALIO LOPEZ NUM 6-10C/ SANDALIO LÓPEZ, ENTRE Nº 6 Y 10",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ACTUALMENTE NO AJARDINADA,222.87
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.201,urbana,RONDA COMUNICACIÓN Nº 1O C/V M-40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,65046.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.203,urbana,CALLE PÓRTICO DE LA GLORIA C/V C/PUERTA DE PLATERÍAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,20074.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.204,urbana,RONDA DE LA COMUNICACIÓN NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1964.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.205,urbana,RONDA DE LA COMUNICACIÓN NUM 28,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1134.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.209,urbana,AVENIDA DEL CARDENAL HERRERA ORIA NUM 212,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL DE JARDINERÍA Y LA IDB ANA TUTOR (PISTA DE FUTBOL SALA Y PISTA DEPATINAJE) SITUADA EN LA AVENIDA DEL CARDENAL HERRERA ORIA 216.,34479.22
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.211,urbana,AVENIDA SANTO DOMINGO DE LA CALZADA C/V AV. BURGOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL DE JARDINERÍA.,47344.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.226,urbana,CALLE DE FRÓMISTAC/ PALAS DEL REY C/V C/FROMISTA.,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PALAS DEL REY (PISTA POLIDEPORTIVA CON MARCAJES DE FÚTBOL SALA YBALONCESTO).,53766.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,300.229,urbana,CALLE DE LAS ISLAS BAHAMAS NUM 22,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,143.86
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.04,urbana,PLAZA DE SAN FERNANDO NUM 1,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE UBICA UN ANTIGUODEPÓSITO (POR DECRETO DE 22 DE OCTUBRE DE 2018 DEL DELEGADO DEL ÁREA DE GOBIERNO DE ECONOMÍA YHACIENDA, SE ADSCRIBE AL DISTRITO DE FUENCARRAL-EL PARDO, CON EL FIN DE DESTINARLO A ALMACÉN YREALIZAR LABORES PARA SU CONSERVACIÓN).",1342.51
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.23,urbana,CALLE DE PUENTECESURES C/V C/ DE LA VILLA DE MARÍN,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,7710.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.231,urbana,CALLE DE MORALZARZAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2862.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.232,urbana,"CALLE DE MARBELLA C/V C/ DE NURIA, 76",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,15507.4
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.233,urbana,CALLE DE ALFONSO RODRÍGUEZ CASTELAO NUM 1A,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,720.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.234,urbana,CALLE FERMÍN CABALLERO C/V C/SANTIAGO DE COMPOSTELA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2250.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.235,urbana,AVENIDA DEL CARDENAL HERRERA ORIA NUM 87,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2550.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.236,urbana,CALLE DE LLODIO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2240.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.237,urbana,CALLE DEL VALLE DE ENMEDIO NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4320.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.238,urbana,CALLE CERRO ÁLAMOS BLANCOS C/V C/ ARROYO DEL MONTE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1585.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.239,urbana,CALLE MIRADOR DE LA REINA C/V C/ CERRO ALAMOS BLANCOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1457.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.24,urbana,CALLE PEÑA DEL ÁGUILA C/V C/ MIRADOR DE LA REINA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3152.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.241,urbana,PLAZA DEL VALLE DE LA JAROSA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4384.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.242,urbana,PLAZA DEL VALLE DE LA JAROSA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4608.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.243,urbana,CALLE DE CARLOS BRAVO C/V C/ DE ANTONIO MOLINA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,591.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.244,urbana,CALLE DE LA ISLA DE SÁLVORA NUM 10,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,710.37
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.246,urbana,CALLE DE BUITRAGO DE LOZOYA NUM 20,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3360.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.247,urbana,CALLE DE MAGDALENA DÍAZ,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3453.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.248,urbana,CALLE JOAQUÍN LORENZO C/V AV.DOCTOR RAMÓN CASTROVIEJO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN SU PERÍMETRO SE ENCUENTRA INCLUIDA UNA CASETADE PERSONAL Y ALMACÉN. PARQUE ARROYO DE LOS PINOS.,27550.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.249,urbana,AVENIDA DEL CARDENAL HERRERA ORIA NUM 78,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,800.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.25,urbana,CALLE DE CHANTADA C/V C/ DE CÁNDIDO MATEOS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2156.25
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.251,urbana,CALLE DE JOAQUÍN LORENZO C/V C/ DE LA ISLA MALAITA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,10631.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.252,urbana,CALLE DE HONTALBILLA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,580.2
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.26,urbana,PASEO DE LA CASTELLANA NUM 259 F,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,29081.28
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.27,urbana,AVENIDA BURGOS NUM 135,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,9491.54
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.271,urbana,CALLE AZUL NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2040.22
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.421,urbana,"AVENIDA MONFORTE DE LEMOS C/V C/ DE PEDRO RICO,2 NUM 4",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR.,33647.28
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.428,urbana,CALLE DE LA BAÑEZA NUM 44,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,1310.92
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.429,urbana,CALLE DE LA BAÑEZA NUM 40 C,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,1324.49
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.43,urbana,CALLE DE LA CABRERA NUM 17,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,576.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.431,urbana,CALLE DE LA CABRERA NUM 7,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,576.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.432,urbana,CALLE DEL VALLE DE MENA NUM 14,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,576.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.433,urbana,CALLE DEL VALLE DE MENA NUM 6,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,576.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.44,urbana,CALLE DE MARÍA DE MAEZTU NUM 150,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3005.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.441,urbana,CALLE DE MARÍA DE MAEZTU C/V C/ DE JUANITA DE LA CRUZ,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6764.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.442,urbana,CALLE DE MARÍA DE MAEZTU C/V C/ DE MARÍA CASARES,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13236.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.438,urbana,CALLE DE MARÍA DE MAEZTU C/V C/DE LA SENDA DEL INFANTE,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5767.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.443,urbana,CALLE DE MARÍA DE MAEZTU C/V C/DE FEDERICA MONTSENY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13865.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.444,urbana,CALLE DE MARÍA DE MAEZTU C/V C/DE MARÍA MONTESSORY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13967.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.458,urbana,AVENIDA MONFORTE DE LEMOS NUM 38,DOTACIONAL ZONA VERDE BÁSICA.,13486.05
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.462,urbana,CALLE RAMÓN GÓMEZ DE LA SERNA NUM 91-97,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,8841.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.463,urbana,CALLE DE LEZAMA NUM 8 B,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES.,3790.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.545,urbana,CALLE BELORADO NUM 4,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICA.,2013.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.596,urbana,CALLE MARÍA DE MAEZTU C/V C/ MARÍA MONTESSORI NUM 24,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICA.,12632.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.597,urbana,CALLE MARÍA DE MAEZTU C/V C/ MADRE TERESA DE CALCUTA NUM 8,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICA.,6565.0
Fuencarral-El Pardo,zonas verdes,parques y jardines,301.598,urbana,CALLE MARÍA DE MAEZTU C/V C/ MADRE TERESA DE CALCUTA NUM 2,DOTACIONAL SERVICIOS COLECTIVOS ZONA VERDE BÁSICA.,5729.0
Moncloa-Aravaca,zonas verdes,zonas forestales,300.359,urbana,PASEO DE LA PUERTA DEL ANGEL NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DESTINADA A PARQUE- SITIO HISTORICO,1.7471554E7
Moncloa-Aravaca,zonas verdes,zonas forestales,300.408,urbana,AVENIDA COMPLUTENSE NUM 40,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR PARQUE URBANO.,26000.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.361,urbana,CARRETERA DE LA CORUÑA KM 9,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,5686.36
Moncloa-Aravaca,zonas verdes,parques y jardines,300.362,urbana,CARRETERA DE CASTILLA C/V PASEO DE LA RINCONADA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6971.38
Moncloa-Aravaca,zonas verdes,parques y jardines,300.363,urbana,"PASEO DEL COMANDANTE FORTEA C/V C/ SAN POL DE MAR""COLONIA """"CUARTEL DE LA MONTAÑA"""". JARDINES""","CONJUNTO DE ZONAS VERDES Y DE RECREO. DENTRO DE SU PERÍMETRO SE HALLA LA INSTALACIÓN DEPORTIVA BÁSICASAN POL DE MAR (PISTA DE BALONCESTO), SITA EN C/ SAN POL DE MAR, Nº 11",97520.28
Moncloa-Aravaca,zonas verdes,parques y jardines,300.364,urbana,CARRETERA DE CASTILLA C/V C/ DEL ARROYO DE POZUELO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,90950.34
Moncloa-Aravaca,zonas verdes,parques y jardines,300.365,urbana,CARRETERA DE CASTILLA C/V RONDA DE LA BUGANVILLA DEL REY,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,3829.62
Moncloa-Aravaca,zonas verdes,parques y jardines,300.366,urbana,AUTOVÍA CALLE 30 KM 22,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOSUNA CASETA DE JARDINEROS; LABORATORIO, INVESTIGACION Y ASEOS; CENTRO MUNICIPAL DE ACUSTICA; LOSSERVICIOS DE INSPECCION Y ARCHIVO OESTE; EN LABORATORIO DE MIGAS CALIENTES: OFICINA, VESTUARIO YESTUFA CALIENTE; EN VIVERO DE MIGAS CALIENTES: OFICINA, VESTUARIOS, ALMACENES, PERSONAL; CASETA DECOMBUSTIBLE; CASETA DE MOTORES; PORCHE DE MAQUINARIA; EN PLANTA DE COMPOSTAJE DE MIGAS CALIENTES:OFICINAS, VESTUARIOS PERSONAL, ALMACÉN, ASEOS VISITAS; NAVE DE ACOPIO Y TALLER.",338843.45
Moncloa-Aravaca,zonas verdes,parques y jardines,300.367,urbana,PASEO DE MORET NUM 2PLAZA DE LA MONCLOA CTRA DE CASTILLA,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGULAR. DENTRO DEL PERÍMETRO DEL PARQUE SE ENCUENTRANUBICADOS 4 PABELLONES DE OFICINAS, VESTUARIOS Y ALMACENES; UN VESTUARIO DE JARDINEROS Y ALMACÉN(CASETA MONTAÑA); UNA ANTIGUA CASETA DE JARDINERIA Y UN CANTÓN PARA CONSERVACION (PASEO CAMOENS); 7CASETAS DE GUARDA; UN VESTUARIO DE JARDINEROS (CASETA TINAJA); EL DENOMINADO ""PALACETE FERROVIARIOS""QUE SE ENCUENTRA OCUPADO POR EL DEPARTAMENTO DE JARDINES HISTÓRICOS Y ESPACIOS SINGULARES, LAROSALEDA DE MADRID Y EL CENTRO DE ACOGIDA LA ROSA, SITO EN P.º DEL REY, 36 JUNTO A UN PEQUEÑODEPÓSITO; EL TEMPLETE DE MÚSICA ""PARQUE DEL OESTE"", SITO EN EL PASEO RUPERTO CHAPÍ; UN KIOSCO DEHOSTELERÍA SITUADO EN EL PASEO PINTOR ROSALES, FRENTE AL N.º 16 (ACTUALMENTE DENOMINADO ""PALACETE DEROSALES""), UN KIOSCO DE HOSTELERÍA SITUADO EN EL PASEO PINTOR ROSALES, FRENTE AL N.º 52 (ACTUALMENTEDENOMINADO ""MAGADÁN""), UN KIOSCO DE HOSTELERÍA SITUADO EN EL PASEO PINTOR ROSALES, FRENTE AL N.º 64(ACTUALMENTE DENOMINADO ""LA PERLA DE ROSALES)<(>,<)> UNA CONSTRUCCIÓN DENOMINADA ""LA TINAJA"", LA UID(UNIDAD INTEGRAL DEL DISTRITO),LA IDB PARQUE DEL OESTE (PISTA DE BALONCESTO), EN EL PASEO DE CAMOENS,10; EN LA ZONA DE LA FUENTE DE VILLANUEVA VESTUARIO JARDINEROS DISTRITO; EN LA ZONA DE LA ROSALEDA,EN EL PABELLÓN I EXISTE VESTUARIO DE PERSONAL DE MANTENIMIENTO; EN EL PABELLÓN II SERVICIOS PUBLICOS,ALMACÉN DE HERRAMIENTAS Y MAQUINARIA Y AULA; EN EL PABELLÓN III PABELLÓN DE ACTOS Y SERVICIOSPÚBLICOS; EN EL PABELLÓN IV OFICINAS DE LA SECCIÓN DE PRODUCCIÓN VEGETAL; EN EL TALUD PUERTA CERCANAAL PASEO DE ROSALES ALMACÉN DE HERRAMIENTAS; IGUALMENTE SE ENCUENTRA UBICADA EN EL INTERIOR DE SUPERÍMETRO UN ÁREA DE LECTURA AL AIRE LIBRE, DE UNA SUPERFICIE APROXIMADA DE 3.200 M2. SE TRATA DE UNESPACIO ABIERTO QUE SE UBICA FRENTE AL Nº1 DEL PASEO PINTOR ROSALES, DE PLANTA LEVEMENTE CÓNCAVA, CONVIAL DE ACCESO DE PIEZAS DE ADOQUÍN QUE DESEMBOCA EN UN RECIENTO A MODO DE PLAZA RODEADO DE DOSGRADAS Y EL EDIFICIO ""TELEFÉRICO"" UBICADO EN EL PASEO DE PINTOR ROSALES.",846651.5
Moncloa-Aravaca,zonas verdes,parques y jardines,300.369,urbana,CALLE DE FERRAZ NUM 1PASEO DEL REY.,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES SINGUALR. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADAUNA CASETA DE JARDINEROS.,46500.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.37,urbana,AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALIJARDINES DE FRANCOS RODRIGUEZ,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERIMETRO SE ENCUENTRAN UBICADOSUNA CASETA DE JARDINEROS; TRES EVACUATORIOS: UNO AL SURESTE DEL INSTITUTO FABIOLA DE MORA Y ARAGON,OTRO ENTRE DICHO INSTITUTO Y EL CAMINO DEHESA DE LA VILLA Y EL TERCERO EN LA AVDA. DE TRAJANO,MARTIRES MARISTAS Y ANTONIO MACHADO.""",41003.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.372,urbana,PASEO DE JUAN XXIII,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,612.7
Moncloa-Aravaca,zonas verdes,parques y jardines,300.394,urbana,CALLE DE RAFAEL BOTÍ NUM 1,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL Y ALMACÉN.,11539.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.395,urbana,CALLE DE LAS ROSAS DE ARAVACA C/V C/ DEL RÍO SELLA,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. EN EL INTERIOR DE SU PERÍMETRO SE ENCUENTRAUBICADA UNA CASETA DE PERSONAL Y ALMACÉN.,12342.32
Moncloa-Aravaca,zonas verdes,parques y jardines,300.4,urbana,CALLE DEL RIO SELLA C/V C/ DEL UNICORNIO,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,6676.2
Moncloa-Aravaca,zonas verdes,parques y jardines,300.401,urbana,CALLE DEL PAVO REAL C/V C/ DE LA CORONA AUSTRAL,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4654.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.402,urbana,CALLE DE LA VÍA LÁCTEA,EN EL PGOUM-97 ESTÁ CALIFICADO COMO DOTACIONAL SERVICIOS COLECTIVOS VÍA PÚBLICA.,720.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.403,urbana,CALLE DE VALTRAVIESO NUM 34,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1148.5
Moncloa-Aravaca,zonas verdes,parques y jardines,300.405,urbana,CALLE DE RAFAEL BOTÍ NUM 3,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1461.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.406,urbana,CALLE DE LAS CINCO LAGUNAS NUM 12,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1812.53
Moncloa-Aravaca,zonas verdes,parques y jardines,300.41,urbana,CALLE DE ANICETO MARINAS C/V AV. DE VALLADOLID,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2200.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.373,urbana,CALLE DE LA GOLONDRINA NUM 4,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LAINSTALACIÓN DEPORTIVA BÁSICA PARQUE DE LOS CARNEROS (PISTA DE BALONCESTO), SITA EN C/ BAJA DE LAIGLESIA, 36. EL 20/12/2017 SE DIO DE BAJA EL AF 35/2380 POR ESTAR DUPLICADO CON ESTE AF.",4000.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.375,urbana,SITIO AL PRADO DE LA VILLA (VALDECAHONDES),"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. ARRENDADO A LA COMUNIDAD DE MADRID COMO COTOFORESTAL. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA LA IDB ESCULTOR PERESEJO (CAMPO DE FÚTBOL 11),SITA EN C/ DEL ESCULTOR PERESEJO, Nº 11.",44400.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.376,urbana,CALLE DE SINESIO DELGADO C/V C/ DE EMERENCIANA ZURILLA NUM 73,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1678.9
Moncloa-Aravaca,zonas verdes,parques y jardines,300.377,urbana,CALLE DE SAN RESTITUTO NUM 72,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,773.1
Moncloa-Aravaca,zonas verdes,parques y jardines,300.378,urbana,CALLE ALFONSO FDEZ CLAUSELLS - AV. MARTIRES MARISTAS -C/ ISLAS MARIANAS,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13852.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.379,urbana,CALLE DE LA ISLA DE OZA NUM 82,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,4080.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.38,urbana,CALLE DE LA ISLA DE OZA NUM 61,"DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO. DENTRO DE SU PERÍMETRO SE ENCUENTRA UBICADA UNACASETA DE PERSONAL Y ALMACÉN Y PARTE DE LA IDB SINESIO DELGADO (PISTA DE FÚTBOL SALA, PISTA DEVOLEIBOL, 2 PISTAS DE PATINAJE Y TENIS DE MESA), SITA EN LA C/ ISLA DE OZA 61 C/V C/ FEDERICO SÁINZDE ROBLES.",6250.0
Moncloa-Aravaca,zonas verdes,parques y jardines,300.381,urbana,CALLE DE LA PINILLA NUM 79,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1306.91
Moncloa-Aravaca,zonas verdes,parques y jardines,300.382,urbana,CALLE DE LA LA PINILLA NUM 36,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,2166.03
Moncloa-Aravaca,zonas verdes,parques y jardines,300.383,urbana,CALLE DE LA BRÚJULA C/V C/ DEL ESCULTOR PERESEJO NUM 64,DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,13718.87
Moncloa-Aravaca,zonas verdes,parques y jardines,300.384,urbana,"CALLE DE LA PINILLA, FRENTE AL NUM 93",DOTACIONAL SERVICIOS COLECTIVOS ZONAS VERDES BÁSICO.,1323.25
