id,name,address,totalDocks,availableDocks,latitude,longitude
287,287 - Metro Bambú,"Calle de la Yuca, 1,",23,12,40.4765,-3.6762
288,288 - Caídos de la División Azul,"Calle Caídos de la División Azul, 28 ,",23,18,40.4664,-3.6723
524,524 - Glorieta Luis Rosales,"Glorieta de Luís Rosales (esquina con López De Hoyos) ,",23,9,40.4673,-3.6543
460,460 - Fuente Carrantona - Doctor García Tapia,"Fuente Carrantona , 33,",27,4,40.407022,-3.631923
455,"455 - Luis de Hoyos Sainz,  198","Luis de Hoyos Sainz, 198,",23,6,40.400094,-3.629275
456,"456 - Encomienda de Palacios, 8","Encomienda de Palacios, 8,",23,4,40.4005,-3.6464
416,416 - Ramírez Tomé,"Calle Ramirez Tomé, 33 ,",27,2,40.388756,-3.645974
417,"417 - Romeo y Julieta, 12","Calle Romeo y Julieta, 12 ,",27,10,40.378738,-3.662176
418,418 - Puerto de Arlabán - San Diego,"Calle Puerto de Arlabán, 83 ,",27,3,40.3864,-3.6675
496,496 - Cronos,"Calle Cronos, 57 ,",27,26,40.438469,-3.619433
501,501 - Metro Alsacia,"Calle Hermanos García Noblejas, 137 ,",23,8,40.4191,-3.6242
498,498 - Metro Torre Arias,"Calle Alcalá, 546,",27,12,40.443134,-3.617832
499,499 - Biblioteca Pública Municipal Canillejas,"Calle Alcala, 590,",23,1,40.446656,-3.6122
500,"500 - Aracne, 17","Calle Aracne, 17,",27,2,40.445,-3.5895
497,497 - Metro Suances,"Calle Alcalá, 506,",23,22,40.4407,-3.6274
265,265 - Puerto Serrano - Embajadores,"Calle Puerto Serrano, 1 enfrente del nº 6 ,",23,2,40.385412,-3.688461
351,351 - Comandante Fontanes - General Ricardos,"Calle Comandante Fontanés, 1 ,",23,5,40.395142,-3.721121
350,350 - Ervigio - Amalarico,"Calle Ervigio, 22 ,",23,9,40.3947,-3.7315
389,389 - Julio Merino - Pilarica,"Calle Julio Merino, 5 ,",23,6,40.3831,-3.7032
390,390 - Avena - Mijo,"Calle avena, 10 ,",23,15,40.3773,-3.7159
556,"556 - Cantabria, 6","Avenida de Cantabria, 6,",24,11,40.454625,-3.587722
555,555 - Parque del Capricho,"Paseo de la Alameda de Osuna, 48,",27,13,40.454768,-3.598122
485,485 - Francisco Villaespesa - Ledesma,"Calle Francisco Villaespesa, 37 ,",23,8,40.429326,-3.646463
570,570 - Uni. Autónoma Madrid - Facul. Medicina,"Calle Arzobispo Morcillo, 6,",27,9,40.4815,-3.6938
295,295 - Hernani - Edgar Neville,"Calle Hernani, 59 ,",23,23,40.4481,-3.6972
296,296 - Costa Verde,"Calle de la Costa Verde, 25-23 ,",23,8,40.469477,-3.696862
297,297 - Simancas - Pinos Alta,"Calle Simancas, 2,",23,2,40.4655,-3.695113
323,323 - Centro Deportivo Municipal Gallur,"Calle Gallur, 5,",23,2,40.3984,-3.7359
324,324 - Metro Lucero,"Calle de las Higueras, 49,",23,17,40.404571,-3.745096
457,"457 - Hacienda de Pavones, 148","Hacienda de Pavones, 148,",23,5,40.4026,-3.6419
432,432 - Maquinilla - Tranvía Blanco,"Calle de la Maquinilla, 8-10 ,",24,17,40.380781,-3.636484
298,298 - Marques de Viana - Bellver,"Calle Marqués de Viana, 85 ,",19,0,40.463643,-3.704478
437,437 - Metro Sierra de Guadalupe,"Calle Sierra de Guadalupe, 11 ,",27,4,40.381352,-3.623765
358,358 - Verdad,"Calle de la Verdad, 29,",23,18,40.391787,-3.71716
352,352 - Algorta  - General Ricardos,"Calle Algorta, 2,",23,14,40.391623,-3.727452
492,492 - Metro La Almudena,"Fernando Gabriel, 2 ,",24,1,40.424664,-3.639499
322,322 - Ps. Jesuitas - Mercado Alto Extremadura,"Paseo de los Jesuitas, 69 ,",27,2,40.408,-3.7351
392,392 - Metro Almendrales,"Avenida Córdoba, enfrente nº 21 ,",23,21,40.38268,-3.697856
420,"420 - Candilejas, 5","Calle Candilejas, 5 ,",23,19,40.382636,-3.663004
419,419 - Estación de tren de El Pozo,"Calle Puerto de Balbarán, 10,",27,17,40.376237,-3.655868
439,439 - Cabeza Mesada - Parque de Valdeperdices,"Calle Cabeza de Mesada, 5,",27,15,40.376479,-3.629413
398,398 - Orovilla - Felicidad,"Avenida de Orovilla, 53,",27,23,40.3587,-3.6895
569,569 - C. Deportivo Mpal. Vicente del Bosque,"Avenida Monforte de Lemos, 13 ,",23,16,40.4795,-3.6965
571,571 - Melchor Fernández Almagro - Plaza Tuy,"Calle Melchor Fernandez Almagro, 80,",23,16,40.475648,-3.710326
304,"304 - Valle de Mena, 5","Calle Valle de Mena, 5,",23,2,40.469627,-3.715272
268,268 - Metro Arganzuela-Planetario,"Calle del Cobre, 6 ,",23,17,40.393383,-3.689031
305,305 - Intercambiador de Príncipe Pío B,"Paseo de la Florida, 37,",23,10,40.422761,-3.723178
306,306 - Centro Deportivo Mpal Fernando Martín,"Avenida Del Santo Ángel de la Guarda, 6 ,",23,2,40.461796,-3.712197
486,486 - Serrano Galvache - Arturo Soria,"Calle Serrano Galvache 1,",23,18,40.471382,-3.667938
502,502 - Puertollano - Veinticinco de Septiembre,"Calle de Puertollano, 4-2 ,",23,18,40.442516,-3.623737
462,462 - Gallegos - Lavadero Viejo,"Calle Gallegos 27,",27,16,40.402404,-3.610275
421,421 - Arroyo del Olivar - Buenos Aires,"Calle Arroyo del Olivar, 63,",24,2,40.388435,-3.653269
487,487 - Manuel Uribe - Arturo Soria,"Calle Manuel Uribe, 1,",23,9,40.464341,-3.665034
422,"422 - Travesia de Palomeras, 7","422 - Travesia de Palomeras, 7,",24,1,40.39017,-3.670518
423,423 - Estación de tren Asamblea de Madrid,"Avenida de Entrevias, 56,",24,11,40.381388,-3.66855
424,"424 - Camino de Valderribas, 47","Camino de Valderribas, 47,",24,17,40.400223,-3.663958
425,425 - Ramón Perez Ayala - Pque. Cerro Tío Pío,"Calle Ramón Pérez de Ayala, 45 ,",24,5,40.400035,-3.65381
426,426 - Humanes - Benjamín Palencia,"Calle Humanes, 3,",24,18,40.395212,-3.649327
427,"427 - Andaluces, 2","Calle de los Andaluces, 2,",24,13,40.391424,-3.641483
428,428 - Estadio de Vallecas,"Avenida La Albufera, 136 ,",24,12,40.3919,-3.6571
393,"393 - Manuel Noya , 29","Calle Manuel Noya, 29 ,",24,18,40.385379,-3.711798
489,489 - Serrano Galvache - Yerma,"Serrano Galvache, 56,",24,17,40.476753,-3.671445
490,490 - Hnos.García Noblejas-FcoLargo Caballero,"Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,",24,8,40.424275,-3.628881
488,"488 - Ricardo Ortiz, 33","Calle Ricardo Ortiz, 33,",24,6,40.42657,-3.657964
525,525 - Metro Manoteras,"Calle Bacares, 20 ,",24,10,40.476755,-3.66269
504,504 - Biblioteca Pública Municipal San Blas,"Calle de San Roman del Valle, 20,",24,8,40.423099,-3.623467
503,503 - Zaldívar - Valdecanillas,"Calle Zaldivar, 19 ,",24,21,40.43209,-3.626504
404,404 - Junta Municipal Distrito de Villaverde,"Calle Arroyo Bueno, 53 ,",27,4,40.349111,-3.710985
353,"353 - Mercedes Arteaga, 21","Calle Mercedes Arteaga, 21,",24,12,40.392516,-3.722218
355,355 - Intercambiador de Plaza Elíptica,"Calle de la Vía, 56 ,",24,11,40.385464,-3.718234
326,326 - Metro Alto de Extremadura,"Calle Francisco Tejada, 1 ,",24,13,40.40938,-3.739616
327,"327 - El Greco, 27 - C. Cultural El Greco","Calle El Greco, 27 ,",24,4,40.407412,-3.747262
458,458 - Metro Vinateros,"Calle del Arroyo Belincoso, 26,",24,8,40.409911,-3.652566
459,459 - Moratalaz,"Avenida Moratalaz, 33 ,",24,10,40.407506,-3.660003
461,461 - Plaza Corregidor Ldo. Antonio de Mena,"Corregidor licenciado Antonio de Mena, sn,",24,11,40.4099,-3.6408
356,356 - Portalegre - Tinamús,"Calle Portalegre, 9 ,",24,22,40.389377,-3.723648
572,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,"Avenida Monforte de Lemos, 123,",24,14,40.478104,-3.709973
573,573 - Melchor Fernández Almagro - Villa Marín,"Calle Melchor Fernandez Almagro, 16,",24,8,40.477728,-3.699626
575,575 - Metro Barrio del Pilar,"Ginzo de Limia, 36,",24,10,40.47817,-3.703526
574,574 - Chantada,"Calle Chantada, 14,",24,8,40.472695,-3.710678
440,440 - Metro Villa de Vallecas,"Paseo de Federico García Lorca, 2 ,",18,15,40.379503,-3.621447
507,507 - Seis - Sexta,"Calle Seis (esquina con Avenida Quinta),",24,2,40.44845,-3.596503
299,299 - Rosario Pino - Joan Maragall,"Calle Rosario Pino, 17 ,",24,5,40.46205,-3.691932
300,300 - Capitan Blanco Argibay - Alfalfa,"Calle Capitan Blanco Argibay, 112 ,",24,1,40.466743,-3.703188
301,301 - Muller - Capitan Blanco Argibay,"Calle Muller, 34 ,",24,1,40.465182,-3.698376
396,"396 - Gran Avenida, 27","Gran Avenida, 27,",24,16,40.369977,-3.707606
394,"394 - Periana, 24","Calle Periana, 24 ,",24,0,40.366723,-3.687658
397,397 - Centro Deportivo Municipal Orcasur,"Calle Moreja, 30 ,",24,21,40.368093,-3.69838
399,399 - Bohemios - Gigantes y Cabezudos,"Calle Bohemios, 1 ,",24,10,40.356536,-3.693901
430,430 - Torremolinos - Rafael Alberti,"Calle Torremolinos, 1 ,",24,9,40.385009,-3.64179
269,"269 - Ariel, 7 - Parque Enrique Tierno Galván","Calle Ariel, 11 ,",24,10,40.393024,-3.679702
491,491 - Esteban Collantes - José Arcones Gil,"Calle Esteban Collantes 63,",24,16,40.432883,-3.637663
527,527 - Velacho Alto - Trinquete,"Calle Velacho Alto, 4-16 ,",24,6,40.472503,-3.659269
526,526 - Plaza del Liceo,"Plaza del Liceo (esquina con Calle Silvano) ,",24,6,40.457544,-3.644419
431,"431 - Puerto Canfranc, 18","Calle Estación de Canfrac, 18 ,",24,13,40.3969,-3.6634
429,429 - Carlos M. Alvarez - Javier de Miguel,"Calle Carlos Martín Álvarez, 38 ,",23,9,40.3895,-3.6635
357,357 - Sorbe - Baleares,"Calle del Sorbe , 20,",24,9,40.38987,-3.713209
270,270 - Teresa L. Valcárcel - Tte. Cnel. Noreña,"Calle Teresa López Valcarcel (esquina calle Teniente Coronel Noreña),",24,9,40.388629,-3.693288
493,493 - Arturo Soria - San Luis,"Calle Arturo Soria (esquina con calle Jazmín),",23,10,40.476367,-3.668417
433,"433 - Villalobos, 28","Calle Villalobos, 28 ,",24,14,40.381617,-3.65076
436,436 - Campus Sur UPM,"Calle Alan Turing, 2 ,",23,17,40.390167,-3.627137
434,434 - Charleroi - Cocherón de la Villa,"Calle Charleroi, 1 ,",24,10,40.381917,-3.632194
506,506 - Albarracín - Julián Camarillo,"Calle Albarracin, sn,",24,23,40.433973,-3.632516
505,"505 - Castillo de Uclés, 37","Calle Castillo de Ucles, 37,",24,16,40.431525,-3.623066
435,435 - San Claudio,"Calle San Claudio, 150 ,",24,11,40.389029,-3.63954
508-old,508-old - Alcala  (acera de tránsito peatonal),"Calle Alcala  (acera de tránsito peatonal),",0,0,40.449104,-3.609601
302,302 - Ps. Dirección B - Pque A. Rguez Sahagún,"Paseo de la Dirección, 330, (enfrente) ,",24,1,40.470245,-3.703955
463,"463 - Casalarreina, 18","Calle Casalarreina, 18,",24,11,40.409391,-3.612319
464,464 - Univ. Rey Juan Carlos - Campus Madrid,"Avenida de Daroca 321,",24,13,40.40634,-3.612834
400,400 - Metro Ciudad de los Ángeles,"Paseo de los Gigantes y Cabezudos, 4,",24,13,40.360647,-3.693997
307,307 - Metro Valdezarza,"Calle San Restituto, 74,",24,9,40.46588,-3.71693
303,303 - Ps. Dirección A - Pque A. Rguez Sahagún,"Paseo de la Dirección, 161,",24,14,40.467789,-3.708085
576,"576 - El Ferrol, 18","Avenida El Ferrol, 18,",24,4,40.474313,-3.705105
577,577 - Monforte de Lemos - Plaza de Mondariz,"Calle Aurora boreal, 19 ,",24,12,40.479,-3.705669
309,309 - Ofelia Nieto - Villaamil,"Calle Ofelia Nieto, 75,",24,0,40.462051,-3.708734
308,308 - María Auxiliadora - Francos Rodríguez,"Calle María Auxiliadora, 1 ,",24,2,40.457729,-3.713461
510,510 - Metro Avenida de Guadalajara,"Avenida de Guadalajara, 101,",24,12,40.42219,-3.613462
511,511 - Aquitania 31,"Calle Aquitania, 31,",27,3,40.419123,-3.617267
512,512 - Semilla - Aparejadores,"Calle de los Aparejadores, 24,",24,9,40.426679,-3.61537
513,513 - Centro Deportivo Mpal. Pepu Hernández,"Avenida de Niza, 9,",27,10,40.427121,-3.606454
514,514 - María Sevilla Diago,"Calle Maria Sevilla Diago, 5,",24,3,40.43283,-3.610951
515,"515 - Avenida de Hellin, 13","Avenida de Hellin, 13,",24,9,40.430917,-3.6158
359,359 - El Toboso - Zaida,"Calle de El Toboso, 115,",23,11,40.39299,-3.73634
360,360 - Ntra. Sra. Fátima - Ntra. Sra. de Luz,"Avenida Nuestra Señora de Fatima, 34,",23,7,40.384015,-3.747088
361,361 - Metro Pan Bendito,"Avenida de Abrantes, 106 ,",23,16,40.377347,-3.732667
441,441 - Estación de tren de Santa Eugenia,"Avenida Santa Eugenia,1 ,",24,14,40.386008,-3.609482
442,442 - Santa Eugenia - Zazuar,"Avenida de Santa Eugenia con Calle sauzal, 1 ,",27,10,40.383059,-3.60463
443,"443 - Fuentespina, 33","Calle Fuentespina, 33,",24,10,40.379415,-3.607248
362,"362 - Hilario Herranz Establos, 36","Calle Hilario Herránz Establos , 36,",27,18,40.372839,-3.726638
557,557 - Metro Alameda de Osuna,"Calle Rioja, 13,",24,8,40.457467,-3.588151
290,290 - Francisco Suárez - Paseo de La Habana,"Calle Francisco Suárez, 28 ,",23,8,40.464378,-3.679944
529,"529 - Lopez de Hoyos , 478","Calle López de Hoyos, 478,",23,12,40.47175,-3.649843
530,530 - Metro Mar de Cristal,"Calle de los Emigrantes, 15,",27,21,40.468575,-3.637883
531,531 - Metro Parque de Santa María,"Calle de Santa Virgilia, 6,",23,0,40.476878,-3.645074
533,"533 - San Luis, 23","Avenida de San Luis, 23,",23,3,40.471487,-3.655115
106A,106A - Plaza de Colón A,"Calle Serrano nº 32,",19,13,40.424924,-3.687807
582,582 - Isla Graciosa - Isla de Java,"Calle de la Isla Graciosa, 2,",24,8,40.492622,-3.686266
583,583 - Ángel Múgica - Marcos de Orueta,"Calle de Angel Mugica, 3,",24,19,40.484683,-3.68529
584,584 - Metro Montecarmelo,"Avenida Monasterio de Silos, 63A,",24,1,40.50501,-3.696033
585,585 - Metro Fuencarral,"Calle Molins de Rey, 8,",24,3,40.495466,-3.693748
586,586 - Caldas Estrach - San Cugat del Vallés,"Calle Caldas de Estrach, 14,",23,2,40.496392,-3.697472
534,"534 - Mesena, 102","Calle Mesena, 102 ,",24,5,40.467724,-3.663406
273,273 - Delicias - General Lacy,"Calle de las Delicias, 41 ,",19,7,40.403819,-3.690918
587,587 - Metro Paco de Lucía,"Calle Costa Brava, 14,",27,26,40.498924,-3.708657
588,588 - Campo Calatrava - Rda Ingenioso Hidalgo,"Av. del Campo de Calatrava, 17,",27,2,40.500522,-3.691123
589,589 - Monast. Silos - Monast. Montesclaros,"Avenida Monasterio de Silos, 37,",24,24,40.503405,-3.702903
535,535 - Metro Canillas,"Calle Ramón Power, 2 ,",27,1,40.463575,-3.634999
328,"328 - Cebreros, 97","Calle de Cebreros, 97 ,",23,3,40.403238,-3.752192
329,329 - Metro Laguna,"Calle Alhambra, 56 ,",23,12,40.398816,-3.744452
330,330 - Duquesa de Parcent - Marcelino Castillo,"Calle Duquesa de Parcent, 14 ,",23,11,40.395002,-3.744728
331,331 - Valmojado,"Calle Valmojado, 33 ,",24,11,40.396496,-3.757572
332,"332 - Los Yébenes, 159","Calle de los Yébenes, 159 ,",23,0,40.393028,-3.751817
363,363 - Metro Oporto,"Avenida de Oporto, 102,",23,20,40.387451,-3.729873
364,364 - Metro Opañel,"Avenida de Oporto, 34,",23,13,40.385507,-3.723781
536,536 - Boj,"Calle de Boj, 4 ,",23,8,40.45602,-3.618082
537,537 - Plaza López de la Plata,"Avenida de Machupichu, 23,",27,16,40.458415,-3.625794
538,"538 - Haendel, 8","Calle de Haendel, 8,",27,17,40.462751,-3.625321
333,333 - Illescas - Camarena,"Calle Illescas, 104 ,",23,0,40.392175,-3.756232
365,365 - Palacio Vistalegre Arena,"Avenida Plaza de Toros, 3 ,",23,15,40.385372,-3.737259
366,366 - Metro Carabanchel,"Paseo de Marcelino Camacho, 53 ,",23,23,40.387737,-3.744521
291,291 - Plaza José María Soler,"Avenida Alfonso XIII, 113,",23,16,40.458665,-3.667903
292,292 - Centro Deportivo Municipal Pradillo,"Calle Pradillo, 33,",23,7,40.449041,-3.671794
494,494 - Metro Pinar de Chamartín,"Arturo Soria, 332,",23,7,40.480694,-3.666529
516,516 - Juan Ignacio Luca Tena - Quinta Molinos,"Calle Juan Ignacio Luca de Tena, 13 ,",27,21,40.447968,-3.631103
368,368 - Eugenia de Montijo,"Calle Eugenia de Montijo, 57 ,",15,14,40.379102,-3.747061
369,369 - Junta Municipal Distrito de Carabanchel,"Plaza De la Parroquia, 19 ,",23,4,40.380245,-3.741583
370,370 - Avefría - Plaza de Tarifa,"Calle de Avefria, 26,",23,1,40.383869,-3.730802
590,590 - Metro Arroyofresno,"Calle Maria de Maeztu, 50,",27,1,40.49093,-3.727572
517,517 - San Mariano - Circe,"Calle de San Mariano, 52-60 ,",27,27,40.441753,-3.611905
518,518 - Tampico - Plaza Barbados,"Calle Tampico, 71 ,",23,8,40.444569,-3.635345
371,"371 - Joaquin Turina, 49","Calle Joaquin Turina, 49,",27,14,40.372458,-3.76182
372,"372 - Lonja de la Seda, 33","Calle Lonja de la Seda, 33,",23,12,40.366122,-3.761583
373,373 - Metro La Peseta,"Calle Salvador Allende, 28 ,",23,11,40.362778,-3.75787
374,374 - Dinero - La Peseta,"Calle del Dinero, 38,",27,6,40.362571,-3.750147
375,"375 - Calderilla, 4","Calle Calderilla, 4,",27,19,40.36515,-3.73866
591,591 - Metro Mirasierra,"Av.Ventisquero de la Condesa, 37,",19,15,40.491082,-3.716229
592,592 - Estación de tren de Pitis,"Calle de Gloria Fuertes, 180,",27,8,40.495697,-3.724953
376,376 - Metro Carpetana,"Calle del Pinzón, 111 ,",24,7,40.392292,-3.740544
377,377 - Metro Abrantes,"Avenida De Abrantes, 55 ,",23,15,40.380918,-3.727836
539,539 - Mota del Cuervo,"Calle Mota del Cuervo, 72 ,",24,13,40.464876,-3.631357
334,334 - Metro Campamento,"Calle Seseña, 93 ,",24,10,40.394973,-3.768156
335,"335 - Cardaño, 10","Plaza Patricio, 5 ,",24,18,40.396598,-3.770575
519,"519 - Troya, 11","Calle Troya, 11,",24,16,40.436996,-3.611915
378,"378 - Eugenia de Montijo, 83","Calle Eugenia de Montijo, 83,",24,11,40.375623,-3.750973
379,379 - Antonia Rodríguez Sacristán - Valeriana,"Calle Antonia Rodriguez Sacristan, 4,",24,20,40.373138,-3.747657
495,495 - Caleruega,"Calle Caleruega, 14 ,",24,13,40.478746,-3.670588
593,593 - Metro Avenida de la Ilustración,"Calle Islas Cies, 27,",24,15,40.480274,-3.718691
594,"594 - Calle Pedro Rico, 49","Calle Pedro Rico, 49,",24,5,40.48194,-3.703918
595,595 - Betanzos - Fermín Caballero,"Avenida de Betanzos, 68,",24,17,40.481788,-3.713221
596,596 - Metro Lacoma,"Calle Ramon Gomez de la Serna, 37,",24,7,40.484328,-3.723826
540,540 - Estación de tren Fuente de la Mora,"Calle Dulce Chacón, S/N ,",24,18,40.48456,-3.663648
336,"336 - Calle Oliva de Plasencia, 1","Calle Oliva de Plasencia, 1,",24,4,40.378501,-3.779152
337,337 - Metro Aluche,"Calle Valmojado, 295,",18,10,40.386141,-3.760489
338,338 - Guareña - Luis Chamizo,"Calle Guareña, 22 ,",18,10,40.386362,-3.765339
339,339 - Estación de tren Las Águilas,"Avenida de las Aguilas , 110,",24,19,40.381326,-3.78062
597,"597 - Foresta, 8","Calle de la Foresta nº8,",23,8,40.498533,-3.667777
599,599 - Instalación Deportiva La Cabrera,"Calle La Cabrera, sn,",27,13,40.472233,-3.719204
343,343 - Metro Aviación Española,"Calle Fuente de Lima, 10,",23,10,40.38359,-3.783393
344,"344 - Ocaña, 103","Calle Ocaña, 103,",23,8,40.385863,-3.75292
313,"313 - Juan XXIII, 24","Paseo de Juan XXIII, 24,",27,26,40.448084,-3.716936
314,314 - Av. Valladolid - Parque de la Bombilla,"Avenida Valladolid, 47D ,",27,26,40.42966,-3.73068
315,315 - Caroli,"Calle de Caroli, 10,",23,8,40.45862,-3.784627
316,316 - C. Deportivo Mpal. Ciudad De Los Poetas,"Calle Antonio Machado, s/n ,",19,5,40.464397,-3.719954
317,"317 - Antonio Machado, 30","Calle Antonio Machado, 30,",27,1,40.46827,-3.719217
345,345 - Fuente del Tiro - Avd. de las Águilas,"Calle Fuente del Tiro, 72 ,",24,8,40.383088,-3.7798
449,449 - Metro Congosto,"Calle del Pico Chilegua, 3,",24,14,40.372867,-3.618691
450,"450 - Camino de las Hormigueras, 161","Calle Camino de las Hormigueras, 161,",24,13,40.376255,-3.637076
294,294 - Edificio Torres Blancas,"Calle Clara del Rey, 17 ,",24,16,40.440944,-3.672339
604,604 - Metro Las Tablas,"Avenida del Camino de Santiago, 4,",23,8,40.509104,-3.669552
348,348 - José de Cadalso - Rafael Finat,"Calle José de cadalso, 62 ,",27,8,40.379591,-3.770248
438,438 - Biblioteca Pública Luis Martín Santos,"Calle Enrique Garcia Alvarez, 5,",27,15,40.380448,-3.614061
451,"451 -  La Granja de San Ildefonso, 14","Calle Granja de San Idelfonso, 14 ,",27,15,40.368134,-3.622831
452,"452 - Las Suertes, 15","Avenida de Las Suertes, 15,",23,3,40.371361,-3.607854
453,453 - Metro La Gavia,"Avenida del Ensanche de Vallecas, 9,",27,14,40.37044,-3.61253
454,454 - Gran Vía del Sureste - Las Suertes,"Calle Gran Via del Sureste, 22,",27,9,40.36316,-3.589704
267,267 - Paseo de la Chopera - Fernando Poo,"Paseo de la Chopera, 31 ,Comunidad de Madrid España",23,7,40.395,-3.7004
391,391 - Junta Municipal Distrito de Usera,"Calle Rafaela Ybarra, 22,Comunidad de Madrid España",23,19,40.381703,-3.711296
580,580 - Metro Herrera Oria,"c/ Ginzo de Limia, 47,",23,3,40.48337,-3.706904
150,150 - Castellana - Hermanos Pinzón,"Paseo de la castellana, 124 ,",23,19,40.4491,-3.6908
157,157 - Plaza de Cuzco,"Paseo de la Castellana, 164 ,Comunidad de Madrid España",23,16,40.459137,-3.689415
395,"395 - Guetaria, 84B","Calle Guetaria, 84B,",23,20,40.369168,-3.715691
548,548 - Eduardo Mazón - Guadalajara,"Calle Eduardo Mazón, 1 ,",23,15,40.452148,-3.615416
293,293 - Santa Rita - Clara del Rey,"Calle Santa Rita, 1 ,",23,1,40.445793,-3.668288
520,520 - Niza - Plaza de Grecia,"Av/ de Niza, 67 ,",23,8,40.434281,-3.608116
509,509 - Amposta - Arcos de Jalón,"Amposta s/n (esquina Arcos de Jalón),",23,15,40.42219,-3.61865
558,558 - Biblioteca Pública Mpal. Gloria Fuertes,"CalleBahía de Cádiz (cruce con Avenida Logroño) ,",23,10,40.461137,-3.593712
561,561 - Plaza Nuestra Señora de Loreto,"Calle Cristo del Gran Poder (cruce con calle Alas) ,",23,22,40.472048,-3.585751
562,562 - Tomillar - Tintín y Milú,"Calle Tomillar, 18 ,",27,9,40.463099,-3.584415
560,560 - Playa de Zarauz - Playa de la Caleta,"Calle playa de Zarauz (esquina con Playa de Caleta) ,",23,18,40.47314,-3.590685
568,568 - IFEMA A,"Avenida del Partenón, 6 ,",27,13,40.46328,-3.617834
405,"405 - Paseo Alberto Palacios, 42","Paseo Alberto Palacios, 42,",23,12,40.344926,-3.712904
401,401 - Estación de tren de Villaverde Bajo,"Calle Eduardo Maristany, 7,",27,18,40.353285,-3.683127
406,406 - La Nave de Madrid,"Calle Cifuentes, 5,",23,17,40.3486,-3.696082
403,"403 - Auñón, 16","Calle Auñón, 16,",23,5,40.350494,-3.677524
280,280 - Ps de los Melancólicos - San Epifanio,"Paseo de los Melancólicos, 73 ,",23,18,40.401782,-3.718569
367,367 - Metro San Francisco,"Calle Albox, 35 ,",23,10,40.373972,-3.73984
325,325 - Ps. Jesuitas - Pza. Cerro Bermejo,"Paseo de los Jesuitas, 4 ,",23,11,40.410692,-3.730554
578,578 - Sierra de Atapuerca - Viloria de Rioja,"Calle Sierra de Atapuerca, 19,",23,3,40.50293,-3.670425
446,446 - C. Deportivo Mpal. Miguel Guillén Prim,"Calle Puerto de Porzuna, 34,",23,21,40.373826,-3.62363
382,"382 -Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",24,15,40.37835,-3.754582
410,410 - Est. de tren de S. Cristóbal Industrial,"Calle transversal sexta (enfrente del colegio Villamadrid),",24,9,40.332546,-3.699266
319,319 - Valdesangil,"Calle Valdesangil, 34 ,",24,12,40.468422,-3.716673
579,579 - Maria Tubau - Isabel Colbrand,"Calle María Tubau, 3 ,",24,20,40.513992,-3.671704
602,602 - Monasterio Sobrado - Monasterio Silos,"Calle del Monasterio de Sobrado, nº6,",24,9,40.509323,-3.692837
600,600 - Centro Deportivo Municipal La Masó,"Calle Ubeda esquina Plaza Virgen de la capilla ,",24,1,40.482551,-3.714957
566,566 - Avenida de Logroño,"Avenida de Logroño, 112 ,",24,18,40.470347,-3.581503
565,565 - Metro Barajas,"Calle Playa de Riazor, 65 ,",24,13,40.475636,-3.583887
467,467 - Univ. Rey Juan Carlos - Facultad  CJS,"467 -  Calle Villardondiego  nº32,",24,6,40.406236,-3.608489
469,469 - C. Deportivo Mpal Faustina Valladolid,"469 - Ladera de los Almendros, 6,",24,14,40.40343,-3.62299
470,470 - Avenida Real - Galeote,"Avenida Real, 3,",18,8,40.402152,-3.606367
471,471 - Molino Viejo - Minerva,"Calle Molino Viejo frente , 14,",18,0,40.396301,-3.60666
271,271 - Amaltea-Meneses,"Calle Amaltea, 1 ,",24,16,40.394706,-3.68317
466,466 - Villablanca - Vereda del Pinar,"Calle Villablanca 7,",23,15,40.408947,-3.607833
275,"275 - Juan Antonio Vallejo-Nájera Botas, 25","Paseo Juan Antonio Vallejo-Nájera Botas, 25 ,",23,8,40.402054,-3.708212
475,475 - Aurora Boreal - Minerva,"Avenida de la Aurora Boreal, 19,",23,4,40.399236,-3.603668
274,274 - Estación Sur Méndez Álvaro A,"Calle Méndez Álvaro, 73 ,",23,19,40.396758,-3.681343
605,605 - Nuria - Peña Sirio,"Calle Nuria nº24,",24,15,40.491644,-3.704883
522,522 - Metro Estadio Metropolitano,"Avenida Arcentales (frente Estadio Metropolitano),",24,8,40.433333,-3.600975
521,521 - Metro Las Rosas,"Calle Ginebra (esquina con Suecia),",24,10,40.423893,-3.604818
508,508 - Metro Canillejas,"Intercambiador de Canillejas,",24,16,40.449095,-3.609553
80A,80A - Estación de Atocha A,"Avenida Ciudad de Barcelona (esquina con Plaza de Carlos V),",23,5,40.407573,-3.690538
80B,80B - Estación de Atocha B,"Avenida Ciudad de Barcelona (esquina con Plaza de Carlos V),",27,20,40.407521,-3.690475
447,447 - Adolfo Bioy Casares - Las Suertes,"Calle Adolfo Bioy Casares, 3 ,",27,19,40.36685,-3.598193
412,412 - Estación de tren de Puente de Alcocer,"Calle San Jenaro, 1,",24,13,40.350029,-3.704308
415,415 - Diamante - Delmira Agustini,"Calle Diamante, 10 ,",24,7,40.353261,-3.687753
413,413 - Doctor Martín Arévalo,"Calle Doctor Martín Arévalo enfrente del N°16 ,",24,14,40.345928,-3.707413
