PK,ID,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
49541,wifi-madrid-49541,Centro Municipal de Mayores San Diego,,"Lunes a viernes, de 9 a 21 horas. Fines de semana y festivos, de 10 a 20 horas.","Programas socioculturales, ocupacionales o formativos, con el objetivo de favorecer el envejecimiento activo, la calidad de vida, la relación y la convivencia, a través de distintas y variadas actividades o talleres gratuitos. Se planifican con la participación de las Juntas Directivas y se dinamizan por el servicio de animación sociocultural, del que disponen todos los Centros. Actividades de programación continua: manuales, culturales, artísticas, de mantenimiento físico, recreativas o de educación digital básica. Actividades puntuales o esporádicas: conferencias, carnavales, excursiones, visitas culturales o viajes, etc.  Servicios de comedor/cafetería, cuyo objetivo es favorecer las relaciones personales y una alimentación equilibrada, ofreciendo menús variados a precios asequibles.  Espacios de nuevas tecnologías (disponibilidad de aulas informáticas) que tienen como objetivo favorecer la formación informática. Son gratuitos.  Servicios Sala de lectura, con el objetivo de favorecer el acceso a la información y servir de apoyo a la lectura. Es un espacio de acceso abierto y de carácter gratuita. Prensa diaria, en formato digital o en formato papel. Otros servicios, que tienen como objetivo favorecer el envejecimiento activo y el bienestar, con precios asequibles: peluquería y podología.",Consulta los siguientes enlaces,"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb4598d1351c010VgnVCM1000000b205a0aRCRD,JAVIER DE MIGUEL,CALLE,V,10,MADRID,MADRID,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,443678,4471110,40.3886888079207,-3.6635910190518923,917 571 941,,,CentrosMayores
11759,wifi-madrid-11759,Centro Municipal de Mayores San Juan Bautista,,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, zona Wifi, comedor y cafetería, fisioterapia preventiva y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro: Arturo Soria (línea 4),"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=443366051361c010VgnVCM1000000b205a0aRCRD,BUESO PINEDA,CALLE,V,8,MADRID,MADRID,28043,6,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,444202,4478197,40.45256380296372,-3.658038721342496,914 155 829,,,CentrosMayores
122268,wifi-madrid-122268,Centro Municipal de Mayores San Vicente de Paúl,,"Lunes a domingo, de 9 a 21 horas","Se ofrecen servicios de animación sociocultural, podología, peluquería, comedor y cafetería, prensa diaria y sala de lecturas, aula de informática y zona wifi &amp;ldquo;Madrid&amp;rdquo;. Se desarrollan talleres y actividades culturales y manuales, artísticas, de mantenimiento físico y preventivas ,de autocuidado, actividades formativas de educación digital básica e informática.",Metro: Opañel (línea 6),"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=630f8899fc81c010VgnVCM1000000b205a0aRCRD,ANTONIA LANCHA,CALLE,V,54,MADRID,MADRID,28019,2,OPAÑEL,11,CARABANCHEL,438632,4470877,40.386234060213404,-3.723011419580998,915 655 633,,,CentrosMayores
11764,wifi-madrid-11764,Centro Municipal de Mayores Santa Engracia,,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado 25 diciembre, 1 y 6 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro: Ríos Rosas (línea 1),"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD,SANTA ENGRACIA,CALLE,V,116,MADRID,MADRID,28003,5,RIOS ROSAS,7,CHAMBERI,440572,4476829,40.439994676265194,-3.7007205182445757,913 992 940,,,CentrosMayores
31019,wifi-madrid-31019,Centro Municipal de Mayores Teresa de Calcuta,,"Lunes a viernes, de 9 a 20:45 horas. Sábados, de 10 a 14 y de 16 a 20:45 horas. Domingos y festivos, de 10:15 a 13:45 y de 16:15 a 19:45 horas. Julio y agosto:, de lunes  a viernes, de 9 a 20:45 horas. Sábados, domingos y festivos, de 10:15 a 13:45 horas. Los días 24 y 31 de diciembre, de 10 a 13 horas. Cerrado 25 diciembre y 1 enero.","El centro ofrece de talleres manuales, culturales y de ejercicio físico, actividades culturales (jornadas, conferencias, visitas a museos, exposiciones, teatro), actividades de ocio (bailes, fiestas) y actividades intergeneracioneles (proyecto Alas para abordar situaciones de soledad no deseada9.",Consulta los siguientes enlaces,"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c07b3e42751c010VgnVCM2000000c205a0aRCRD,NAVIO,PLAZA,V,4,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450174,4478461,40.455320740232835,-3.5876301858469386,913 295 920,,,CentrosMayores
29184,wifi-madrid-29184,Centro Municipal de Mayores Villa de Vallecas,,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, orientación jurídica, estimulación cognitiva y bienestar psicológico, podología, peluquería, comedor y cafetería, biblioteca y sala de lectura, préstamo de prensa y juegos de mesa y voluntariado. Se desarrollan talleres culturales y manuales, artísticos, tecnológicos, de hábitos saludables y de ejercicio físico y baile. Se realizan viajes, visitas, excursiones y salidas culturales y de ocio. Celebración de fiestas según calendario y baile semanal. Zona wifi.",Metro: Villa de Vallecas (línea 1),"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5237b3e42751c010VgnVCM2000000c205a0aRCRD,PICO MAMPODRE,CALLE,V,6,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447264,4469823,40.3773278576296,-3.6212336061911388,913 328 757,,,CentrosMayores
4568753,wifi-madrid-4568753,Centro Social Polivalente de Vicálvaro,,"De lunes a viernes de 9 a 14 horas y de 16 a 20:30 horas. Agosto, de lunes a viernes de 9 a 16 horas.  Sábados, domingos, festivos y los días 24 y 31 de diciembre, cerrado","Sede del Consejo Territorial del distrito Sede de la Mesa de Infancia y Adolescencia Sede de la Mesa de Diálogo y la Convivencia Punto de Agente de Igualdad Sede del conjunto de actividades de Participación Ciudadana.  Dispone de 3 salas de reuniones, 13 despachos y 1 sala de exposición Wifi",Consulta los siguientes enlaces,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD,REAL,AVENIDA,V,12,MADRID,MADRID,28032,1,CASCO H.VICALVARO,19,VICALVARO,448490,4472608,40.40249219663602,-3.6070177881676537,917 602 468 (centralita),,,CentrosCulturales
56495,wifi-madrid-56495,Centro Sociocultural  Siena (Ciudad Lineal),,"De lunes a viernes, de 9 a 22 horas.  Sábados, domingos, festivos y agosto cerrado.    de secretaría:   De lunes a miércoles, de 9 a 14:30 horas y de 15 a 17 horas. Viernes, de 9 a 14. Julio: de lunes a viernes, de 9 a 14 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio 3 aulas Zona wifi,Metro: Quintana (línea 5),,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD,SIENA,CALLE,V,52,MADRID,MADRID,28027,3,QUINTANA,15,CIUDAD LINEAL,444709,4476040,40.433168908505294,-3.651871341017642,914 039 011,,cscsiena@madrid.es,CentrosCulturales
1996,wifi-madrid-1996,Centro Sociocultural Ágata (Villaverde),,"El  Sociocultural Ágata es: de lunes a viernes de 8:30 a 21:30 horas ininterrumpidamente y los sábados de 9:30 a 13:30 horas.    de secretaría:    de mañana, de lunes a viernes de 9:00  a 13:30 h.   de tarde,  lunes, miércoles y jueves de 17:00 a 19:30 h.  Durante el mes de  julio y Navidad el  de secretaría será  de 9:00 a 14:00 horas.    Teléfonos:    Teléfono del Centro Sociocultural: 91 710 93 00. Teléfono de Secretaría: 91 710 92 00.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 94 butacas y 2 espacios reservados/as para personas con movilidad reducida (silla de ruedas) 11 aulas Cafetería Zona wifi Ascensor Aseo adaptado Cambiador de bebé en la 1&amp;ordf; planta.,Metro: Villaverde Alto (línea 3)  Cercanías Renfe: Villaverde Alto (línea C4 y C5),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,DOCTOR MARTIN AREVALO,CALLE,V,2,MADRID,MADRID,28021,1,VILLAVERDE ALTO C.H.,17,VILLAVERDE,439827,4466442,40.346369432374594,-3.7085146991266473,917 109 300,,ccagata@madrid.es,CentrosCulturales
1936,wifi-madrid-1936,Centro Sociocultural Alberto Sánchez (Puente de Vallecas),,"De lunes a viernes, de 9 a 22 horas. Julio: de lunes a viernes, de 9 a 15 horas.  Sábados, domingos, festivos y agosto, cerrado.    de secretaría:   De lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas.  Julio: de lunes a viernes, de 9 a 13:45 horas..   Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (Aforo salón de actos: 80 personas / aforo auditorio al aire libre: 130 personas) Salas de ensayo 7 aulas Zona wifi,"Metro: Buenos Aires (línea 1), Portazgo (línea 1).",Consulte normas de acceso a los teatros en información relacionada.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,RISCO DE PELOCHE,CALLE,V,14,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444360,4471652,40.393619022093546,-3.6556016835101834,917 570 320,,cscalbertosanchez@madrid.es,CentrosCulturales
72862,wifi-madrid-72862,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),,"de lunes a viernes, de 8:30 a  21:30 horas. Sábdo, domingo y festivos, de 9:30 a 20:30 horas.  de secretaría: de lunes a viernes de 9 a 14 y de 16:30 a 20:30 horas.",Sala exposiciones Salón de actos / auditorio Sala de lectura y estudio 4 Aulas Gimnasio Wi-Fi público,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD,MIRA EL RIO,CALLE,V,4,MADRID,MADRID,28048,1,EL PARDO,8,FUENCARRAL-EL PARDO,434105,4485730,40.519673311658686,-3.7779055687726535,913 762 060,,ccelpardo@madrid.es,CentrosCulturales
1927,wifi-madrid-1927,Centro Sociocultural Blasco Ibáñez (Carabanchel),,"De lunes a viernes, de 8 a 22 horas.  Julio: de lunes a viernes, de 9 a 15 horas.  Sábados, domingos, festivos y agosto cerrado.    de secretaría:   De lunes a jueves, de 10 a 143 horas y de 16:30 A 18 horas. Viernes, de 10 a 13. Julio: de lunes a viernes, de 10 a 13 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",6 aulas Zona wifi Zona de vending,Consulta los siguientes enlaces,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD,SOLDADO JOSE MARIA REY,CALLE,V,44,MADRID,MADRID,28019,3,SAN ISIDRO,11,CARABANCHEL,437813,4471853,40.39496102590205,-3.7327634025142253,914 280 555,,ccblascoibanez@madrid.es,CentrosCulturales
1949,wifi-madrid-1949,Centro Sociocultural Bohemios (Villaverde),,De secretaría:     de mañana: de lunes a viernes de 9 a 14 horas .  de tarde: de lunes a jueves de 17 a 19 horas.   Durante el mes de julio el  será de 9 a 14 horas.   En el mes de agosto el centro permanece cerrado.   Teléfonos:    De secretaría: Teléfono 917 109 260 / 917 100 558 en el  que ya consta.   Auxiliares de información: Teléfono 917 109 263 en  de 9:00 a 21:00 h.,"Sala de exposiciones Salón de actos / auditorio (aforo): 158 butacas y 2 para personas con movilidad reducida (silla de ruedas) 8 aulas Zona wifi Ascensor en ambos edificios. Aseos adaptados. Cambiador de bebe en aseo de señoras, planta baja del edificio A.",Metro:  Ciudad de los Ángeles (Línea 3),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD,LOS BOHEMIOS,CALLE,V,1,MADRID,MADRID,28041,5,LOS ANGELES,17,VILLAVERDE,441066,4467547,40.35639654251886,-3.6940501846610894,917 109 260,,ccbohemios@madrid.es,CentrosCulturales
118935,wifi-madrid-118935,Centro Sociocultural Cánovas del Castillo (Usera),,"De lunes a viernes, de 9 a 14 y de 15 a 21:30 horas. Sábados, de 9 a 14 horas.  Domingos y festivos y agosto, cerrado.    de secretaría:   De lunes a jueves, de 10 a 14 horas y de 16:30 a 19 horas. Viernes, de 10 a 14 horas.  Julio: de lunes a viernes, de 10 a 14 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 sala de exposiciones (superficie de 39 m2) 1 sala de lectura y estudio 6 aulas Zona wifi,Metro: Almendrales (línea 3),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD,JULIO AGUIRRE,CALLE,V,10,MADRID,MADRID,28026,4,ALMENDRALES,12,USERA,440579,4470866,40.38627312379031,-3.700074755609488,915 005 489,,canovascastillocs@madrid.es,CentrosCulturales
1967,wifi-madrid-1967,Centro Sociocultural Ciudad Lineal,,"De lunes a viernes, de 9 a 22 horas.  Julio: de lunes a viernes, de 9 a 15 horas.  Sábados, domingos, festivos y agosto cerrado.    de secretaría:   De lunes a viernes, de 9 a 14 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio 7 aulas Zona wifi,Consulta los siguientes enlaces,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD,POETA BLAS DE OTERO,CALLE,V,81,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444717,4474895,40.42285715768873,-3.651680076113881,917 817 494,,cscciudadlineal@madrid.es,CentrosCulturales
1941,wifi-madrid-1941,Centro Sociocultural Eduardo Chillida (Moratalaz),,"De lunes a viernes, de 9 a 22 horas. Sábados, de 10 a 14 horas y de 16 a 22 horas.  Julio: de lunes a viernes, de 9 a 14 horas.  Domingos, festivos, agosto y sábados de julio y septiembre, cerrado.    de secretaría:   De lunes a viernes, de 9 a 13:30 horas y de 17 A 18:30 horas. Julio: de lunes a viernes, de 9 a 14 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 9 aulas 2 salas polivalentes  Zona wifi   2 gimnasios,Metro: Vinateros (línea 9),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD,ARROYO BELINCOSO,CALLE,V,9,MADRID,MADRID,28030,4,MEDIA LEGUA,14,MORATALAZ,444591,4473396,40.40934483353835,-3.653036718771371,913 339 141,,ccechillida@madrid.es,CentrosCulturales
26904,wifi-madrid-26904,Centro Sociocultural El Greco (Latina),Información general: 91 479 32 61  y 91 479 31 50.  Correo electrónico: ccgreco@madrid.es  Información sobre cursos y talleres:   Catálogo de talleres culturales.,"de apertura del centro:   Lunes a viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.    de atención al público:   Lunes a viernes de 9:00 a 14 horas y de 16:00 a 18:30 horas.    de verano:   Julio, agosto y septiembre de 9 a 20:30 de lunes a viernes.",Sala de exposiciones. Sala de lectura y estudio . Salón de actos y auditorio con aforo máximo para 100 personas.    5 aulas. Cafetería. Zona WIFI.,"Metro: Línea 6, estación Lucero y línea 10, estación Batán.  Autobuses de la   EMT:  Líneas: 33, 36, 39 y 65.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,EL GRECO,CALLE,V,29,MADRID,MADRID,28011,3,LUCERO,10,LATINA,436578,4473235,40.407316328180464,-3.747465416906973,914 793 261,,ccgreco@madrid.es,CentrosCulturales
,,,,,,,,,,,,,,,,,,,,,,,,,914 793 150,,,
1947,wifi-madrid-1947,Centro Sociocultural José de Espronceda (Tetuán),,"De lunes a viernes, de 9 a 14 y de 16 a 21 horas.  Sábados, domingos, festivos y agosto cerrado.    de secretaría:   De lunes a jueves, de 9:30 a 13:30 horas y de 16:30 A 18 horas. Viernes, de 9:30 a 13:30. Julio: de lunes a viernes, de 9:30 a 13:30 horas.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 1 Salón de actos / auditorio. Aforo 96 personas (este aforo podrá verse modificado) 6 aulas Zona wifi,"Metro: Cuatro Caminos (líneas 1, 2, 6)",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD,ALMANSA,CALLE,V,9,MADRID,MADRID,28039,1,BELLAS VISTAS,6,TETUAN,440258,4477792,40.44864332758775,-3.704513191828797,915 536 160,,cscjespronceda@madrid.es,CentrosCulturales
,,,,,,,,,,,,,,,,,,,,,,,,,915 536 480,,,
124354,wifi-madrid-124354,Centro Sociocultural Juvenil de Moratalaz,,"De lunes a viernes, de 9 a 14 y de 15:05 a 21:05 horas. Sábados, de 10 a 14 y de 16 a 22 horas. Domingos, de 10 a 14 y de 16:30 a 20:30. Festivos, de 10 a 14.    de secretaría:   De lunes a viernes, de 9 a 14 y de 17 a 18:30 horas.    s de verano: consulta el apartado más información y documentación asociada. Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio 9 aulas Zona wifi,Metro: Pavones (línea 9),"HORARIOS DE VERANO   Julio:   De lunes a viernes, de 9:05 a 13:50 y de 15:05 a 20:50 horas. Sábados, de 16:05 a 21:50 Domingos y festivos cerrado.   Agosto:   De lunes a viernes, de 9:05 a 13:50 y de 15:05 a 20:50 Sábados, domingos y festivos cerrado.   Plan de calor-refugio climático:   De lunes a viernes, de 9:05 a 20:50 horas ininterrumpidamente. Julio: sábados, de 16:05 a 21 horas ininterrumpidamente. Domingos, festivos y sábados de agosto cerrado.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD,FUENTE CARRANTONA,CALLE,V,10,MADRID,MADRID,28030,1,PAVONES,14,MORATALAZ,445977,4472270,40.39928542551079,-3.636600379403484,915 880 459,,ccjmoratalaz@madrid.es,CentrosCulturales
1965,wifi-madrid-1965,Centro Sociocultural Juvenil de Usera,,"De lunes a viernes de 9 a 14 y de 16 a 21 horas. Agosto cerrado.   de secretaría:  De lunes a jueves, de 10 a 14 horas y de 17 a 19 horas. Viernes, de 10 a 14 horas.  Julio, de lunes a viernes de 10 a 14 horas. Agosto cerrado.  Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Aulas Zona wifi,Metro: Usera (línea 6),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=876e1e79ee71c010VgnVCM1000000b205a0aRCRD,CUESTA,CALLE,V,4,MADRID,MADRID,28026,5,MOSCARDO,12,USERA,439956,4471270,40.38986587050054,-3.707459143903564,913 920 541,,cjusera@madrid.es,CentrosCulturales
102131,wifi-madrid-102131,Centro Sociocultural Latina,Información general: 91 509 54 70.  Correo electrónico: juvenlatina@madrid.es . Información sobre cursos y talleres:   Plataforma cursos y talleres Ayuntamiento de Madrid.  Trámites cursos y talleres Ayuntamiento de Madrid.,El  de apertura del Centro Sociocultural Latina es:   Mes de julio de 9 a 21 h de lunes a viernes. Desde el 1 hasta el 24 de agosto Cierre del Centro por vacaciones. Desde el 25 de agosto al 30 de septiembre de 9 a 21 h.   de apertura del centro:  Lunes a Viernes de 9 a 21:00 horas. Sábados de 9 a 13:30 horas.   de atención al público:  Lunes a Viernes de 9 a 14 horas.,1 sala de lectura. 1 sala de exposiciones. 6 aulas. ZonaWIFI.,Autobuses EMT:  Línea 155.  Cercanías RENFE:  Línea C 5. Estación: Maestra Justa Freire-Polideportivo Aluche (antigua estación de Fanjul).,En la misma sede:   Sala de Estudio Latina.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD,RODRIGO DE ARANA,CALLE,V,50,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,434982,4470177,40.3796366471018,-3.7659492448759053,915 095 470,,juvenlatina@madrid.es,CentrosCulturales
,,,,,,,,,,,,,,,,,,,,,,,,,915 095 471,,,
1961,wifi-madrid-1961,Centro Sociocultural Luis Gonzaga (Chamartín),,"De lunes a domingo, de 9 a 21:30 horas.  Festivos y del 1 al 24 de agosto, cerrado.    de secretaría:   De lunes a jueves, de 9:30 a 14 y de 16:30 a 18:30 horas. Viernes, de 9:30 a 14 y de 16:30 a 17:30 horas.   Julio: de lunes a viernes, de 9 a 14 horas.   Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",2 salas de lectura y estudio 7 aulas Zona wifi,Metro: Cruz del Rayo (línea 9),,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD,PRINCIPE DE VERGARA,CALLE,V,142,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442496,4477359,40.444902405213526,-3.6780788363404526,915 886 596,,juvenlgonzaga@madrid.es,CentrosCulturales
,,,,,,,,,,,,,,,,,,,,,,,,,915 885 219,,,
1909,wifi-madrid-1909,Centro Sociocultural Maestro Alonso (Salamanca),,"De lunes a viernes, de 8 a 22 horas. Sábados y domingos, de 10 a 21 horas. Festivos cerrado.    de secretaria:   De lunes a jueves, de 9 a 14 horas y de 15 a 18 horas. Viernes, de 9 a 15:30 horas. Julio y agosto de lunes a viernes, de 8 a 15 horas.   Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 150 personas) Salas Polivalentes para actividades 14 aulas Zona wifi Cafetería,"Metro: Ventas (líneas 2, 5)",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,MAESTRO ALONSO,CALLE,V,6,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443605,4475629,40.4293927571053,-3.664846244443566,917 268 800,,ccmaestroalonso@tritoma.es,CentrosCulturales
170066,wifi-madrid-170066,Centro Sociocultural Marconi (Villaverde),,"El Centro Sociocultural Marconi estará abierto de lunes a viernes de 9:00 a 21:00 h ininterrumpidamente, excepto en el mes de agosto que permanecerá cerrado.  Secretaría:   De mañana de lunes a viernes de 9:30 a 13:30. De tarde de lunes a jueves de 16:45 a 19:15. Durante el mes de julio el  será de lunes a viernes de 9:00 a 14:00 horas.",Sala de exposiciones Sala de lectura y estudio 3 aulas Zona wifi Punto de reciclaje,Cercanías Renfe: San Cristóbal Industrial (Línea C3).,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD,COLONIA MARCONI,ACCESO,V,4,MADRID,MADRID,28021,1,VILLAVERDE ALTO C.H.,17,VILLAVERDE,440472,4465148,40.3347558542528,-3.7008037217338274,917 100 232,,ccmarconi@madrid.es,CentrosCulturales
1970,wifi-madrid-1970,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,"De lunes a viernes, de 10 a 21 horas.  Sábados, domingos y festivos, de 10 a 14:30' y de 16:30 a 20  horas. 24, 25, 31 de diciembre y 1 de enero, cerrado.     de s ecret aría:   De lunes viernes, de 10 a 14 horas.  Junio y septiembre, de 10 a 14 horas y de 17 a 19 horas.   Fuera de este  el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 2 salas de lectura y estudio Salón de actos / auditorio (aforo 125 personas) 3 aulas Zona wifi,Consultar los siguientes enlaces:,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,ALIAGA,CALLE,V,5,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448148,4476402,40.4366557020283,-3.6113517282299217,917 430 078,,ccmcervantes@madrid.es,CentrosCulturales
