TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M07;1,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M06;2,1
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M05;2,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M04;2,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M03;-0,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M02;2,7
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2016M01;-0,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M12;1,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M11;1,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M10;1,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M09;1,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M08;1,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M07;1,6
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M06;1,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M05;0,6
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M04;0,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M03;-1
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M02;-1,7
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2015M01;-2,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M12;3,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M11;3,7
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M10;4,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M09;4,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M08;4,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M07;4,6
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M06;4,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M05;3,9
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M04;3,8
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M03;6,6
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M02;4,1
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2014M01;1,7
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M12;0,9
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M11;0,4
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M10;-0,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M09;-0,8
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M08;-0,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M07;-0,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M06;0,2
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M05;1
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M04;-0,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M03;-4,1
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M02;-4,3
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2013M01;1,5
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M12;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M11;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M10;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M09;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M08;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M07;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M06;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M05;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M04;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M03;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M02;""
Transporte urbano regular por autobús;48020 Bilbao;Variación de la media en lo que va de año;2012M01;""
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M07;40.698
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M06;47.559
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M05;43.701
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M04;40.455
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M03;43.739
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M02;41.487
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2025M01;40.823
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M12;39.920
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M11;42.527
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M10;45.860
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M09;40.130
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M08;25.805
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M07;34.079
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M06;40.315
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M05;42.456
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M04;44.205
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M03;39.069
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M02;41.474
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2024M01;40.238
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M12;37.694
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M11;41.982
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M10;44.113
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M09;42.464
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M08;27.975
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M07;35.785
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M06;40.078
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M05;39.237
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M04;35.047
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M03;40.368
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M02;35.223
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2023M01;34.669
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M12;32.808
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M11;36.084
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M10;36.342
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M09;33.935
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M08;20.453
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M07;25.225
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M06;32.514
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M05;33.681
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M04;30.259
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M03;35.376
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M02;29.768
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2022M01;26.723
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M12;27.690
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M11;31.098
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M10;30.639
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M09;27.407
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M08;17.087
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M07;23.596
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M06;27.104
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M05;26.237
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M04;24.705
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M03;25.227
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M02;21.518
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2021M01;14.364
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M12;22.561
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M11;22.532
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M10;22.732
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M09;19.775
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M08;14.041
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M07;18.469
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M06;14.702
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M05;5.995
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M04;3.117
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M03;17.849
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M02;40.902
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2020M01;38.995
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M12;33.032
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M11;38.380
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M10;43.100
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M09;36.465
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M08;22.921
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M07;32.858
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M06;38.405
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M05;40.483
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M04;36.739
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M03;41.249
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M02;38.459
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2019M01;38.039
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M12;35.437
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M11;37.955
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M10;40.495
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M09;34.387
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M08;22.840
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M07;30.611
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M06;36.909
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M05;37.848
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M04;37.321
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M03;35.181
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M02;34.932
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2018M01;36.535
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M12;33.854
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M11;38.138
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M10;39.241
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M09;34.671
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M08;25.049
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M07;33.372
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M06;37.393
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M05;38.632
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M04;33.883
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M03;41.156
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M02;36.930
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2017M01;35.612
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M12;34.838
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M11;37.794
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M10;40.354
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M09;38.039
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M08;24.763
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M07;32.337
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M06;37.930
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M05;38.263
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M04;38.517
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M03;35.969
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M02;36.743
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2016M01;34.563
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M12;35.832
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M11;37.444
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M10;38.160
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M09;33.496
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M08;21.172
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M07;30.046
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M06;34.924
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M05;36.498
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M04;35.134
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M03;36.169
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M02;33.522
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2015M01;33.526
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M12;34.201
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M11;34.902
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M10;39.054
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M09;32.536
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M08;19.541
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M07;30.125
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M06;34.455
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M05;36.167
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M04;34.197
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M03;37.889
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M02;34.220
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2014M01;34.954
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M12;33.717
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M11;36.362
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M10;39.719
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M09;32.234
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M08;19.959
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M07;30.117
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M06;35.296
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M05;36.824
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M04;38.220
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M03;32.870
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M02;34.103
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2013M01;34.681
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M12;32.540
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M11;34.716
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M10;37.996
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M09;31.025
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M08;20.324
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M07;29.267
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M06;36.660
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M05;37.975
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M04;33.174
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M03;38.554
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M02;36.692
Transporte urbano regular por autobús;28079 Madrid;Viajeros transportados;2012M01;36.564
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M07;19,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M06;18
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M05;2,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M04;-8,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M03;12
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M02;0
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2025M01;1,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M12;5,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M11;1,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M10;4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M09;-5,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M08;-7,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M07;-4,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M06;0,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M05;8,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M04;26,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M03;-3,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M02;17,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2024M01;16,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M12;14,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M11;16,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M10;21,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M09;25,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M08;36,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M07;41,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M06;23,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M05;16,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M04;15,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M03;14,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M02;18,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2023M01;29,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M12;18,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M11;16
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M10;18,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M09;23,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M08;19,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M07;6,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M06;20
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M05;28,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M04;22,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M03;40,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M02;38,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2022M01;86
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M12;22,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M11;38
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M10;34,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M09;38,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M08;21,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M07;27,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M06;84,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M05;337,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M04;692,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M03;41,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M02;-47,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2021M01;-63,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M12;-31,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M11;-41,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M10;-47,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M09;-45,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M08;-38,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M07;-43,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M06;-61,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M05;-85,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M04;-91,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M03;-56,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M02;6,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2020M01;2,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M12;-6,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M11;1,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M10;6,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M09;6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M08;0,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M07;7,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M06;4,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M05;7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M04;-1,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M03;17,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M02;10,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2019M01;4,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M12;4,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M11;-0,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M10;3,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M09;-0,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M08;-8,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M07;-8,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M06;-1,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M05;-2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M04;10,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M03;-14,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M02;-5,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2018M01;2,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M12;-2,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M11;0,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M10;-2,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M09;-8,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M08;1,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M07;3,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M06;-1,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M05;1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M04;-12
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M03;14,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M02;0,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2017M01;3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M12;-2,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M11;0,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M10;5,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M09;13,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M08;17
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M07;7,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M06;8,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M05;4,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M04;9,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M03;-0,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M02;9,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2016M01;3,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M12;4,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M11;7,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M10;-2,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M09;3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M08;8,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M07;-0,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M06;1,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M05;0,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M04;2,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M03;-4,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M02;-2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2015M01;-4,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M12;1,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M11;-4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M10;-1,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M09;0,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M08;-2,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M07;0
