ID-EVENTO,TITULO,TITULO-ACTIVIDAD,DESCRIPCION,GRATUITO,DIAS-SEMANA,FECHA,FECHA-FIN,HORA,CONTENT-URL,NOMBRE-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,NUM-INSTALACION,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO
12798762,Artistas de Marmar,Actividades en el Centro Cultural Sanchinarro,"Alumnos de Nasrin Rezai y Mona Omrani. La Galería Marmar, ubicada en el distrito de Hortaleza, celebra una nueva exposición en elCentro Cultural de Sanchinarro-Hispanidad. Reunirá el trabajo de más de 30 alumnos quehan hecho del arte una forma de vida. Bajo la guía de las reconocidas pintoras Nasrin Rezaiy Mona Omrani, fundadoras y docentes de Marmar desde hace más de 25 años, esta muestracolectiva refleja el fruto de años de enseñanza, dedicación y pasión compartidas. Marmar noes solo un taller o una galería, es una comunidad donde florece el talento, se cultiva la técnicay se inspira la creatividad. Sus artistas de diferentes edades y trayectorias, sorprenden por lacalidad, sensibilidad y personalidad de sus obras. Esta exposición es una invitación a descubrircómo el arte se convierte en una experiencia viva, generosa y transformadora.",1,L,2025-09-15T00:00:00Z,2025-10-14T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=34268af30c357910VgnVCM2000001f4a900aRCRD,Centro Cultural Sanchinarro (Hortaleza),CALLE,PRINCESA DE EBOLI,29,Hortaleza,Valdefuentes,28050,444461,4482397,40.49042200599307,-3.6553467891079854,/contenido/actividades/Exposiciones
,,,,,M,,,,,,,,,,,,,,,,
,,,,,X,,,,,,,,,,,,,,,,
,,,,,J,,,,,,,,,,,,,,,,
,,,,,V,,,,,,,,,,,,,,,,
,,,,,S,,,,,,,,,,,,,,,,
,,,,,D,,,,,,,,,,,,,,,,
50053352,Arturo Pueyo Quartet. En colaboración con AIEnRuta Jazz,JAZZMADRID 25,"Sucede cada año y la presente edición de JAZZMADRID no iba a revelarse diferente. Esta cita, que se celebra desde 2014, sigue firme en su empeño en seguir siendo uno de los centros neurálgicos del jazz en Europa. Su presencia entre nosotros es un fenómeno que la gran afición aguarda expectante cada vez que llega el otoño, y su centro de gravedad permanente sigue estando asociado a la solera cultural de los enclaves municipales donde todo acontece: Teatro Fernán Gómez, CentroCentro y Conteporánea Condeduque. E, igualmente, en aquellas otras escenas donde tienen lugar los conciertos de la enseña Villanos del Jazz, que, por quinto año consecutivo, forman parte de la programación oficial del festival: Teatros Pavón, Albéniz, Barceló y Fernán Gómez, Sala Villanos y diferentes auditorios de hasta cuatro localidades de la Comunidad de Madrid. La muestra se desarrollará a lo largo de los meses de septiembre, octubre y noviembre, abriendo ante los ojos y oídos de la afición un vistoso muestrario jazzístico. En el programa se prestará mucha atención, por una parte, a la defensa de la más estricta ortodoxia histórica del género, y, por otra, estará muy presente también la vigilancia de la reivindicación de su libertad como esencia de la condición creadora que tiene esta música para experimentar. La idea sigue rastreando el mejor modo de mostrar todas las tendencias y coloraciones imaginables, renovadoras y también tradicionales del jazz, pues solo con el compendio de ambas es posible mantener activa la memoria, el reto fundamental de cualquiera de nuestras sociedades, ocupadas demasiadas veces en la ilusión del presente, aunque éste ya sea historia cuando se empieza a ser consciente del paso del tiempo. Luis Martín, director artístico Arturo Pueyo Quartet En colaboración con AIEnRuta Jazz 04.11.2025 19.00 h  Nacido en Ibiza en 1991, Arturo Pueyo inicia sus estudios musicales a los 8 años de edad en el Patronato Municipal de Música de su ciudad natal, y solo cinco más tarde, a los 13 años, entra en el Conservatorio Profesional de Música de Ibiza y Formentera donde recibe clases del importante clarinetista Venancio Rius Martí durante un periodo de tres años. Paralelamente, Arturo participa en cursos intensivos y masterclasses impartidos por el propio Venancio y por Yehuda Gilad, principal figura mundial de la escuela técnica estadounidense de clarinete. El año 2010 contempla el momento en que Arturo Pueyo se inicia en el mundo de la música moderna, participando como miembro de diferentes formaciones en las que experimenta una variada paleta de estilos; swing, blues, funk o rock, entre otros. A estas alturas, Arturo Pueyo ha recibido clases magistrales de figuras como Toni Belenguer, Bob Sands, Jorge Pardo, Nitai Hershkovits, Ari Hoening, Kenny Werner, Johannes Weidenmueller, Shai Maestro y Roman Pilon entre otros. Ha dado clases, asimismo, con el saxofonista Maikel Vistel, y ha tocado profesionalmente -y esto es lo más importante- con músicos como Paquito d?Rivera, Antonio Serrano, Ernesto Aurignac, Bob Sands, Deborah Carter o Miguel Blanco. También ha hecho música junto a grandes artistas de otros géneros, como los flamencos Miguel Poveda y Antonio Carmona; Mustafa Zair (música árabe) o Carlton J. Smith (soul). Y todo ello ha sucedido en lugares como el Teatro Real, Auditorio Nacional, Teatro Fernán Gómez, CondeDuque, o en el Corral de Comedias de Alcalá de Henares y en festivales como Le Guess Who! (Holanda), Eivissa Jazz, Festival Internacional de Jazz de Madrid y Festival Internacional de Canarias Jazz &amp;amp; Más, entre otros. En el año 2022 publicó su primer disco como titular. Esta grabación se llama Derroteros y cuenta con colaboraciones como las de Ariel Brínguez, Ángela Cervantes, Daniel Juárez y Miron Rafajlovic. La música contenida en este álbum ha sido presentada en diferentes ocasiones en Madrid, Asturias, Cantabria, Málaga, Granada, Albacete, Murcia, La Rioja y Baleares.",0,,2025-11-04T00:00:00Z,2025-11-04T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b5b31298bc39910VgnVCM200000f921e388RCRD,CentroCentro,PLAZA,CIBELES,1,Retiro,Jerónimos,28014,441277,4474496,40.41902261618159,-3.692188193693138,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50079075,Asociación Cultural Amigos del Flamenco,Actividades en el Centro Cultural El Pozo del Tío Raimundo,"Espectáculo de flamenco y copla realizado por los socios, acompañados por nuestro guitarrista.",1,,2025-10-24T00:00:00Z,2025-10-24T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4167722aa4a9910VgnVCM200000f921e388RCRD,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),AVENIDA,GLORIETAS,19,Puente de Vallecas,Entrevías,28053,443976,4469457,40.37381624358889,-3.6599325731670977,/contenido/actividades/DanzaBaile/Flamenco
50072077,Asociación integrando,Calle abierta infantil,Asociación que trabaja por la integración plena y con identidad propia de las personas migrantes y por mejorar las condiciones de vida en el mundo.,1,,2025-10-11T00:00:00Z,2025-10-11T23:59:00Z,19:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7999540e43a99910VgnVCM100000891ecb1aRCRD,Parque de Amós Acero,CALLE,SIERRA MOLINA,1,Puente de Vallecas,San Diego,28053,443430,4471151,40.38903628994235,-3.6665321826830297,/contenido/actividades/ActividadesCalleArteUrbano
50055812,Atrío,,Más información disponible en la liga,1,L,2025-09-26T00:00:00Z,2025-10-17T23:59:00Z,08:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79c0c771bf259910VgnVCM200000f921e388RCRD,Biblioteca Pública Municipal Ángel González (Latina),CALLE,GRANJA DE TORREHERMOSA,1,Latina,Aluĉo,28024,434954,4472113,40.397074625115906,-3.7664885474841556,/contenido/actividades/Exposiciones
,,,,,M,,,,,,,,,,,,,,,,
,,,,,X,,,,,,,,,,,,,,,,
,,,,,J,,,,,,,,,,,,,,,,
,,,,,V,,,,,,,,,,,,,,,,
,,,,,S,,,,,,,,,,,,,,,,
,,,,,D,,,,,,,,,,,,,,,,
12693863,Audición de los alumnos de piano del Centro Musical Grappelli,Actividades en el Centro Cultural Sara Montiel,Audición de los alumnos de piano del Centro Musical Grappelli.,1,,2025-10-18T00:00:00Z,2025-10-18T23:59:00Z,12:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f376d53414e15910VgnVCM1000001d4a900aRCRD,Centro Cultural Sara Montiel (Latina),CARRETERA,BOADILLA DEL MONTE,40,Latina,Campamento,28024,434222,4472418,40.399764677637116,-3.775144917950534,/contenido/actividades/Musica
50047774,Audiovisual más que humano,,Más información disponible en la liga,0,,2025-11-26T00:00:00Z,2025-11-26T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8a9365445339910VgnVCM200000f921e388RCRD,Centro de Cultura Contemporánea Conde Duque,CALLE,CONDE DUQUE,9,Centro,Universidad,28015,439723,4475438,40.42739911262292,-3.710589286287491,/contenido/actividades/ProgramacionDestacadaAgendaCultura
11638044,Aula Deportiva Municipal de Escalada,Aula Deportiva Municipal de Escalada,Más información disponible en la liga,1,L,2025-10-01T00:00:00Z,2026-05-29T23:59:00Z,10:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bc03e53180cf710VgnVCM1000001d4a900aRCRD,Instalación Deportiva Municipal Rocódromo 'Roc 30',AVENIDA,MANZANARES,108,Carabanchel,San Isidro,28019,439001,4472322,40.39927267070148,-3.718824070151145,/contenido/actividades/ActividadesDeportivas
,,,,,X,,,,,,,,,,,,,,,,
11638265,Aula Deportiva Municipal de Esgrima,Aula Deportiva Municipal de Esgrima,Más información disponible en la liga,1,M,2025-10-01T00:00:00Z,2026-05-29T23:59:00Z,10:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=302ab2b0ea0cf710VgnVCM1000001d4a900aRCRD,Centro Deportivo Municipal Vallehermoso,AVENIDA,FILIPINAS,7,Chamberí,Vallehermoso,28003,439867,4476908,40.44064843863945,-3.709053489027435,/contenido/actividades/ActividadesDeportivas
,,,,,J,,,,,,,,,,,,,,,,
50078347,Bailando Villa,Actividades en el Centro Cultural Valdebernardo,"Bailando Villa es un espectáculo de danza contemporánea que rinde homenaje a Heitor Villa-Lobos, fusionando su música con la espiritualidad de la Umbanda para reflejar el alma de Brasil.  A través del movimiento, se celebra la diversidad cultural nacida de tradiciones africanas, indígenas y europeas. Con dirección de Nicole Vanoni y coreografía de Rosa Antuña, invita a un viaje profundo por la identidad cultural y espiritual brasileña.",1,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=993fd6ba6d3a9910VgnVCM200000f921e388RCRD,Centro Cultural Valdebernardo (Vicálvaro),BULEVAR,INDALECIO PRIETO,21,Vicálvaro,Valdebernardo,28032,447278,4472321,40.399832138328044,-3.6212720265227873,/contenido/actividades/DanzaBaile
50076603,Baile social Forró,,Más información disponible en la liga,1,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,12:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a393e1b42b99910VgnVCM100000891ecb1aRCRD,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),PASEO,FERNÁN NÚÑEZ,24,Retiro,Jerónimos,28009,442345,4474221,40.4166091081099,-3.6795930368034804,/contenido/actividades/Musica
50053368,Baldo Martínez,JAZZMADRID 25,"Sucede cada año y la presente edición de JAZZMADRID no iba a revelarse diferente. Esta cita, que se celebra desde 2014, sigue firme en su empeño en seguir siendo uno de los centros neurálgicos del jazz en Europa. Su presencia entre nosotros es un fenómeno que la gran afición aguarda expectante cada vez que llega el otoño, y su centro de gravedad permanente sigue estando asociado a la solera cultural de los enclaves municipales donde todo acontece: Teatro Fernán Gómez, CentroCentro y Conteporánea Condeduque. E, igualmente, en aquellas otras escenas donde tienen lugar los conciertos de la enseña Villanos del Jazz, que, por quinto año consecutivo, forman parte de la programación oficial del festival: Teatros Pavón, Albéniz, Barceló y Fernán Gómez, Sala Villanos y diferentes auditorios de hasta cuatro localidades de la Comunidad de Madrid. La muestra se desarrollará a lo largo de los meses de septiembre, octubre y noviembre, abriendo ante los ojos y oídos de la afición un vistoso muestrario jazzístico. En el programa se prestará mucha atención, por una parte, a la defensa de la más estricta ortodoxia histórica del género, y, por otra, estará muy presente también la vigilancia de la reivindicación de su libertad como esencia de la condición creadora que tiene esta música para experimentar. La idea sigue rastreando el mejor modo de mostrar todas las tendencias y coloraciones imaginables, renovadoras y también tradicionales del jazz, pues solo con el compendio de ambas es posible mantener activa la memoria, el reto fundamental de cualquiera de nuestras sociedades, ocupadas demasiadas veces en la ilusión del presente, aunque éste ya sea historia cuando se empieza a ser consciente del paso del tiempo. Luis Martín, director artístico Baldo Martínez 14.11.2025 19.00 h  Las propuestas más renovadoras siguen contando con espacio propio en JAZZMADRID a través de varios conciertos. Uno de ellos, el de este cuarteto del contrabajista Baldo Martínez. En este espacio virtual que sirve a este festival para informarles acerca de los artistas que vienen a la programación, se ha dicho ya alguna vez de Baldo que es como un Dave Holland gallego que cada día se parece más a Barry Guy. Hoy hay que volver a repetirlo. En esta aventura con su Cuarteto Edición Especial, un proyecto que nació hace un par de años, convoca a tres torres de alta tensión del jazz contemporáneo. De un lado, sus admirados Román Filiú en saxos, y Chema Sáiz en guitarra; en el otro, el baterista y percusionista Pier Bruera. Los primeros siguen fieles a su filosofía rupturista, ecléctica, de esquiva clasificación, mantenido muy alto el pabellón de la creatividad y la competencia. El argentino Pier Bruera, por su parte, es otro de esos alumnos aventajados a los que ya nos tiene acostumbrados a ver el Centro Superior de Música Musikene. Su estilo se pasea por la música improvisada y el jazz y hace oportunas paradas en un territorio de influencias musicales muy amplias. Gente, en fin, que, cuando decide unir sus destinos, consigue pleno de diez aludiendo a esta Edición Especial en su nombre, porque lo suyo es un enérgico fogonazo de música libre, realmente diferente y, en efecto, muy especial. Jazz polícromo e impredecible, con un fluido diálogo a cuatro bandas alentado por el imparable motor de la improvisación. Un ejemplo soberbio de individualidad expresiva, solo replicada por la improvisación colectiva. Baldo sigue rebuscando raíces para su música en esas fuentes folclóricas que caracterizan su estilo desde la publicación de aquel disco en 1996, No país dos ananos. Edición Especial es la prolongación de ese universo sonoro, que, como ya sucedió hace algunos años con la convocatoria en JAZZMADRID del Cuarteto Europa, sigue replicando la hegemonía de la escena creativa escandinava. Música del mañana que, como todo lo que hace esta gente, individualmente y en conjunto, sigue disponiendo de una rabiosa contemporaneidad.",0,,2025-11-14T00:00:00Z,2025-11-14T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d81c31298bc39910VgnVCM200000f921e388RCRD,CentroCentro,PLAZA,CIBELES,1,Retiro,Jerónimos,28014,441277,4474496,40.41902261618159,-3.692188193693138,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50057823,Baleazaleak,Baleazaleak,Más información disponible en la liga,0,L,2025-11-08T00:00:00Z,2025-11-09T23:59:00Z,12:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de66e61294759910VgnVCM200000f921e388RCRD,Teatro Municipal de Títeres. Parque de El Retiro,AVENIDA,MÉXICO,4,Retiro,Jerónimos,28009,441748,4474466,40.41878362561595,-3.6866519471003647,/contenido/actividades/CuentacuentosTiteresMarionetas
,,,,,M,,,,,,,,,,,,,,,,
,,,,,X,,,,,,,,,,,,,,,,
,,,,,J,,,,,,,,,,,,,,,,
,,,,,V,,,,,,,,,,,,,,,,
,,,,,S,,,,,,,,,,,,,,,,
,,,,,D,,,,,,,,,,,,,,,,
12810248,Ballet Ara de Madrid,Actividades en el Auditorio Paco de Lucía,XXXI Semana Cultural del Centro Cultural Castellano-Manchego de Latina.   Clausura de la Semana Cultural con la actuación del 'Ballet Ara de Madrid'.    Bajo la dirección de Carmina Villar.,1,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,18:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c0c59e5cf0a7910VgnVCM2000001f4a900aRCRD,Auditorio y sala de exposiciones Paco de Lucía (Latina),AVENIDA,LAS AGUILAS,2,Latina,Las Águilas,28044,435135,4470763,40.38493929920335,-3.7641963952601154,/contenido/actividades/DanzaBaile
50071175,Ballet Folclórico Imágenes del Perú,Actividades en el centro cultural La Elipa,"Danzando por la Hispanidad  Este espectáculo nos invita a viajarimaginariamente por los países hispanos, celebrando la explosión de color, música y danza folclórica que caracteriza a cada rincón de la América mestiza.  60 minutos",1,,2025-10-11T00:00:00Z,2025-10-11T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c98d897bfe599910VgnVCM200000f921e388RCRD,Centro Cultural la Elipa (Ciudad Lineal),CALLE,SANTA FELICIDAD,39,Ciudad Lineal,Ventas,28017,444825,4475074,40.42446957496409,-3.6504201407465917,/contenido/actividades/DanzaBaile
12817555,Baro d'evel,Baro d'evel,Más información disponible en la liga,0,V,2025-12-05T00:00:00Z,2025-12-07T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=337bf2a97cac7910VgnVCM1000001d4a900aRCRD,Centro Danza Matadero - CDM,PASEO,CHOPERA,14,Arganzuela,La Chopera,28045,440828,4471551,40.39245798191536,-3.6972067902718897,/contenido/actividades/DanzaBaile
,,,,,S,,,,,,,,,,,,,,,,
,,,,,D,,,,,,,,,,,,,,,,
12118499,Barranco de la Zorra,Itinerarios interpretativos y rutas de senderismo,"Recorrido circular por la zona oeste del Parque, de aproximadamente 8 km . Itinerario en el que recorremos una zona poco transitada y desconocida del Parque y que nos muestra vestigios históricos y además, nos ofrece un relieve único dentro de la Casa de Campo con vegetación de ribera.  Edad recomendada: a partir de 12 años.  Duración estimada: de 10:0 a 14:00 horas.",1,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,10:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a51b7ae2130fa810VgnVCM2000001f4a900aRCRD,Centro de Información y Educación Ambiental de Casa de Campo,PARQUE,CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO),,Moncloa-Aravaca,Casa de Campo,28011,437990,4474399,40.41789950036311,-3.7309390858931137,/contenido/actividades/otras
50017088,Bellezas son cosas encendidas por dentro - Arganzuela,,Más información disponible en la liga,1,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,20:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9e851ff37468910VgnVCM200000f921e388RCRD,Nave de Terneras del Centro Cultural Casa del Reloj,PASEO,CHOPERA,10,Arganzuela,La Chopera,28045,440676,4471620,40.39307289237465,-3.699005654074825,/contenido/actividades/1ciudad21distritos
50045657,Bérénice,,"Adaptación cinematográfica de la obra homónima de Jean Racine, utilizando sombras chinas, sobre un emperador romano que se pliega a la voluntad popular y rechaza casarse con la reina palestina a la que ama.  Lugar: Sala Azcona   Más información",0,,2025-10-30T00:00:00Z,2025-10-30T23:59:00Z,20:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=35af0a51e1e29910VgnVCM200000f921e388RCRD,Cineteca Madrid,PLAZA,LEGAZPI,8,Arganzuela,La Chopera,28045,440946,4471422,40.39130985242181,-3.6958028442054074,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50017095,BIO·ME - Moratalaz,,Más información disponible en la liga,1,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b14951ff37468910VgnVCM200000f921e388RCRD,Centro Cultural el Torito (Moratalaz),AVENIDA,MORATALAZ,130,Moratalaz,Vinateros,28030,445141,4473033,40.40610655994401,-3.646521482592748,/contenido/actividades/DanzaBaile
50067190,Bitácoras de viajero,Actividades en el Centro Cultural Miguel de Cervantes,"Teatro/ Narración a cargo de Edwin Gómez.    Recomendada a partir de 18 años.  Edwin Gomez, narrador oral colombiano presenta este espectáculo de narración oral, compartiendo relatos y experiencias que se han ido guardando en un pequeño baúl viajero, en donde la realidad y la fantasía se mezclan para reflexionar con poética y humor sobre nuestra condición humana, sobre la identidad y el desarraigo, la pobreza y la riqueza, la humildad y la avaricia. Todo desde la voz de un viajero que ha buscado comprender el mundo y sus paradojas a través de la sabiduría que guardan los cuentos",1,,2025-10-19T00:00:00Z,2025-10-19T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=591362148df79910VgnVCM100000891ecb1aRCRD,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),CALLE,ALIAGA,5,San Blas-Canillejas,Canillejas,28022,448148,4476402,40.4366557020283,-3.6113517282299217,/contenido/actividades/TeatroPerformance
50062207,Black dog,Ciclo Los sábados de cine. Otoño 2025,"De Guan Hu.   Con Ediie Peng, Tong Liya, Jia Zhangke. China 2024. 110?.   No recomendada para menores de 13 años",1,,2025-11-15T00:00:00Z,2025-11-15T23:59:00Z,19:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1f7484cd4169910VgnVCM200000f921e388RCRD,Centro Cultural Buero Vallejo (San Blas - Canillejas),CALLE,BOLTAÑA,27,San Blas-Canillejas,Canillejas,28022,448023,4477305,40.44477474902185,-3.6129105844633775,/contenido/actividades/CineActividadesAudiovisuales
12808477,Boira,Navidiez 25 | 26,"No queda nada para el cumpleaños de Luz.   A Luz, que está triste, algo nublada, le han preparado una fiesta sorpresa de cumpleaños. Emocionante espectáculo multidisciplinar para toda la familia, lleno de imágenes y música, sobre la tristeza y los recursos que necesita la infancia para afrontar sus estados de ánimo.",0,,2025-12-27T00:00:00Z,2025-12-28T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cffb52a730d87910VgnVCM1000001d4a900aRCRD,Nave 10 Matadero. Creación Dramática Contemporánea,PASEO,CHOPERA,14,Arganzuela,La Chopera,28045,440828,4471551,40.39245798191536,-3.6972067902718897,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50053731,"Branco Sai, Preto Fica / As Figuras Gravadas Na Faca Com a Seiva Das Bananeiras",Retrospectiva  Adirley Queirós y Joana Pimenta,"Programa:   As Figuras Gravadas Na Faca Com a Seiva Das Bananeiras  (Joana Pimenta, Portugal-EEUU, 2014, 17') La rápida rotación de una luz dibuja un círculo. En el espacio delimitado por su línea se revela un archivo de postales enviadas entre la isla de Madeira y la ex colonia portuguesa de Mozambique. As figuras gravadas na faca com a seiva das bananeiras circula entre un recuerdo colonial inventado y la ciencia ficción.   Branco Sai, Preto Fica  (Adirley Queirós, Brasil, 2015, 95') Brasil, años ochenta: el blanco afuera, el negro adentro. Consigna brutalmente sencilla impartida por la fuerza policial del Distrito Federal al reprimir ?palos, escudos y caballos mediante? los bailes organizados en los suburbios negros de Brasilia. Un Brasil distinto pero similar, hoy: un puñado de hombres dañados de por vida por la brutalidad policial de aquellos días (uno está en silla de ruedas por culpa de una bala, otro perdió una pierna luego de que la policía montada le pasase por encima) recuerdan las noches en las que sus vidas cambiaron a través de emisiones radiales clandestinas en la profundidad de la noche.   Con la presencia de Joana Pimenta y Adirley Queirós",0,,2025-10-29T00:00:00Z,2025-10-29T23:59:00Z,19:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e67716e748d39910VgnVCM200000f921e388RCRD,Cineteca Madrid,PLAZA,LEGAZPI,8,Arganzuela,La Chopera,28045,440946,4471422,40.39130985242181,-3.6958028442054074,/contenido/actividades/ProgramacionDestacadaAgendaCultura
50012728,Buda salta el muro,Buda salta el muro,Más información disponible en la liga,0,L,2025-10-24T00:00:00Z,2025-10-26T23:59:00Z,20:30,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=501100a463b38910VgnVCM200000f921e388RCRD,Cineteca Madrid,PLAZA,LEGAZPI,8,Arganzuela,La Chopera,28045,440946,4471422,40.39130985242181,-3.6958028442054074,/contenido/actividades/ProgramacionDestacadaAgendaCultura
,,,,,M,,,,,,,,,,,,,,,,
,,,,,X,,,,,,,,,,,,,,,,
,,,,,J,,,,,,,,,,,,,,,,
,,,,,V,,,,,,,,,,,,,,,,
,,,,,S,,,,,,,,,,,,,,,,
,,,,,D,,,,,,,,,,,,,,,,
50068483,Buscando puntos de vista,Actividades en el Centro de Educación Ambiental y Cultural Maris Stella,"Marta Gómez-Pintado. De 11 a 12:30 horas.  Categoría: Taller de pintura.   Lugar: Sala de talleres del Centro de Educación Ambiental y Cultural Maris Stella.  Edad: A partir de 8 años (menores acompañados con un adulto). Imprescindible reserva previa.  Sinopsis: Cada alumno pintará un paisaje del entorno a partir del estudio de distintos puntos de vista, aplicando criterios de perspectiva e imagen.",1,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,11:00,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22999d2322589910VgnVCM200000f921e388RCRD,Centro de Educación Ambiental y Cultural Maris Stella (Usera),CALLE,DOCTOR TOLOSA LATOUR,16,Usera,Pradolongo,28026,440301,4469524,40.374166248648216,-3.7032220308808577,/contenido/actividades/CursosTalleres
12728551,Calle 30,Actividades en el Centro Cultural José Luis Sampedro,"Calle 30, por Isabel Ramírez Lucendo.",1,L,2025-10-01T00:00:00Z,2025-10-31T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd06dbd50a8b5910VgnVCM1000001d4a900aRCRD,Centro Cultural José Luis Sampedro (Latina),CALLE,CASTROSERNA,4,Latina,Lucero,28047,436432,4472601,40.40159394334669,-3.749110841406562,/contenido/actividades/Exposiciones
,,,,,M,,,,,,,,,,,,,,,,
,,,,,X,,,,,,,,,,,,,,,,
,,,,,J,,,,,,,,,,,,,,,,
,,,,,V,,,,,,,,,,,,,,,,
,,,,,S,,,,,,,,,,,,,,,,
50065356,Campamento día no lectivo en Salamanca,Jornada cultural y de ocio infantil. Día de la movilidad,Más información disponible en la liga,1,,2025-10-13T00:00:00Z,2025-10-13T23:59:00Z,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3344c92601679910VgnVCM200000f921e388RCRD,Colegio Público Reina Victoria,CALLE,PRINCIPE DE VERGARA,61,Salamanca,Castellana,28006,442462,4476303,40.43350060791133,-3.679668747386544,/contenido/actividades/Campamentos
