ID,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,COORD_GIS_X,COORD_GIS_Y,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX
326328,112,Opañel,11,Carabanchel,438056.52,4471148.56,40.38863121,-3.72982704,PLAZA,GANDARA DE ORO,3,28019,"PZ GÁNDARA DE ORO, 000003"
326347,115,Puerta Bonita,11,Carabanchel,437105.11,4470279.51,40.38073113,-3.74095001,PLAZA,CARABANCHEL,4,28025,"PZ CARABANCHEL, 000004"
326399,117,Abrantes,11,Carabanchel,438619.09,4470439.82,40.38228818,-3.72313097,CALLE,VIA LUSITANA,3A,28025,"VÍA LUSITANA, 000003  A"
296113,182,Santa Eugenia,18,Villa de Vallecas,448328.59,4470838.02,40.38653414,-3.60878195,AVENIDA,SANTA EUGENIA,1,28031,"AVDA SANTA EUGENIA, 000001"
296115,182,Santa Eugenia,18,Villa de Vallecas,448326.19,4470835.71,40.38651318,-3.60881004,AVENIDA,SANTA EUGENIA,2,28031,"AVDA SANTA EUGENIA, 000002"
296197,131,Entrevías,13,Puente de Vallecas,442978.51,4469803.46,40.37686521,-3.67171901,RONDA,SUR,6,28053,"RDA SUR, 000006"
296199,131,Entrevías,13,Puente de Vallecas,442978.5,4469801.46,40.3768472,-3.67171894,RONDA,SUR,6,28053,"RDA SUR, 000006"
296201,131,Entrevías,13,Puente de Vallecas,442978.49,4469800.46,40.37683819,-3.67171897,RONDA,SUR,6,28053,"RDA SUR, 000006"
296218,133,Palomeras Bajas,13,Puente de Vallecas,444466.74,4470015.2,40.3788732,-3.65420705,CALLE,TRISTANA,10,28018,"TRISTANA, 000010"
430108,71,Gaztambide,7,Chamberí,439145.71,4476073.68,40.4330792,-3.71746605,CALLE,MELENDEZ VALDES,69,28015,
430558,74,Almagro,7,Chamberí,441009.34,4476013.93,40.43267521,-3.69549005,PASEO,EDUARDO DATO,2B,28010,
430766,75,Ríos Rosas,7,Chamberí,441162.55,4476954.39,40.44115816,-3.69377094,PLAZA,SAN JUAN DE LA CRUZ,3,28003,
430583,62,Cuatro Caminos,6,Tetuán,440387.63,4478237.43,40.45266114,-3.70302804,CALLE,BRAVO MURILLO,162,28020,
430857,11,Palacio,1,Centro,439604.5,4473827.29,40.41287616,-3.711844,COSTANILLA,SAN ANDRES,10,28005,
431099,14,Justicia,1,Centro,440917.61,4475073.42,40.42419615,-3.69648405,CALLE,BELEN,7,28004,
431314,61,Bellas Vistas,6,Tetuán,439684.73,4478175.02,40.45204821,-3.71131104,AVENIDA,PABLO IGLESIAS,64,28039,
431435,72,Arapiles,7,Chamberí,440005.62,4475782.45,40.43051815,-3.70730105,PLAZA,CONDE DEL VALLE DE SUCHIL,6,28015,
431706,64,Almenara,6,Tetuán,441348.1,4479756.09,40.4664102,-3.69184203,CALLE,CONDE DEL SERRALLO,4,28029,
432004,74,Almagro,7,Chamberí,441060.56,4476227.43,40.43460215,-3.69490602,CALLE,FERNANDEZ DE LA HOZ,27,28010,
432176,66,Berruguete,6,Tetuán,440471.56,4478980.4,40.45936013,-3.70210796,CALLE,HIERBABUENA,2,28039,
432419,14,Justicia,1,Centro,440670.59,4474732.474,40.42110717,-3.69936399,PLAZA,PEDRO ZEROLO,6,28004,
326594,117,Abrantes,11,Carabanchel,437654.63,4469852.44,40.37692518,-3.73443497,CALLE,CAMINO VIEJO DE LEGANES,188,28025,"CAMINO VIEJO DE LEGANÉS, 000188"
326596,117,Abrantes,11,Carabanchel,437653.95,4469853,40.37693017,-3.73444304,CALLE,CAMINO VIEJO DE LEGANES,188,28025,"CAMINO VIEJO DE LEGANÉS, 000188"
326616,116,Buenavista,11,Carabanchel,435604.11,4469343.8,40.37218721,-3.75853695,CALLE,JOAQUIN TURINA,62,28044,"JOAQUÍN TURINA, 000062"
431064,76,Vallehermoso,7,Chamberí,439575.63,4477538.49,40.44630617,-3.71253702,AVENIDA,REINA VICTORIA,56,28003,
431159,12,Embajadores,1,Centro,440398.55,4472997.49,40.40545816,-3.70240798,GLORIETA,EMBAJADORES,1,28012,
431324,72,Arapiles,7,Chamberí,439865.49,4475888.37,40.4314622,-3.708963,CALLE,VALLEHERMOSO,15,28015,
431688,16,Sol,1,Centro,440074.57,4474050.42,40.4149202,-3.706325,PLAZA,PROVINCIA,4,28012,
431996,76,Vallehermoso,7,Chamberí,439577.58,4477538.47,40.44630613,-3.71251402,AVENIDA,REINA VICTORIA,56,28003,
432027,74,Almagro,7,Chamberí,441353.6,4475661.44,40.42952416,-3.69139904,CALLE,ZURBARAN,21,28010,
432357,64,Almenara,6,Tetuán,441440.63,4479867.92,40.46742414,-3.69076096,CALLE,SAN AQUILINO,2,28029,
326401,117,Abrantes,11,Carabanchel,438618.58,4470439.38,40.38228418,-3.72313694,CALLE,VIA LUSITANA,3A,28025,"VÍA LUSITANA, 000003  A"
326595,117,Abrantes,11,Carabanchel,437655.98,4469851.21,40.3769142,-3.73441895,CALLE,CAMINO VIEJO DE LEGANES,188,28025,"CAMINO VIEJO DE LEGANÉS, 000188"
326615,116,Buenavista,11,Carabanchel,435602.58,4469344.14,40.37219016,-3.75855501,CALLE,JOAQUIN TURINA,62,28044,"JOAQUÍN TURINA, 000062"
327197,117,Abrantes,11,Carabanchel,438841.43,4470577.98,40.38354914,-3.72052504,CALLE,VIA LUSITANA,1,28025,"VÍA LUSITANA, 000001"
327199,117,Abrantes,11,Carabanchel,438843.72,4470577.41,40.38354418,-3.720498,CALLE,VIA LUSITANA,1,28025,"VÍA LUSITANA, 000001"
327198,117,Abrantes,11,Carabanchel,438842.2,4470577.87,40.38354821,-3.72051595,CALLE,VIA LUSITANA,1,28025,"VÍA LUSITANA, 000001"
327323,114,Vista Alegre,11,Carabanchel,437205.65,4470911.52,40.38643214,-3.73982796,CALLE,CASTROJERIZ,18,28025,"CASTROJERIZ, 000018"
327362,115,Puerta Bonita,11,Carabanchel,437119.73,4470595.54,40.38357918,-3.74080898,CALLE,BLASON,34,28025,"BLASÓN, 000034"
327364,115,Puerta Bonita,11,Carabanchel,437120.67,4470596.2,40.38358519,-3.74079797,CALLE,GENERAL RICARDOS,179B,28025,"GENERAL RICARDOS, 000179  B"
327507,115,Puerta Bonita,11,Carabanchel,436771.79,4470275.21,40.38066717,-3.74487604,CALLE,EUGENIA DE MONTIJO,53,28025,"EUGENIA DE MONTIJO, 000053"
327583,112,Opañel,11,Carabanchel,439041.55,4470770.62,40.3852992,-3.71818598,AVENIDA,OPORTO,2,28019,"AVDA OPORTO, 000002"
327931,115,Puerta Bonita,11,Carabanchel,437135.1,4469825.47,40.37664319,-3.74055195,CALLE,NUESTRA SEÑORA DE LA ANTIGUA,52C,28025,"NUESTRA SEÑORA DE LA ANTIGUA, 000052  C"
329119,174,Los Rosales,17,Villaverde,441169.93,4467897.46,40.35956918,-3.69284696,CALLE,TERTULIA,17,28041,"TERTULIA, 000017"
329121,174,Los Rosales,17,Villaverde,441170.08,4467895.9,40.35955513,-3.69284505,CALLE,TERTULIA,17,28041,"TERTULIA, 000017"
329123,174,Los Rosales,17,Villaverde,441169.93,4467898.24,40.3595762,-3.69284703,CALLE,TERTULIA,17,28041,"TERTULIA, 000017"
330973,175,Los Ángeles,17,Villaverde,440842.44,4466694.51,40.34870913,-3.69659204,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
327324,114,Vista Alegre,11,Carabanchel,437204.877,4470910.752,40.38642517,-3.73983699,CALLE,CASTROJERIZ,18,28025,"CASTROJERIZ, 000018"
327363,115,Puerta Bonita,11,Carabanchel,437120.16,4470595.87,40.38358218,-3.74080395,CALLE,GENERAL RICARDOS,179B,28025,"GENERAL RICARDOS, 000179  B"
327372,114,Vista Alegre,11,Carabanchel,436634.51,4470475.07,40.38245717,-3.74651304,CALLE,MONSEÑOR OSCAR ROMERO,41,28025,"MONSEÑOR ÓSCAR ROMERO, 000041"
327582,112,Opañel,11,Carabanchel,439041.63,4470769.62,40.3852902,-3.71818494,AVENIDA,OPORTO,2,28019,"AVDA OPORTO, 000002"
327930,115,Puerta Bonita,11,Carabanchel,437134.16,4469825.36,40.37664213,-3.74056301,CALLE,NUESTRA SEÑORA DE LA ANTIGUA,52C,28025,"NUESTRA SEÑORA DE LA ANTIGUA, 000052  C"
327932,115,Puerta Bonita,11,Carabanchel,437135.95,4469825.46,40.37664317,-3.74054194,CALLE,NUESTRA SEÑORA DE LA ANTIGUA,52C,28025,"NUESTRA SEÑORA DE LA ANTIGUA, 000052  C"
329120,174,Los Rosales,17,Villaverde,441170,4467896.57,40.35956116,-3.69284605,CALLE,TERTULIA,17,28041,"TERTULIA, 000017"
329122,174,Los Rosales,17,Villaverde,441170.08,4467894.79,40.35954513,-3.69284494,CALLE,TERTULIA,17,28041,"TERTULIA, 000017"
330972,175,Los Ángeles,17,Villaverde,440840.75,4466694.75,40.34871117,-3.69661196,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
330974,175,Los Ángeles,17,Villaverde,440844.4,4466694.39,40.34870819,-3.69656895,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
330976,175,Los Ángeles,17,Villaverde,440840.07,4466694.98,40.3487132,-3.69661999,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
330975,175,Los Ángeles,17,Villaverde,440841.6,4466694.63,40.34871015,-3.69660194,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
330977,175,Los Ángeles,17,Villaverde,440928.79,4466680.63,40.34859021,-3.69557404,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330980,175,Los Ángeles,17,Villaverde,440931.17,4466680.27,40.34858714,-3.69554598,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330982,175,Los Ángeles,17,Villaverde,440930.41,4466680.39,40.34858816,-3.69555494,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330984,175,Los Ángeles,17,Villaverde,440932.78,4466680.04,40.34858518,-3.695527,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330986,175,Los Ángeles,17,Villaverde,440934.39,4466679.8,40.34858313,-3.69550802,CALLE,PIMIENTA,18,28021,"CALLE DE LA PIMIENTA 18, 28021 Madrid"
334544,172,San Cristóbal,17,Villaverde,441277.5,4466015.41,40.34262213,-3.69140701,PLAZA,PINAZO,9,28021,"PZ PINAZO, 000009"
334702,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,438926.08,4466632.81,40.34801521,-3.71915,PASEO,PLATA Y CASTANAR,5,28021,"Paseo Plata y Castanar, 5, 28021 Madrid, Spain"
334704,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,438929.64,4466631.44,40.34800313,-3.71910795,PASEO,PLATA Y CASTANAR,5,28021,"Paseo Plata y Castanar, 5, 28021 Madrid, Spain"
335002,173,Butarque,17,Villaverde,442434.63,4467127.94,40.35272513,-3.67788404,AVENIDA,LOS ROSALES,129,28021,"AVDA LOS ROSALES, 000129"
336000,175,Los Ángeles,17,Villaverde,440950.12,4466908.8,40.35064721,-3.695344,CALLE,VIOLETAS,1,28021,"ALCOCER, 000003"
330978,175,Los Ángeles,17,Villaverde,440843.38,4466694.51,40.3487092,-3.69658097,CALLE,ROMERAL,11,28021,"ROMERAL, 000011"
330981,175,Los Ángeles,17,Villaverde,440929.47,4466680.51,40.34858918,-3.69556602,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330983,175,Los Ángeles,17,Villaverde,440932.02,4466680.16,40.34858621,-3.69553596,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
330985,175,Los Ángeles,17,Villaverde,440933.54,4466679.92,40.34858415,-3.69551804,CALLE,PIMIENTA,18,28021,"PIMIENTA, 000018"
334078,175,Los Ángeles,17,Villaverde,440950.2,4466908.24,40.35064217,-3.69534301,CALLE,VIOLETAS,1,28021,"ALCOCER, 000003"
334558,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439816.49,4466493.53,40.3468252,-3.70865299,PLAZA,AGATA,11,28021,"PZ ÁGATA, 000011"
334703,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,438949.62,4466623.96,40.3479372,-3.71887199,PASEO,PLATA Y CASTANAR,5,28021,"Paseo Plata y Castanar, 5, 28021 Madrid, Spain"
334768,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439663.32,4466425.15,40.34619814,-3.71044995,PASEO,ALBERTO PALACIOS,11,28021,"PASEO ALBERTO PALACIOS, 000011"
335003,173,Butarque,17,Villaverde,442443.49,4467164.51,40.35305519,-3.67778301,AVENIDA,LOS ROSALES,121,28021,"AVDA LOS ROSALES, 000121"
339856,174,Los Rosales,17,Villaverde,441171.5,4468271.42,40.36293813,-3.69286296,CALLE,TERTULIA,1,28041,"TERTULIA, 000001"
339971,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439625.31,4466420.02,40.34614917,-3.71089699,PASEO,ALBERTO PALACIOS,15,28021,"PASEO ALBERTO PALACIOS, 000015"
340029,174,Los Rosales,17,Villaverde,441471.65,4467899.65,40.35961014,-3.68929402,AVENIDA,OROVILLA,51,28041,"AVDA OROVILLA, 000051"
340049,173,Butarque,17,Villaverde,442650.39,4466332.5,40.34557417,-3.67527197,CALLE,ESTEFANITA,7,28021,"ESTEFANITA, 000007"
340067,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440693.26,4465041.16,40.33380417,-3.69819497,CALLE,PRINCIPAL,1,28021,"PRINCIPAL, 000001"
340069,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440695.04,4465041.15,40.33380421,-3.69817401,CALLE,PRINCIPAL,1,28021,"PRINCIPAL, 000001"
340192,174,Los Rosales,17,Villaverde,441296.47,4467574.11,40.35666517,-3.69132703,CALLE,CIUDADANIA,5,28041,"CIUDADANÍA, 000005"
340294,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440086.5,4466857.46,40.35012313,-3.70550804,CALLE,ALCOCER,45B,28021,"CALLE DE ALCOCER 45B, 28021 Madrid"
340296,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440081.73,4466854.95,40.35010018,-3.70556397,CALLE,ALCOCER,45A,28021,"ALCOCER, 000045  A"
340298,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440082.5,4466855.5,40.35010519,-3.70555496,CALLE,ALCOCER,45A,28021,"ALCOCER, 000045  A"
340400,174,Los Rosales,17,Villaverde,441724.45,4467407.49,40.35519417,-3.68627202,CALLE,MARIA BARRIENTOS,2,28021,"MARÍA BARRIENTOS, 000002"
340403,174,Los Rosales,17,Villaverde,441725.47,4467407.26,40.35519217,-3.68625998,CALLE,MARIA BARRIENTOS,2,28021,"MARÍA BARRIENTOS, 000002"
340428,174,Los Rosales,17,Villaverde,441729.43,4468005.88,40.36058517,-3.68626803,CALLE,CONSENSO,5,28041,"CONSENSO, 000005"
339970,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439626.25,4466420.23,40.34615113,-3.71088594,PASEO,ALBERTO PALACIOS,15,28021,"PASEO ALBERTO PALACIOS, 000015"
340028,174,Los Rosales,17,Villaverde,441471.57,4467900.54,40.35961815,-3.68929504,AVENIDA,OROVILLA,51,28041,"AVDA OROVILLA, 000051"
340047,173,Butarque,17,Villaverde,442650.88,4466330.83,40.34555916,-3.67526605,CALLE,ESTEFANITA,7,28021,"ESTEFANITA, 000007"
340050,173,Butarque,17,Villaverde,442650.64,4466331.61,40.34556617,-3.67526894,CALLE,ESTEFANITA,7,28021,"ESTEFANITA, 000007"
432656,12,Embajadores,1,Centro,440213.046,4473923.319,40.41378517,-3.70468099,CALLE,CONDE DE ROMANONES,3,28012,
432820,64,Almenara,6,Tetuán,440956.04,4480515.46,40.47322314,-3.69653701,CALLE,VIA LIMITE,12A,28029,
433247,64,Almenara,6,Tetuán,441439.77,4479866.93,40.46741516,-3.69077102,CALLE,SAN AQUILINO,2,28029,
433323,63,Castillejos,6,Tetuán,441145.62,4479278.46,40.4620932,-3.69418596,PLAZA,ANGEL CARBAJO,8,28020,
433390,64,Almenara,6,Tetuán,440670.57,4480468.43,40.47277914,-3.69990004,AVENIDA,ASTURIAS,70,28029,
433440,72,Arapiles,7,Chamberí,440171.67,4476010.91,40.43258818,-3.70536505,CALLE,MAGALLANES,1,28015,
434000,92,Argüelles,9,Moncloa-Aravaca,438673.598,4475792.457,40.43051116,-3.72300465,PASEO,PINTOR ROSALES,62,28008,
434083,15,Universidad,1,Centro,440426.2,4475045.68,40.42391121,-3.70227395,PLAZA,SAN ILDEFONSO,2,28004,
340430,174,Los Rosales,17,Villaverde,441729.28,4468008.21,40.36060615,-3.68627001,CALLE,CONSENSO,5,28041,"CONSENSO, 000005"
340432,172,San Cristóbal,17,Villaverde,441641.38,4466071.3,40.34315115,-3.68712803,CALLE,GODELLA,57,28021,"GODELLA, 000057"
340434,172,San Cristóbal,17,Villaverde,441641.48,4466073.08,40.34316719,-3.68712702,CALLE,GODELLA,57,28021,"GODELLA, 000057"
340607,174,Los Rosales,17,Villaverde,441732.76,4467547.74,40.35645821,-3.68618697,CARRETERA,VILLAVERDE A VALLECAS,38,28021,"CTRA VILLAVERDE A VALLECAS, 000038"
432616,72,Arapiles,7,Chamberí,440005.55,4475783.45,40.43052715,-3.70730197,PLAZA,CONDE DEL VALLE DE SUCHIL,6,28015,
432687,76,Vallehermoso,7,Chamberí,439930.44,4476931.87,40.44086719,-3.70829596,AVENIDA,FILIPINAS,32,28003,
433214,15,Universidad,1,Centro,440246.32,4475393.34,40.42703019,-3.70442695,PLAZA,DOS DE MAYO,3,28004,
433257,15,Universidad,1,Centro,439643.36,4475734.19,40.43005719,-3.711567,CALLE,ALBERTO AGUILERA,23,28015,
433376,64,Almenara,6,Tetuán,441347.84,4479754.76,40.46639821,-3.69184497,CALLE,CONDE DEL SERRALLO,4,28029,
433412,75,Ríos Rosas,7,Chamberí,440484.06,4477427.42,40.44537113,-3.70181498,CALLE,MAUDES,14,28003,
433771,75,Ríos Rosas,7,Chamberí,441021.56,4477026.43,40.44179714,-3.69543997,CALLE,RIOS ROSAS,57,28003,
434038,76,Vallehermoso,7,Chamberí,439101.08,4477574.08,40.44659215,-3.71813601,AVENIDA,MONCLOA,17,28003,
434280,75,Ríos Rosas,7,Chamberí,440958.36,4476648.51,40.43838818,-3.69615001,CALLE,JOSE ABASCAL,41,28003,
434631,75,Ríos Rosas,7,Chamberí,441385.26,4476628.73,40.43824019,-3.69111503,PASEO,CASTELLANA,53B,28046,
434753,72,Arapiles,7,Chamberí,440130.59,4475720.4,40.42996818,-3.70582198,GLORIETA,RUIZ JIMENEZ,3,28015,
435033,73,Trafalgar,7,Chamberí,440355.56,4475795.42,40.43066015,-3.70317696,CALLE,FUENCARRAL,123,28010,
435073,64,Almenara,6,Tetuán,441435.83,4479860.97,40.4673612,-3.69081694,CALLE,SAN AQUILINO,2,28029,
435780,64,Almenara,6,Tetuán,440855.92,4480043.36,40.46896316,-3.69767402,PLAZA,DONOSO,5,28029,
436572,16,Sol,1,Centro,440044.56,4474456.5,40.4185762,-3.70671697,PLAZA,SAN MARTIN,5,28013,
436613,76,Vallehermoso,7,Chamberí,440116.59,4477428.13,40.44535114,-3.70614796,CALLE,MARQUES DE LEMA,7,28003,
436981,76,Vallehermoso,7,Chamberí,440286.86,4477382.81,40.44495513,-3.70413601,CALLE,BRAVO MURILLO,85,28003,
340068,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440694.02,4465041.15,40.33380414,-3.69818602,CALLE,PRINCIPAL,1,28021,"PRINCIPAL, 000001"
340191,174,Los Rosales,17,Villaverde,441295.71,4467574.12,40.3566652,-3.69133598,CALLE,CIUDADANIA,5,28041,"CIUDADANÍA, 000005"
340293,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440084.2,4466856.37,40.35011315,-3.70553502,CALLE,ALCOCER,45B,28021,"ALCOCER, 000045  B"
340295,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440085.14,4466856.7,40.35011619,-3.70552399,CALLE,ALCOCER,45B,28021,"ALCOCER, 000045  B"
340297,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440083.35,4466855.94,40.35010921,-3.70554499,CALLE,ALCOCER,45B,28021,"ALCOCER, 000045  B"
340299,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,440088.47,4466857.48,40.35012345,-3.70548485,CALLE,ALCOCER,45,28041,
340402,174,Los Rosales,17,Villaverde,441723.43,4467407.5,40.35519419,-3.68628403,CALLE,MARIA BARRIENTOS,2,28021,"MARÍA BARRIENTOS, 000002"
340427,174,Los Rosales,17,Villaverde,441729.3,4468010.32,40.36062516,-3.68626997,CALLE,CONSENSO,5,28041,"CONSENSO, 000005"
340429,174,Los Rosales,17,Villaverde,441729.36,4468007.1,40.36059616,-3.68626897,CALLE,CONSENSO,5,28041,"CONSENSO, 000005"
340431,172,San Cristóbal,17,Villaverde,441641.29,4466070.41,40.34314312,-3.68712901,CALLE,GODELLA,57,28021,"GODELLA, 000057"
340433,172,San Cristóbal,17,Villaverde,441641.28,4466069.53,40.3431352,-3.68712905,CALLE,GODELLA,57,28021,"GODELLA, 000057"
340435,172,San Cristóbal,17,Villaverde,441641.48,4466072.19,40.34315917,-3.68712694,CALLE,GODELLA,57,28021,"GODELLA, 000057"
340608,174,Los Rosales,17,Villaverde,441733.27,4467548.18,40.35646221,-3.686181,CARRETERA,VILLAVERDE A VALLECAS,38,28021,"CTRA VILLAVERDE A VALLECAS, 000038"
340610,174,Los Rosales,17,Villaverde,441733.78,4467548.62,40.3564662,-3.68617504,CARRETERA,VILLAVERDE A VALLECAS,38,28021,"CTRA VILLAVERDE A VALLECAS, 000038"
434193,62,Cuatro Caminos,6,Tetuán,441030.6,4477873.46,40.4494282,-3.69541202,CALLE,ORENSE,15B,28020,
434598,65,Valdeacederas,6,Tetuán,440156.61,4480322.44,40.47142713,-3.70594894,CALLE,SINESIO DELGADO,34,28029,
434674,11,Palacio,1,Centro,439589.59,4473946.41,40.41394817,-3.71203103,CALLE,SEGOVIA,18,28005,
434993,12,Embajadores,1,Centro,439699.37,4473173.47,40.40699312,-3.71066395,GLORIETA,PUERTA DE TOLEDO,1,28005,
435068,76,Vallehermoso,7,Chamberí,439601.607,4476973.475,40.44121817,-3.71217699,CALLE,MELQUIADES ALVAREZ,8,28003,
435715,65,Valdeacederas,6,Tetuán,440407.61,4479394.42,40.46308521,-3.70290104,CALLE,MARQUES DE VIANA,56,28039,
436251,64,Almenara,6,Tetuán,440669.57,4480469.44,40.47278816,-3.69991193,AVENIDA,ASTURIAS,70,28029,
436588,74,Almagro,7,Chamberí,441266.6,4476293.42,40.43521119,-3.69248304,PASEO,GENERAL MARTINEZ CAMPOS,37,28010,
436619,11,Palacio,1,Centro,439692.57,4474259.4,40.41677519,-3.71084702,CALLE,SANTA CLARA,1,28013,
340609,174,Los Rosales,17,Villaverde,441731.82,4467546.63,40.35644814,-3.68619794,CARRETERA,VILLAVERDE A VALLECAS,38,28021,"CTRA VILLAVERDE A VALLECAS, 000038"
340611,174,Los Rosales,17,Villaverde,441732.24,4467547.18,40.35645312,-3.68619304,CARRETERA,VILLAVERDE A VALLECAS,38,28021,"CTRA VILLAVERDE A VALLECAS, 000038"
340686,174,Los Rosales,17,Villaverde,441446.82,4468211.22,40.3624152,-3.68961502,AVENIDA,OROVILLA,35,28041,"AVDA OROVILLA, 000035"
340688,174,Los Rosales,17,Villaverde,441448.26,4468209.98,40.36240413,-3.68959795,AVENIDA,OROVILLA,35,28041,"AVDA OROVILLA, 000035"
340691,174,Los Rosales,17,Villaverde,441514.61,4468116.45,40.36156621,-3.68880799,CALLE,UNANIMIDAD,13,28041,"UNANIMIDAD, 000013"
340777,174,Los Rosales,17,Villaverde,441186.35,4466969.22,40.3512082,-3.69256803,AVENIDA,ANDALUCIA,45,28021,"AVDA ANDALUCÍA, 000045"
340785,173,Butarque,17,Villaverde,442542.18,4466165.04,40.34405814,-3.67653095,CALLE,BERROCAL,46,28021,"BERROCAL, 000046"
340788,173,Butarque,17,Villaverde,442542.76,4466163.15,40.34404115,-3.67652395,CALLE,BERROCAL,46,28021,"BERROCAL, 000046"
340952,173,Butarque,17,Villaverde,442441.2,4467042.31,40.35195417,-3.67779896,AVENIDA,LOS ROSALES,131,28021,"AVDA LOS ROSALES, 000131"
340954,173,Butarque,17,Villaverde,442441.02,4467040.98,40.35194218,-3.67780095,AVENIDA,LOS ROSALES,131,28021,"AVDA LOS ROSALES, 000131"
341514,172,San Cristóbal,17,Villaverde,441391.49,4465885.32,40.34145821,-3.69005302,CALLE,ROCAFORT,9,28021,"ROCAFORT, 000009"
341879,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439701.5,4466801.49,40.34959118,-3.71003597,CALLE,VILLALONSO,16,28021,"VILLALONSO, 000016"
341881,171,"Villaverde Alto, Casco Histórico de Villaverde",17,Villaverde,439699.29,4466801.4,40.34959021,-3.71006199,CALLE,VILLALONSO,16,28021,"VILLALONSO, 000016"
342204,175,Los Ángeles,17,Villaverde,441041.14,4467555.13,40.35647617,-3.69433199,CALLE,LOS BOHEMIOS,1,28041,"LOS BOHEMIOS, 000001"
436998,76,Vallehermoso,7,Chamberí,439931.99,4476934.52,40.44089118,-3.70827794,AVENIDA,FILIPINAS,34,28003,
437493,12,Embajadores,1,Centro,440894.15,4473463.9,40.40969515,-3.69661102,CALLE,SANTA ISABEL,46,28012,
437588,74,Almagro,7,Chamberí,441085.61,4475594.5,40.4289022,-3.69455203,CALLE,ALMAGRO,7,28010,
437850,15,Universidad,1,Centro,440546.44,4474964.13,40.42318517,-3.700849,CALLE,FUENCARRAL,46,28004,28004
438224,74,Almagro,7,Chamberí,440825.89,4476467.28,40.43674616,-3.69769496,CALLE,GARCIA DE PAREDES,37,28010,28010
438437,64,Almenara,6,Tetuán,441437.97,4479863.95,40.46738819,-3.69079197,CALLE,SAN AQUILINO,2,28029,
438562,75,Ríos Rosas,7,Chamberí,441321.26,4477196.47,40.44335014,-3.69192203,PASEO,CASTELLANA,65,28046,
438861,92,Argüelles,9,Moncloa-Aravaca,438677.598,4475789.457,40.43048443,-3.72295721,PASEO,PINTOR ROSALES,62,28008,
438961,13,Cortes,1,Centro,440700.55,4474508.45,40.41909119,-3.69898996,CALLE,CABALLERO DE GRACIA,15,28013,
439397,14,Justicia,1,Centro,440670.582,4474731.475,40.42109817,-3.69936399,PLAZA,PEDRO ZEROLO,6,28004,
439644,76,Vallehermoso,7,Chamberí,439614.57,4477150.43,40.44281319,-3.71204097,PASEO,SAN FRANCISCO DE SALES,42,28003,
439966,92,Argüelles,9,Moncloa-Aravaca,438676.598,4475790.457,40.43049336,-3.72296909,PASEO,PINTOR ROSALES,62,28008,
440396,66,Berruguete,6,Tetuán,440470.62,4478979.41,40.45935115,-3.70211896,CALLE,HIERBABUENA,2,28039,
437411,75,Ríos Rosas,7,Chamberí,440734.96,4477517.35,40.44619918,-3.69886495,CALLE,RAIMUNDO FERNANDEZ VILLAVERDE,32,28003,
437531,12,Embajadores,1,Centro,440659.71,4473701.2,40.41181618,-3.69939603,CALLE,TORRECILLA DEL LEAL,1,28012,
437655,66,Berruguete,6,Tetuán,440503.31,4478804.54,40.45777819,-3.70171703,CALLE,NUESTRA SEÑORA DEL CARMEN,3,28039,
437886,14,Justicia,1,Centro,441293.82,4474916.5,40.42280917,-3.69203497,PASEO,RECOLETOS,25,28004,
438410,61,Bellas Vistas,6,Tetuán,439644.27,4478646.68,40.45629418,-3.71183299,CALLE,ALEJANDRO RODRIGUEZ,39,28039,
