NOMBRE,DESCRIPCION,HORARIO,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,ADDRESS,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
Museo de Bomberos de Madrid,,"Horario ordinario: Lunes, miércoles, jueves y viernes laborables a las 12:00 horas","El acceso se realizará mediante RESERVA en el que aparecerán las sesiones y plazas disponibles.    Unicamente se permiten las visitas guiadas    El personal del museo mostrará al visitante la exposición permanente, que cuenta con una interesante colección de vehículos y otros materiales que han formado parte de la Historia del Cuerpo de Bomberos de Madrid.      Actividades del Grupo Pedagógico con visitas de colegios    Se realizan visitas guiadas a colegios, demostraciones prácticas?y charlas de prevención    Sala polivalente     Puede ser utilizada para la organización de charlas, encuentros y otras actividades culturales.",Metro: L1- Buenos Aires  Bus: 141 y 143,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,BOADA,CALLE: BOADA. Número: 4,MADRID,MADRID,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444504,4471753,4.039.453.171.263.190,-36.539.313.207.612.200,Actualmente no disponible.,,museobomberosmadrid@madrid.es,/contenido/entidadesYorganismos/Museos
Museo de Calcografía Nacional,"La institución posee la más importante colección de láminas de grabado calcográfico de España. El número de matrices metálicas supera las ocho mil obras, abarcando un amplio periodo cronológico, desde el siglo XVI al XXI.",Consultar en la web.,,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE: ALCALA. Número: 13,MADRID,MADRID,28014,6,SOL,1,CENTRO,440558,4474350,404.176.555.144.213,-37.006.500.629.589.300,915 240 864,915 241 034,,/contenido/entidadesYorganismos/Museos
Museo de Cera,,"Horario de invierno: Lunes a domingo, de 11 a 19 horas. Horario de verano: Lunes a domingo, de 11 a 20 horas.",,Metro: Colón (línea 4),2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,RECOLETOS,PASEO: RECOLETOS. Número: 41,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,441350,4475102,4.042.448.764.583.990,-36.913.807.191.328.300,913 199 330,,info@museoceramadrid.com; reservas@museoceramadrid.com,/contenido/entidadesYorganismos/Museos
Museo de Escultura al Aire Libre de la Castellana,"El Museo de Escultura al Aire Libre de La Castellana, está situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente colección de escultura abstracta española.",Entrada libre. Espacio urbano abierto Abierto 24 horas al día los 365 días del año.,,"Transporte público más próximo   Metro: Rubén Darío (línea 5)  Bus: 5, 14, 27, 45, 150  BICIMAD: Estación 142 (Paseo de la Castellana n&amp;ordm;42)",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,CASTELLANA,PASEO: CASTELLANA. Número: 40,MADRID,MADRID,28046,6,CASTELLANA,4,SALAMANCA,441678,4476070,40.433.219.398.671.100,-36.876.122.680.805.900,915 885 921,,mmacmdifusion@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Museo de Historia de Madrid,Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el año 2014 se hace una profunda remodelación y reabre sus puertas con un montaje moderno y una puesta al día de sus colecciones.,"De martes a domingos de 10 a 20 horas.  Verano (Del 15 de junio al 15 de septiembre): de martes a domingos de 10 a 19 horas.  Cerrado: lunes y los días 1 y 6 de enero, 1 de mayo,  24, 25 y 31 de diciembre.   El desalojo de las salas se hará diez minutos antes del cierre.",Biblioteca de investigación Servicio de documentación Guardarropa Zona wifi  Tienda del museo. Contacto: tienda.museohistoria@palaciosymuseos.com Las reservas se realizarán a través de esta  plataforma,"Metro: Tribunal, Bilbao y Alonso Martínez.  Aparcamiento público: Barceló.","1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,FUENCARRAL,CALLE: FUENCARRAL. Número: 78,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,440550,4475251,4.042.577.054.821.340,-3.700.845.660.719.600,917 011 863,,smuseosm@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Museo de Historia de la Comunidad Judía de Madrid,,,Visitas: info@cjmadrid.org,Metro: Iglesia (línea 1),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,BALMES,CALLE: BALMES. Número: 3,MADRID,MADRID,28010,3,TRAFALGAR,7,CHAMBERI,440627,4476323,4.043.543.567.370.730,-37.000.203.622.984,915 913 131,,info@cjmadrid.org,/contenido/entidadesYorganismos/Museos
Museo de Mineralogía,,"De lunes a viernes, de 10:30 a 14:30 horas (concertar previamente).",,"Cercanías Renfe: Cantoblanco (líneas C4, C4a y C4b)",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,FRANCISCO TOMAS Y VALIENTE,CALLE: FRANCISCO TOMAS Y VALIENTE. Número: 7,MADRID,MADRID,28049,8,EL GOLOSO,8,FUENCARRAL-EL PARDO,441133,4488524,4.054.537.941.407.220,-36.951.833.197.962.500,914 975 407 / 914 972 564 / 914 974 800,914 974 900,museo.mineralogia@uam.es,/contenido/entidadesYorganismos/Museos
Museo de San Isidro. Los Orígenes de Madrid,"Este espacio museográfico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a través de distintas salas como la de San Isidro, el Patio renacentista, el Jardín arqueobotánico o el Almacén visitable.","De martes a domingo y festivos de 10 a 20 horas.  Último pase de visita 15 minutos antes del cierre.    Verano, del 15 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes, el 1 y 6 de enero, el 1 de mayo y los días 24, 25 y 31 de diciembre.","Sala de investigadores Biblioteca especializada en arqueología e historia madrileña Archivo documental Almacén visitable con más de 600 piezas arqueológicas (por cuestiones técnicas el almacén visitable puede estar cerrado durante su visita, en tal caso pregunte en el mostrador de entrada para que le faciliten el acceso) Jardín arqueobotánico, con información documentada sobre las especies de la ciudad Investigadores: los fondos del Museo están a disposición de la comunidad científica y los investigadores podrán acceder tramitando su correspondiente solicitud Visitas guiadas por voluntarios culturales de CEATE Talleres didácticos para grupos escolares Zona wifi","Metro:  La Latina (línea 5) , Tirso de Molina (línea 1)","2,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,SAN ANDRES,PLAZA: SAN ANDRES. Número: 2,MADRID,MADRID,28005,1,PALACIO,1,CENTRO,439691,4473738,4.041.207.900.253.880,-37.108.161.027.466.300,913 667 415,,museosanisidro@madrid.es,/contenido/entidadesYorganismos/Museos
Museo de Sanidad e Higiene Pública,"El Museo de Sanidad e Higiene Pública se comenzó a desarrollar en el año 1995 y es un centro único en su especialidad en España. Está ubicado en el Pabellón 14 del campus de Chamartín en el Instituto de Salud Carlos III, que albergaba los laboratorios del Hospital Nacional de Enfermedades Infecciosas, conocido como Hospital del Rey. El objetivo es gestionar para su difusión y conservación las colecciones de objetos, libros y documentos que reflejan los aspectos más significativos de la historia y evolución de la salud pública en nuestro país. De ese modo se busca la promoción de la investigación en este campo facilitando a los investigadores, profesores y técnicos que lo necesiten, apoyo técnico especializado.",Visitas guiadas de grupo de lunes a jueves con cita previa. Consultar en web,,"Metro: Chamartín (líneas 1, 10)  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C3a, C4, C4a, C4b, C7, C8 y C10)",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,MONFORTE DE LEMOS,AVENIDA: MONFORTE DE LEMOS. Número: 5,MADRID,MADRID,28029,5,LA PAZ,8,FUENCARRAL-EL PARDO,441508,4480761,40.475.476.558.696.300,-36.900.419.862.500.200,918 222 414,,museodesanidad@isciii.es,/contenido/entidadesYorganismos/Museos
Museo de la Catedral de la Almudena,,"De lunes a sábado de 10 a 14:30 horas.   Cerrado los domingos, fiestas de precepto y días de actos de culto especiales en la Catedral. Consultar  Agenda .",,"Metro: Ópera (Líneas 2, 5 y Ramal Ópera Príncipe Pío).",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,BAILEN,CALLE: BAILEN. Número: 10,MADRID,MADRID,28013,1,PALACIO,1,CENTRO,439452,4474125,404.155.496.711.662,-37.136.674.233.151.300,915 592 874,,reservasmuseo@catedraldelaalmudena.es,/contenido/entidadesYorganismos/Museos
Museo de la Farmacia Hispana,,"El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelación.La visita es gratuita, guiada y tiene una duración aproximada de 1 hora y media. Se realizan durante el curso lectivo, de lunes a viernes y en horario de mañana.  Este año vamos a empezar con las visitas guiadas en horario de tarde. Serán los martes y miércoles lectivos de octubre a mayo. La visita completa empezará a las 16:00 y durará 1 hora y media. Habrá también opción de visita abreviada de 17:00 a 18:00.   Las visitas de tarde podrán reservarse solo con un mes de antelación.",,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,RAMON Y CAJAL,PLAZA: RAMON Y CAJAL. Número: 0,MADRID,MADRID,28040,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,438415,4477348,4.044.451.127.873.060,-37.262.019.812.409.100,913 941 797,,museofar@ucm.es,/contenido/entidadesYorganismos/Museos
Museo de la Guardia Civil,"El Museo de la Guardia Civil es una institución sin ánimo de lucro, permanente y al servicio de la sociedad, que investiga, colecciona, conserva, interpreta y exhibe el patrimonio material e inmaterial' relacionado con la Guardia Civil.   Está en desarrollo un nuevo proyecto de Museo de la Guardia Civil, con nuevas instalaciones y una museografía más moderna, completa y atractiva. Con ello, el nuevo espacio museístico del Cuerpo se configurará como una poderosa herramienta divulgativa de la historia de la Guardia Civil y sus valores corporativos, ayudando a difundir entre el público una siempre necesaria cultura de la seguridad ciudadana.   Hasta la apertura del nuevo museo, no será posible realizar visitas presenciales, pudiendo realizar una visita virtual a través del espacio digital de Google Arts &amp;amp; Culture",,,Metro: Guzmán el Bueno (líneas 6 y 7).,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,GUZMAN EL BUENO,CALLE: GUZMAN EL BUENO. Número: 110,MADRID,MADRID,28003,6,VALLEHERMOSO,7,CHAMBERI,439594,4477325,4.044.438.828.230.000,-37.122.910.771.593.100,"915 146 000, extensiones 48495 (Oficina Museo), 48477 (Salas Museo)",,dg-estuhistoricos-registro@guardiacivil.org,/contenido/entidadesYorganismos/Museos
Museo de la Real Academia de Bellas Artes de San Fernando,"Construido inicialmente para palacio de Don Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.","Colección permanente: De martes a domingos, de 10 a 15 horas, incluyendo festivos Exposiciones temporales: consultar el apartado específico de la exposición temporal. Días cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24, 25 y 31 de diciembre. Las oficinas de la Real Academia de Bellas Artes abren de lunes a viernes, de 08.30 a 17.00 horas. Cerrada fines de semana y días festivos.",,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE: ALCALA. Número: 13,MADRID,MADRID,28014,6,SOL,1,CENTRO,440558,4474350,404.176.555.144.213,-37.006.500.629.589.300,915 240 864,915 241 034,registro.museo@rabasf.com,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Museo del Ferrocarril de Madrid,"Edificio de carácter monumental. Proyectada por el ingeniero francés Émile Cacheliévre e inaugurada el 30 de marzo de 1880, la estación de Delicias fue la primera gran estación con carácter definitivo de Madrid.","De octubre a mayo:   Lunes a viernes, de 9:30 a 15 horas. Sábados y festivos, de 10 a 19 horas. Domingo, de 10 a 15 horas.   De junio a septiembre:   Lunes a domingo, de 10 a 15 horas.   Cerrado: 25 de diciembre, 1 y 6 de enero.","Mercado de Motores : segundo fin de semana del mes (excepto julio y agosto), de 11 a 21 horas. El Museo cierra en su actividad ordinaria y el acceso es gratuito (www.mercadodemotores.es).","Metro: Delicias (línea 3)  Cercanías Renfe: Delicias (líneas C1, C7, C10 y Regional)",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,DELICIAS,PASEO: DELICIAS. Número: 61,MADRID,MADRID,28045,5,DELICIAS,2,ARGANZUELA,441124,4472418,4.040.029.003.332.900,-36.938.050.319.544.600,915 390 085,,taquillamuseo@ffe.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Museo del Prado,"El Museo Nacional del Prado, desde que fue inaugurado en 1819 y a lo largo de su historia centenaria, ha cumplido con la alta misión de conservar, exponer y enriquecer el conjunto de las colecciones y obras de arte que, estrechamente vinculadas a la historia de España, constituyen una de las más elevadas manifestaciones de expresión artística de reconocido valor universal. La Biblioteca del Museo Nacional del Prado se encuentra situada en el Casón del Buen Retiro, actual sede del Centro de Estudios del Museo del Prado. Está especializada en artes plásticas europeas entre la Edad Media y el siglo XIX. Conserva un destacado patrimonio bibliográfico, de impresos y manuscritos anteriores a 1910, de notable importancia por su cantidad (unos 7.000 volúmenes), por su carácter especializado (tratados de pintura y arquitectura, libros de fiestas, cartillas de dibujo y libros de iconografía, emblemas, anatomía y fisiognomía) y por la rareza de algunos de sus ejemplares.","De lunes a sábado, de 10 a 20 horas. Domingos y festivos, de 10 a 19 horas. Cerrado los días 1 de enero, 1 de mayo y 25 de diciembre. Horario reducido, de 10 a 14 horas (6 de enero y 24 y 31 de diciembre).  Horario de gratuidad:  De lunes a sábado, de 18 a 20 horas. Domingos y festivos, de 17 a 19 horas.  Acceso al Museo hasta 30 minutos antes del cierre.",,"Metro: Estación del Arte (línea 1), Banco de España (línea 2).  Cercanías Renfe:  Atocha (líneas C1, C2, C3, C4, C5, C7 y C10).","1,4,2006",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,PRADO,PASEO: PRADO. Número: 0,MADRID,MADRID,28014,5,LOS JERONIMOS,3,RETIRO,441243,4474443,4.041.854.475.379.760,-36.925.831.204.366.800,910 683 001,,cav@museodelprado.es,/contenido/entidadesYorganismos/BibliotecasPatrimoniales
Museo del Reloj Grassy,Arquitecto: Eladio Laredo Carranza (1916 - 1917).,Visitas guiadas:   Miércoles 12 horas. Jueves 17:30 horas.,,"Metro: Banco de España (línea 2), Sevilla (línea 2), Gran Vía (Líneas 1 y 5).",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,GRAN VIA,CALLE: GRAN VIA. Número: 1,MADRID,MADRID,28013,3,CORTES,1,CENTRO,440779,4474514,4.041.914.742.345.850,-3.698.056.640.392.260,915 321 007,,info@grassy.es,/contenido/entidadesYorganismos/Museos
Museo del Romanticismo,,"Horario de invierno (de noviembre a abril): De martes a sábado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas.  Horario de verano (de mayo a octubre): De martes a sábado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas.  Cerrado: Todos los lunes, 1 y 6 enero, 1 mayo, 9 noviembre, 24, 25 y 31 diciembre.",,"Metro: Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10).","1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,SAN MATEO,CALLE: SAN MATEO. Número: 13,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,440725,4475259,4.042.586.197.424.500,-36.987.680.583.559.500,914 481 045 / 914 480 163,914 456 940,informacion.romanticismo@cultura.gob.es,/contenido/entidadesYorganismos/Museos
Museo del Seguro. Fundación Mapfre,,De lunes a viernes de 9 a 17 horas. Cerrado festivos y mes de agosto.  Visitas en grupo previa reserva en su página web .,,"Metro: Colón (línea 4) y Banco de España (línea 2)  Cercanías Renfe: Recoletos (Líneas C1, C2, C7, C10 y Regional).",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,BARBARA DE BRAGANZA,CALLE: BARBARA DE BRAGANZA. Número: 14,MADRID,MADRID,28004,4,JUSTICIA,1,CENTRO,441273,4474967,40.423.266.511.964.800,-3.692.277.196.470.880,,,,/contenido/entidadesYorganismos/Museos
Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),"Edificio de carácter monumental, construido por Jaime López de Asiaín en 1969.","Exposición permanente y temporal   Martes a sábado, de 9:30 a 19:00 horas. Domingos y festivos, de 10 a 15:00 horas.  La taquilla finaliza su actividad de venta de entradas 15 minutos antes de la hora del cierre de la exposición.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto, apertura extraordinaria: 19:00 - 22:30 horas.  Cerrado: Todos los lunes, 1 y 6 enero, 1 mayo, 9 noviembre, 24, 25 y 31 diciembre.",,Metro: Ciudad Universitaria (línea 6),"1,4,2006",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,JUAN DE HERRERA,AVENIDA: JUAN DE HERRERA. Número: 2,MADRID,MADRID,28040,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,438273,4476811,40.439.664.788.611.600,-3.727.822.373.257.620,915 504 700,,,/contenido/entidadesYorganismos/Museos
Palacio Real de El Pardo,"El Palacio Real de El Pardo es la Residencia Oficial de Jefes de Estado Extranjeros desde 1983 y sus orígenes como cazadero real están vinculados al Monte de El Pardo. Es un edificio vinculado estrechamente a la historia de España. Mandado construir por el Emperador Carlos V en el siglo XVI y que en el siglo XVIII fue ampliado por mandato de Carlos III. Hay que destacar su entorno, ya que está rodeado por el Monte de El Pardo, espacio natural de extraordinario valor, considerado como el bosque mediterráneo más importante de la Comunidad de Madrid.","Martes a domingo, de 10 a 18 horas Acceso gratuito: miércoles y domingo, de 15 a 18 horas (último acceso a las 17 horas)",,Consulta los siguientes enlaces.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,MANUEL ALONSO,CALLE: MANUEL ALONSO. Número: 8,MADRID,MADRID,28048,1,EL PARDO,8,FUENCARRAL-EL PARDO,434247,4485823,40.520.535.786.694.500,-37.762.260.009.975.000,,,info@patrimonionacional.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Palacio Real de Madrid,"El Palacio Real de Madrid es uno de los más hermosos y mejor conservados de Europa. Sus más de 135.000 metros cuadrados han sido testigos de siglos de la historia de España.   Es una de las pocas residencias oficiales de Jefes de Estado que está abierta al público. Cerca de 1,5 millones de visitantes vienen cada año a descubrir sus rincones, sus obras de arte y sus tesoros únicos en el mundo.   Espacios.   Relevos de la Guardia Real.","De lunes a sábado, de 10 a 18 horas (acceso hasta las 17 horas) Domingos, de 10 a 16 horas (acceso hasta las 15 horas) Acceso gratuito al palacio: de lunes a jueves, de 16 a 18 horas (último acceso a las 17 horas)  Jardines del Campo del Moro: todos los días, de 10 a 18 horas",,Metro: Ópera (líneas 2 y 5)  Cercanías Renfe: Príncipe Pío (líneas C7 y C10),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,ORIENTE,PLAZA: ORIENTE. Número: 0,MADRID,MADRID,28013,1,PALACIO,1,CENTRO,439627,4474355,404.176.388.210.189,-37.116.287.580.867.000,,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Panteón de España,"El Panteón de España (antes llamado Panteón de hombres ilustres) tiene como objetivo mantener el recuerdo y proyección de los representantes de la historia de la democracia española y de aquellas personas que hayan destacado por su labor en defensa de la convivencia democrática, la paz y los derechos humanos, así como el progreso de la ciencia o la cultura.  Se pueden visitar los mausoleos de políticos y militares como Sagasta, Cánovas del Castillo, Dato, Ríos Rosas, Canalejas o Gutiérrez de la Concha.","De martes a sábado, de 10 a 14 y de 16 a 18:30 horas. Acceso por la mañana hasta las 13:30 horas y por la tarde hasta las 18:00 horas  Domingos y festivos, de 10 a 15 horas, acceso hasta las 14:30 horas  Cierre semanal: lunes durante todo el año",,Metro: Estación del Arte (Atocha) (línea 1)  Cercanías Renfe: Puerta de Atocha-Almudena Grandes (todas),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,JULIAN GAYARRE,CALLE: JULIAN GAYARRE. Número: 3,MADRID,MADRID,28014,1,PACIFICO,3,RETIRO,442012,4473070,4.040.623.069.629.330,-3.683.398.479.420.630,,,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Parroquia Santa Cruz,,,,"Metro: Sol (líneas 1, 2 y 3), Tirso de Molina (línea 1).  Cercanías Renfe: Sol (líneas C3, C4, C4a y C4b).",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,ATOCHA,CALLE: ATOCHA. Número: 6,MADRID,MADRID,28012,6,SOL,1,CENTRO,440165,4474015,40.414.614.986.413.600,-37.052.543.046.190.200,913 691 239,,santacruz@archimadrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
Planetario de Madrid,"Inaugurado el 29 de septiembre de 1986, es un centro dependiente del Área de Cultura, Turismo y Deporte del Ayuntamiento de Madrid. Durante los años 2016/2017 fue sometido a una profunda renovación tanto tecnológica como de las instalaciones y edificio, posible en virtud de un acuerdo de colaboración entre el Ayuntamiento de Madrid y la Obra Social &amp;ldquo;la Caixa&amp;rdquo; &amp;ndash; que incluye dotación de contenidos, renovación de exposiciones y la realización de actividades varias en el campo de la divulgación científica. Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general, tanto entre escolares como entre el público de cualquier edad y condición, posee una variada oferta de  proyecciones  audiovisuales,  exposiciones  y  actividades  ( talleres, cursos, conferencias, observaciones públicas...). Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente y tienen una duración aproximada de 30 minutos. Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares, y otra durante el curso escolar. Durante el curso escolar, las proyecciones de las mañanas de los días lectivos se reservan a escolares .    Video de presentación del centro.   Planetario en  Google Maps.   Redes Sociales:  canal de WhatsApp, Facebook, X- antiguo twitter, YouTube, Instagram.","Horario del centro: De martes a domingo, de 10:00 a 13:45 h y de 17 a 19:45 h. Las mañanas de los días lectivos están dedicadas a las visitas escolares.*Horario de verano (ver arriba).     Cerrado: Todos los lunes del año. Días 1 y 6 de enero; 1 de mayo; 24, 25 y 31 de diciembre.   Horario de proyecciones .","Sala de Proyección. Planta calle. Para acceder a ella es necesario adquirir una entrada. Cuatro áreas expositivas de acceso gratuito, distribuidas en dos plantas:     Sala de Astrónomos. Planta baja. Vestíbulo de la planta baja. Vestíbulo de la planta calle. Zona Audiovisual con pantalla de retroproyección. Planta calle.     Tienda: Planta calle. Sala de Video. Planta baja, en donde se desarrollan los talleres ofertados.  Zona wifi.  Accesibilidad en el Planetario de Madrid. Redes sociales:  canal de WhatsApp, Facebook, X- antiguo twitter, YouTube, Instagram.",Metro: Méndez Álvaro (línea 6). Cierre de la línea 6 de metro (año 2025). Más información.  Cercanías Renfe: Méndez Álvaro (C5 y C10)  Planetario en  Google Maps.,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,PLANETARIO,AVENIDA: PLANETARIO. Número: 16,MADRID,MADRID,28045,4,LEGAZPI,2,ARGANZUELA,441868,4471523,40.392.279.999.540.000,-3.684.956.957.448.290,"914 673 461 (reserva grupos)                                                                                                                                                                                                                                                                                                                                                                                                                                               
914 673 898 (contestador automático de información)",,buzon@planetmad.es,/contenido/entidadesYorganismos/Planetarios
Real Basílica San Francisco el Grande,"Conjunto conventual que sustituyó al monasterio franciscano medieval, construido por Francisco de las Cabezas entre 1761 y 1768, que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos XVII al XIX.",Visita Guiada Museo y tarifas,,"Metro: La Latina (línea 5), Puerta de Toledo (línea 5).",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef8d0713fb71c010VgnVCM1000000b205a0aRCRD,SAN BUENAVENTURA,CALLE: SAN BUENAVENTURA. Número: 1,MADRID,MADRID,28005,1,PALACIO,1,CENTRO,439377,4473603,4.041.084.698.628.930,-3.714.492.963.837.600,91 575 99 66,,madridfcogrande@ofminmaculada.org,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
