PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
4697;"Centro Deportivo Municipal La Chopera";"";"Horario de apertura y cierre de las instalaciones deportivas   De lunes a domingo de 8,30 a 22 horas.  Horario de taquilla   De  lunes a domingo de 08:30 a 14:30  y de 15:30 a 21:30 horas Festivos cerrado.    Cierre completo del centro    Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas      Infantiles y jóvenes (edad, según modalidad): fútbol, pre tenis y tenis.  Jóvenes y personas adultos aeróbic, fitness y pilates.  Mayores 65 años: acondicionamiento físico y pilates.  Programa deportivo en la calle caminar por Madrid y marcha nórdica.   Equipamientos    Superficie total de las instalaciones: 13.350 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol, 3 pistas polideportivas, 3 pistas de tenis, 3 pistas de pádel y circuito vita.   Unidades deportivas cubiertas: sala de musculación y sala multiusos.  Ayudas técnicas para la accesibilidad: 1 plataforma.   Columna de rescate cardíaco.";"Metro: Atocha, Retiro.  Bus: 1, 2, 15, 19, 28, 146.  Renfe: Atocha.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 12bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a09842be9971c010VgnVCM1000000b205a0aRCRD";"FERNAN NUÑEZ";"PASEO";"V";"3";"";"";"";"";"MADRID";"MADRID";"28009";"5";"LOS JERONIMOS";"3";"RETIRO";"441823";"4473675";"40.41167030849678";"-3.6856756521012146";"914 201 154";"";"idmlachopera@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4674;"Centro Deportivo Municipal La Elipa";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.      Horario de Taquilla   De 8,30 a 20,30 horas.   Cierre completo del Centro   los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Infantiles  (edad, según modalidad): bádminton, bateo en túnel, béisbol, fútbol (masculino y femenino), pádel y tenis.  Personas jóvenes y adultas  : bateo en túnel, béisbol, combinada (tonificación/pilates), fitness, musculación, pádel, pickleball, pilates y tenis.    Mayores 65 años:    acondicionamiento físico, pilates y polideportiva.     Equipamientos     Superficie total en las instalaciones: 159.000 metros cuadrados.    Unidades deportivas al aire libre:   campo de béisbol (de césped artificial), campo de bolos y petanca, 2 campos de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 2 campos de sófbol (de césped artificial), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de pádel (2 de cristal), 4 pistas de pickleball, pista polideportiva (con cubierta), 9 pistas de tenis, 11 tenis mesa y zona nudista.    Unidades deportivas cubiertas:   frontón, pabellón polideportivo, 3 pistas de pickleball, rocódromo, 1 sala multiusos (gimnasio) y sala de musculación.    Unidades auxiliares:  aula .    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.";"Metro: Estrella.  Bus: 71 , 113.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 30 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD";"ALCALDE GARRIDO JUARISTI";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444349";"4473952";"40.41433123768487";"-3.6559498758522833";"914 303 511";"";"idmlaelipa@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4694;"Centro Deportivo Municipal La Fundi";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes: Se abrirá desde el 11 de diciembre en adelante de 8:30 a 21 Sábados y domingos: Se abrirá desde el 11 de diciembre en delante de 8:30 a 14:30  Cierre completo del centro  Todos los festivos, mes de agosto y los días 24 de diciembre y 31 de enero.";"Clases y escuelas deportivas    Infantiles  (edad, según modalidades): baloncesto, fútbol sala, gimnasia rítmica, karate kenpo, tenis, tenis de mesa y padel.  Jóvenes y personas adultas: Padel, tenis, ciclo-sala, Cross training en cubogym, pilates, fitness y distintas variedades en actividad física en sala que se pueden consultar en app o web (entrenamiento funcional, en suspensión, intervalos, fuerza Core, gap.  Mayores 65 años: acondicionamiento físico, pilates, estiramientos y relajación.    Equipamientos      Superficie total de las instalaciones:  11.866 metros cuadrados   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pádel.  Unidades deportivas cubiertas: 1 pabellón polideportivo, 2 salas multiusos, y 1 sala de musculación.  Oficina de Promoción Deportiva: responsable de la coordinaciónde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Ayudas técnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardíaco.";"Metro: Legazpi, Arganzuela Planetario   Bus: 8, 19, 45, 47, 59, 76, 85  Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD";"ALICANTE";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441329";"4471761";"40.39437715885103";"-3.691341060146108";"914 305 871 - Taquilla 915 288 879";"";"idmlafundi@madrid.es - JMD Arganzuela ? ID La Fundi";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
104235;"Centro Deportivo Municipal La Masó- Luis de la Fuente";"";"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario del centro deportivo:   Lunes a viernes de 8 a 23:30 horas. Sábados, domingos y festivos de 8:45 a 22 horas.   Horario de taquilla:   Lunes a viernes de 8:30 a 21 horas. Sabados, domingos y festivos de 8:30 a 14:30 horas.   Cierre completo del centro Del 1 al 31 de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles (0 a 3 años): fútbol, gimnasia rítmica, matrogimnasia, matronatación y natación.  Infantiles: (edad, según modalidades): aeróbic, fútbol, gimnasia rítmica, natación  y polideportiva.  Jóvenes y personas adultas: aeróbic, ciclo sala, carrera acuática, (aquarunning), circuito de fitness, combinada  (fitness/tonificación, yoga/pilates, aeróbic/pilates)  fitness, fitness acuático, GAP, gimnasia acuática (aquagym),  natación, natación de compensación, natación espalda,  natación embarazadas, natación jóvenes, pilates y pilates embarazadas.  Mayores de 65 años: acondicionamiento físico y gimnasia acuática (aquagym y natación).  Personas con discapacidad física:   natación.       Equipamientos      Superficie total de las instalaciones: 41.700 metros cuadrados.  Unidades deportivas al aire libre:   campo de fútbol  y rocódromo.      Unidades deportivas cubiertas:  pabellón polideportivo, piscina con solárium (vaso de 25 metros y vaso de enseñanza), sala de fisioterapia, sala multiusos y sala de musculación.      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Servicio de medicina deportiva: fisioterapia del deporte.";"Metro: Herrera Oria , Lacoma, Avenida de la Ilustración.  Bus: 49, 64, 83, 124, 134.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .     Parking  público gratuito.";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD";"MASO";"CALLE";"V";"80";"";"";"";"C/V Ventisquero de la Condesa";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"439451";"4481771";"40.48442599932086";"-3.7144222564719858";"917 397 555";"";"idmlamaso@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4834;"Centro Deportivo Municipal Lago Casa de Campo";"";"Horario de uso de las instalaciones deportivas Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   Apertura 10,30 horas, cierre dependiendo de la luz solar.   Cierre completo del Centro   Los días 24, 25 y 31 de diciembre y 1 de enero.";"E scuelas deportivas    Actividades Físico deportivas para centros escolares: aula deportiva municipal.   Escuelas de colaboración: Pirag&amp;uuml;ismo, Remo, Paddle Surf      Equipamientos     Superficie total de las instalaciones:  80.100 metros cuadrados.  Unidades deportivas al aire libre:   lago.    Columna de rescate cardíaco.";"Metro: Lago , Puerta del Ángel.  Bus: 31 , 33 , 36 , 39 , 65 , 138.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"Información y reservas:   Las barcas del Lago de la Casa de Campo se pueden reservar a través de la taquilla del propio centro deportivo municipal.  También, puedes reservar a través de la App Madrid Móvil:    Abrir la App y elegir &amp;ldquo;Correo y contraseña&amp;rdquo; u &amp;ldquo;Omitir registro&amp;rdquo;. Seleccionar la imagen del nadador.  Seleccionar &amp;ldquo;Entradas de uso libre&amp;rdquo;.  Seleccionar &amp;ldquo;Barcas de recreo&amp;rdquo;.  Seleccionar &amp;ldquo;Lago Casa de Campo&amp;rdquo;.  Seleccionar &amp;ldquo;Fecha y hora&amp;rdquo;.   Además, puedes reservar a través de deportesweb.madrid.es:  Abrir la web y elegir &amp;ldquo;Correo y contraseña&amp;rdquo; u &amp;ldquo;Omitir registro&amp;rdquo;.  Seleccionar &amp;ldquo;Barcas de recreo&amp;rdquo;.  Seleccionar &amp;ldquo;Lago Casa de Campo&amp;rdquo;.  Seleccionar &amp;ldquo;Fecha y hora&amp;rdquo;. El plazo para reservar sesiones es de 12 horas antes del inicio de la prestación del servicio.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd9d79262ef5d010VgnVCM1000000b205a0aRCRD";"EMBARCADERO";"PASEO";"V";"8";"";"";"";"";"MADRID";"MADRID";"28011";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"437942";"4474300";"40.417013097503705";"-3.7314952685679943";"91 464 46 10";"";"idmlagocc@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos"
4538574;"Centro Deportivo Municipal Las Cruces";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 14 y de 15 a 22 horas. Sábados de 9 a 19  horas. Domingos y festivos de 9 a 14 horas.   Cierre completo del Centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.";"Clases y escuelas deportivas    Pre-infantiles (0 a3 años): educación física de base, matronatación y natación.  Infantiles   (edad, según modalidad): aeróbic, baloncesto, balonmano, gimnasia rítmica, fútbol, fútbol sala, judo, natación, natación (escuela de iniciación, competición), natación sincronizada, pádel, pre-tenis, tenis y voleibol.  Jóvenes:  aeróbic, baloncesto, ciclo sala, combinada (EFP), fútbol, natación, natación (escuela de iniciación, competición), pádel, tenis y tonificación.  Adultos: acondicionamiento físico/fat burner, aeróbic/zumba, aeróbic/body jam, carrera acuática (acuarunning), ciclo sala, combinada (EFP/ciclo+core), fitness acuático, fitnes/body combat, gimnasia acuática, gimnasia acuática (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natación, natación de compensación, natación embarazadas, pádel, pilates, tenis , tonificación/body pump y yoga.  Mayores 65 años: actividad física, gimnasia acuática, gimnasia acuática (acuagim), gimnasia acuática/acuasalud, gimnasia acuática/acuapilates, gimnasia acuática/acuarelax, natación y tonificación.  Personas con discapacidad  : actividad física, gimnasia acuática, natación  y polideportiva.     Equipamientos    Superficie total de las instalaciones:  31.529,58  metros cuadrados.   Unidades deportivas al aire libre:  1 campo de fútbol (césped artificial), 2 campos de fútbol 7, (césped artificial), 6 pistas de pádel, 2 pistas de pádel (cristal) y 5 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m y vaso de enseñanza), 3 salas multiusos y sala de musculación.   Solárium (no disponible).    Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.";"Metro: Aluche , Eugenia de Montijo.  Bus: 121 , 131 , 139.  Renfe: Aluche.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD";"POBLADOS";"AVENIDA";"V";"72";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"435803";"4470082";"40.3788548435727";"-3.7562612113384777";"915 888 600";"";"idmlascruces@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4619937;"Centro Deportivo Municipal Los Prunos";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 22 horas. Excepto el mes de agosto que es de 8 a 22 horas. Sábados, Domingos y festivos de 9 a 15 horas.  Los días 24,31 y 5 de enero se consideran como festivo.  Cierre completo del centro   Día 25 de diciembre, 1 y 6 de enero";"Clases y escuelas deportivas   Cardiovascular, tonificación, combinado tono y cardio, cuerpo y mente, y pádel.   Equipamientos    Unidades deportivas al aire libre: pista polideportiva y 8 pistas de pádel.   Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseñanza) , 4 pistas de pádel, sala multiusos (ciclo sala), sala multiusos (gimnasio), 3 salas multiusos, spa y zona termal.   Ayudas técnicas para la accesibilidad: con 1 ascensor.";"Metro: Feria de Madrid  Bus: 153  Bicicleta:   El centro dispones de aparcabicicletas exterior con capacidad para 6 bicicletas.";"Forma de gestión: indirecta, por medio de concesión de la gestión de los servicios deportivos Los Prunos   Para acceder a este centro deportivo municipal de gestión indirecta únicamente serán válidos los abonos adquiridos en este centro. Se recomienda consultar los precios de  utilización de las zonas termales y de spa, en las oficinas del centro deportivo.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e705dfa167204110VgnVCM1000000b205a0aRCRD";"PETUNIAS";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28042";"1";"PALOMAS";"16";"HORTALEZA";"447540";"4478250";"40.453257453448046";"-3.6186956428199863";"917 432 001";"917 432 002";"recepcion@aqalosprunos.com";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4681;"Centro Deportivo Municipal Luis Aragonés";"";"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Invierno: laborables, de 8,30 a 20,30 horas, sábados, domingos y festivos, cerrado.  Verano: de lunes a domingo, de 8.30 a 20,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidad) : judo, karate kenpo, natación, pádel, pre-tenis, tenis, salvamento y socorrismo.    Personas adultas  : aeróbic, carrera acuática (acuarunning), fitness, gimnasia acuática (acuagim), judo, karate kenpo, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.    Mayores 65 años:  acondicionamiento físico y natación.      Equipamientos       Superficie total de las instalaciones:  61.500 metros cuadrados.    Unidades deportivas al aire libre:     2 campos de fútbol de césped artificial, 2 campos de fútbol-7 de césped artificial, piscinas (vaso 50 metros, 2 vasos de recreo y 1 vaso infantil), 4 pistas de pádel (césped artificial), pista de vóley playa, 1 pista de tenis, 2 pistas de tenis (césped artificial), 4 tenis de mesa y Rocódromo.      Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza), sala de artes marciales, sala multiusos (gimnasio) y sala de musculación.          Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.            Ayudas técnicas para la accesibilidad:  1 grúa de piscina.        Columna de rescate cardíaco.";"Metro: Canillas.  Bus: 73, 120.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64cd79262ef5d010VgnVCM1000000b205a0aRCRD";"EL PROVENCIO";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446795";"4479520";"40.464650948053816";"-3.6275877145025817";"913 003 612";"";"idmlaragones@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4688;"Centro Deportivo Municipal Margot Moles (Vicálvaro)";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Hasta apertura piscina de verano, de lunes a viernes de 9 a 14,30 y de 14,45 a 20,30 horas. Sábados y domingos, de 9 a 14,30 horas. Festivos cerrado, excepto en temporada de verano.    Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas.    Pre-infantiles (3 a 5 años): matronatación y (0 a 3 años) natación.  Infantiles (6 a 14 años, según modalidades): baile en familia, fútbol, karate shyto, natación, natación (competición), pádel y tenis.  Personas adultas (15 a 64 años): acondicionamiento físico deportivo, acuagim, acuarruning, aeróbic, aeróbic combinado, combinada (pilates/yoga gap /tonificación), karate goju, natación, natación de compensación, natación embarazadas, pádel, pilates/yoga, tenis y yoga.  Mayores de 65 años: actividad física, baile, gimnasia acuática, natación y pádel.   Equipamientos     Superficie total de las instalaciones:  82.400 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), piscina (1 vaso de 50 m. y 1 vaso infantil), pista de atletismo, pista de hockey patines, 2 pistas polideportivas, 4 pistas de pádel, 2 pistas de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza).      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas para la accesibilidad:  1 grúa de piscina.    Columna de rescate cardíaco.     Servicio de Medicina Deportiva: psicomotricidad infantil.";"Metro: San Cipriano, Puerta de Arganda.  Bus: 4 , 100 , 106 , 130.  Renfe: Vicálvaro.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6f79262ef5d010VgnVCM1000000b205a0aRCRD";"POLIDEPORTIVO";"PASEO";"V";"3";"";"";"";"";"MADRID";"MADRID";"28032";"";"AMBROZ";"";"VICALVARO";"448815";"4473344";"40.40914061858403";"-3.603264732850392";"917 769 874";"";"idmvicalvaro@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
121729;"Centro Deportivo Municipal Marqués de Samaranch";"";"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 8,30 a 20,30 horas. Sábados y domingos, de 8,30 a 14,30 horas. Festivos, cerrado.   Cierre completo del centro   Mes de agosto y los días 24, 25, 26 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre-infantiles (2 a 5 años): actividad física y juegos, matronatación y natación.  Infantiles: bádminton, natación, pádel, tenis y voleibol.  Jóvenes y personas adultas:   aletas, bádminton, baile, caminar por Madrid; ciclo, cross training, cubo gym, cuerpo y mente,  entrenamiento funcional, fitness, fitness acuático, fitness express, fuerza gap, gimnasia acuática, natación, natación salud, pádel, pilates, salvamento acuático, tenis y voleibol  .     Mayores de 65 años: acondicionamiento físico, caminar por Madrid, estiramientos y relajación, fitness acuático, gimnasia acuática, gimnasia salud, natación, pilates, prevención caídas.       Personas con discapacidad física: natación (adulta e infantil) y tenis..           Personas con discapacidad intelectual:  natación (adulta e infantil) .         Equipamientos    Unidades deportivas al aire libre: campo de fútbol de hierba artificial, 6 pistas de pádel techadas y 4 pistas de tenis techadas.  Unidades deportivas cubiertas:   pabellón polideportivo, piscina con solárium (vaso de 25 metros y vaso de enseñanza), sala de ciclo, sala de musculación, sala multiusos.    Ayuda técnicas para la accesibilidad: 2 grúas de piscina.  Columna de rescate cardíaco.";"Metro: Puerta de Toledo , Pirámides.  Bus: 17, 36, 41, C, 62.  Renfe: Pirámides.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 5 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD";"IMPERIAL";"PASEO";"V";"20";"";"";"";"";"MADRID";"MADRID";"28005";"1";"IMPERIAL";"2";"ARGANZUELA";"439131";"4473248";"40.40761501410649";"-3.7173807221939192";"914 220 344";"";"idmmsamaranch@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
4707;"Centro Deportivo Municipal María Jesús Rosa (La Vaguada)";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 9 a 20,30 horas (horario de verano 9 a 14 horas).   Cierre completo del centro   Un mes natural en temporada estival  y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases deportivas     Pre-infantiles (0 a 5 años): matronatación y natación.  Infantiles  (6 a 14 años): natación.     Jóvenes y personas adultas (15 a 64 años): acuagim, gimnasia acuática, fitness acuático, natación, natación de compensación y natación embarazadas.    Mayores de 65 años:   natación.     Equipamientos     Superficie total de las instalaciones:  2.075 metros cuadrados.  Unidades deportivas cubiertas:   piscina (vaso de 25 metros y vaso de enseñanza) y sala  de musculación.    Oficina de promoción deportiva:    responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las Escuelas de Promoción Deportiva.    Ayudas técnicas para la accesibilidad: 1 grúa de piscina.";"Metro: Barrio del Pilar , Peñagrande.   Bus: 42, 49, 67, 83, 128, 134, 137.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e92942be9971c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"S/N";"38";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439931";"4481139";"40.47876758357458";"-3.7086993281311904";"914 800 476 - idmlavaguada@madrid.es";"";"idmlavaguada@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas"
4701827;"Centro Deportivo Municipal Miguel Guillén Prim";"";"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 9 a 21 horas. Sábados, domingos y festivos, cerrado.   Cierre completo del Centro   Mes agosto y durante los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Infantiles (6 a 14 años, según modalidades): fútbol sala y taekwondo.  Jóvenes y personas adultas   (21 a 64 años): acondicionamiento físico deportivo y musculación.    Mayores de 65 años:   actividad física.     Equipamientos      Superficie total de las instalaciones:   8.400 metros cuadrados.  Unidades deportivas al aire libre: campos de fútbol-7 de césped artificial.    Unidades deportivas cubiertas: pabellón polideportivo y sala de musculación.    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad:   instalación adaptada.    Columna rescate cardíaco.";"Bus:  54, 103, 142.  Metro: Congosto.  Renfe: Vallecas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd237c71d4a6110VgnVCM1000000b205a0aRCRD";"FUENTIDUEÑA";"CALLE";"V";"6";"";"";"";"ESQUINA CALLE PUERTO PORZUNA";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447099";"4469435";"40.37381855452167";"-3.623151468598157";"913 053 451";"";"idmmguillen@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios"
