File,ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,Dirección,DISTRITO-INSTALACION,BARRIO-INSTALACION,CODIGO-POSTAL-INSTALACION,TIPO,AUDIENCIA
206974-0-agenda-eventos-culturales-100.csv,50025274,Curso de cómic AVANZADO para niños y niñas,30 euros (más gastos de gestión) las tres sesiones,0,0,,,2025-10-19T00:00:00Z,2025-10-19T23:59:00Z,16:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=32f4cb9b7f5e8910VgnVCM200000f921e388RCRD,Curso de cómic AVANZADO para niños y niñas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,1,PLAZA LEGAZPI 8,ARGANZUELA,CHOPERA,28045,/contenido/actividades/RecitalesPresentacionesActosLiterarios,/usuario/Familias
206974-0-agenda-eventos-culturales-100.csv,12473404,Curso sobre la historia del Barrio del Pilar,,1,1,L,,2025-10-13T00:00:00Z,2026-04-27T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c826b7021b7b1910VgnVCM2000001f4a900aRCRD,Curso sobre la historia del Barrio del Pilar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),"1,5,6",AVENIDA MONFORTE DE LEMOS 38,FUENCARRAL-EL PARDO,EL PILAR,28029,,
206974-0-agenda-eventos-culturales-100.csv,50071365,Danza contemporánea: De raices y ramas,,1,0,,,2025-10-10T00:00:00Z,2025-10-10T23:59:00Z,19:00,"COMPAÑÍA YORUKALIA.  De Raíces y Ramas es un espectáculo de baile flamenco y danza española con músicas de raíz popular en clave de flamenco jazz, que aborda expresiones dancísticas y musicales tradicionales desde un punto de vista actual. Una obra que, musicalmente redibuja canciones populares españolas e iberoamericanas, y en la cual el baile se inspira en figuras como la bailarina Antonia Mercé 'La Argentina' o el bailaor Vicente Escudero, estandartes de la vanguardia de la danza durante la Edad de Plata de la cultura española.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=330b9174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj (Arganzuela),1,PASEO CHOPERA 6,ARGANZUELA,CHOPERA,28045,/contenido/actividades/DanzaBaile,
206974-0-agenda-eventos-culturales-100.csv,50070569,Danza oriental: Compañía Egoavil,,1,0,,,2025-10-17T00:00:00Z,2025-10-17T23:59:00Z,19:00,Ciclo de los viernes Edad recomendada: Público adulto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f81e5b01e0599910VgnVCM100000891ecb1aRCRD,Actividades del Centro Cultural Villa de Barajas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural - Centro Socio Cultural Villa de Barajas,"1,5,6",CALLE BOTICA 7,BARAJAS,CASCO H.BARAJAS,28042,/contenido/actividades/Musica,
206974-0-agenda-eventos-culturales-100.csv,50064032,Danza: `Fragmentos´,,1,0,,,2025-10-17T00:00:00Z,2025-10-17T23:59:00Z,19:00,"Por la Compañía Max Estrella.       Sinopsis: La danza es viajar, es conocer otros mundos, es volver a empezar. Déjate llevar a tierras lejanas al son del vals, el pasodoble, el chachachá... Espectáculo que incluye piezas de varios estilos de danzas de todo el mundo: salsa, bachata, vals, pasodoble, Bollywood...      Duración: 50 Minutos.      Edad recomendada para todos los públicos.        2 invitaciones por persona.       Reserva y recogida de invitaciones por teléfono y presencialmente en la recepción del centro cultural a partir del 13 de octubre. Teléfono 917791204.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e38402406c079910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Santa Petronila,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Santa Petronila (Villaverde),1,CALLE MARIA MARTINEZ OVIOL 12,VILLAVERDE,LOS ROSALES,28021,/contenido/actividades/DanzaBaile,
206974-0-agenda-eventos-culturales-100.csv,50059254,Danza: `Mujeres del Sur´,,1,0,,,2025-10-24T00:00:00Z,2025-10-24T23:59:00Z,19:00,Por la Compañía Azalea.        Sinopsis: El espectáculo contiene temas de Danza-Clásico / Español y Palos Flamencos  (Fandangos y Seguidillas).  El espectáculo pone especial énfasis en la importancia de la mujer en la sociedad.      Duración: 60 Minutos.     Edad recomendada todos los públicos        Inscripciones (máximo 2 personas) llamando al teléfono 917109263 el mismo día del espectáculo  a partir de las 11.00 h.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e78fb9c5d2859910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Bohemios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Bohemios (Villaverde),1,CALLE LOS BOHEMIOS 1,VILLAVERDE,LOS ANGELES,28041,/contenido/actividades/DanzaBaile/Flamenco,
206974-0-agenda-eventos-culturales-100.csv,50067212,De Broadway a Hollywood pasando por Disney,,1,0,,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,19:00,"23 razones artísticas.    Recomendada para todos los públicos.   Dúo tributo formado por la cantante Azucena del Castillo y el violinista Fernando Gallardo, los cuales interpretan piezas de temática de los grandes éxitos del cine, musicales y Disney. Entre ellas A Thousand years- Christina Perri (Crepúsculo BSO) La Bella y la Bestia, Cinema Paradiso, Piratas del Caribe Suite, City of Stars Lady Gaga&amp;amp;Bradley Cooper (Ha nacido una estrella BSO, Donde vas Anastasia, Me cuesta tanto olvidarte, Hoy no me puedo levantar, Superstar, Jesucristo Superstar",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4620b1a87ef79910VgnVCM100000891ecb1aRCRD,Actividades en el Centro Cultural Ciudad Pegaso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),1,AVENIDA SEPTIMA 11,SAN BLAS-CANILLEJAS,REJAS,28022,/contenido/actividades/Musica,
206974-0-agenda-eventos-culturales-100.csv,12399262,De Casa de Campo a Madrid Río I,,1,0,,,2025-11-14T00:00:00Z,2025-11-14T23:59:00Z,10:30,"Ruta en la que se abordará la importancia ambiental e histórica de los arroyos y estanques del Real Sitio, la conexión entre la Casa de Campo y Madrid Río (tramo I: del Puente del Rey al Puente de Segovia) y la fascinante transformación del ecosistema después de su renaturalización. Itinerario dirigido a usuarios/as a partir de 9 años.  Duración estimada: aproximadamente dos horas y media.    Actividad organizada con motivo de la XXV edición de la Semana de la Ciencia y la Innovación.    Forma de inscripción:  Las inscripciones a las actividades sólo podrán realizarse vía correo electrónico, a la dirección: infocasacampo@madrid.es  El plazo de inscripción a estas actividades viene fijado por la organización de las Jornadas a partir del día 20 de octubre. La realización de la solicitud no da derecho a plaza, teniendo que recibir correo electrónico de confirmación por parte del CIEA Casa de Campo. Sólo se admitirán a trámite aquellas inscripciones que, cumpliendo los criterios de participación, especifiquen los siguientes conceptos:  Nombre y día de la actividad solicitada. Nombre completo (incluidos apellidos) y edad de los participantes. Teléfono de la persona de contacto.  Un mismo usuario podrá apuntar a un máximo de 4 personas (incluido/a él /ella mismo/a), salvo núcleos familiares de más de 4 miembros; especificando nombre completo y edad de todos los interesados, excepto núcleos familiares de más de 4 miembros. La asignación de plazas de la lista de espera se hará por riguroso orden de inscripción. Dada la gran demanda de inscripciones a las actividades, se ruega confirmar la participación una semana antes de la dinámica o su anulación en caso necesario.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56a6324700b20910VgnVCM1000001d4a900aRCRD,Itinerarios interpretativos y rutas de senderismo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de Casa de Campo,1,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO),MONCLOA-ARAVACA,CASA DE CAMPO,28011,,
206974-0-agenda-eventos-culturales-100.csv,50030518,De Kodak a la nube,,1,1,"L,M,X,J,V",,2025-10-07T00:00:00Z,2025-11-24T23:59:00Z,08:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fe8420b9c509910VgnVCM200000f921e388RCRD,De Kodak a la nube,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),"1,5,6",AVENIDA MONFORTE DE LEMOS 38,FUENCARRAL-EL PARDO,EL PILAR,28029,/contenido/actividades/Exposiciones,
206974-0-agenda-eventos-culturales-100.csv,50070462,De Reinas y de Infantas,,1,0,,,2025-10-09T00:00:00Z,2025-10-09T23:59:00Z,18:30,"Descubre de manera amena y fácil, el rumbo de la vida de mujeres las vidas de mujeres que marcaron el rumbo de la Historia. Mujeres que gobernaron, que llevaron su influencia más allá de nuestras fronteras. En este caso, conoceremos a Catalina Micaela de Austria (Hija de Felipe II)  Conferencia a cargo de Dña. Patricia Alonso de Agustín. Historiadora",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=796eaf8f3f499910VgnVCM200000f921e388RCRD,Actividades en el Centro Sociocultural Maestro Alonso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Maestro Alonso (Salamanca),1,CALLE MAESTRO ALONSO 6,SALAMANCA,FUENTE DEL BERRO,28028,/contenido/actividades/ConferenciasColoquios,
206974-0-agenda-eventos-culturales-100.csv,50012208,De tal Palo,,1,1,"L,M,X,J,V,S,D",,2025-10-13T00:00:00Z,2025-10-18T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31e87e5af9638910VgnVCM200000f921e388RCRD,De tal Palo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a66b2e8b815910VgnVCM2000001f4a900aRCRD,Centro Municipal de Mayores Ouka Leele,1,CALLE BRONCE 16,ARGANZUELA,LEGAZPI,28045,/contenido/actividades/1ciudad21distritos,"/usuario/Niños,/usuario/Familias"
206974-0-agenda-eventos-culturales-100.csv,50070189,Debod 1954-1964,,1,1,L,,2025-10-01T00:00:00Z,2026-03-29T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f617690c5b499910VgnVCM200000f921e388RCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,Museo de San Isidro. Los Orígenes de Madrid,"2,6",PLAZA SAN ANDRES 2,CENTRO,PALACIO,28005,/contenido/actividades/Exposiciones,
206974-0-agenda-eventos-culturales-100.csv,50065912,Decoración de Halloween,,1,0,,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,10:00,"¡Nos preparamos para una fiesta monstruosa! Adaptándonos a la creatividad y habilidades de los más pequeños, diseñaremos divertidos adornos inspirados en Halloween. Banderines, colgantes o guirnaldas serán algunas de sus originales creaciones para estimular la imaginación y disfrutar en grupo de una celebración llena de color y fantasía.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=969a8a07b3779910VgnVCM100000891ecb1aRCRD,Ludotecas en el Centro Dotacional Integrado de Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD,Centro Dotacional Integrado Arganzuela Ángel del Río,1,CALLE CANARIAS 17,ARGANZUELA,PALOS DE LA FRONTERA,28045,/contenido/actividades/CursosTalleres,/usuario/Niños
206974-0-agenda-eventos-culturales-100.csv,12278881,Del Cerro del Tío Pío a Ruta Escultórica de Palomeras: del Mirador del Cerro a Entrevías,,1,0,,,2025-11-28T00:00:00Z,2025-11-28T23:59:00Z,10:00,"Ruta de senderismo urbano en la que uniremos el Cerro del Tío Pío y la Ruta Escultórica de Palomeras, uniendo varios parques, acompañados por un educador ambiental. Itinerario guiado de 6,2 km.  Actividad dirigida a público adulto (mayores de 18 años).  Duración estimada: tres horas.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10 a 13 horas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=643fa6237197d810VgnVCM2000001f4a900aRCRD,Entreparques,,,,,,,,/contenido/actividades/ExcursionesItinerariosVisitas,
206974-0-agenda-eventos-culturales-100.csv,12278885,Del Parque de Aluche a Madrid Río: de Aluche a Marqués de Vadillo,,1,0,,,2025-12-10T00:00:00Z,2025-12-10T23:59:00Z,10:00,"Ruta de senderismo urbano en la que uniremos el Parque de Aluche y Madrid Río, a través de varios parques, acompañados por un educador ambiental. Itinerario guiado de 6 km.  Actividad dirigida a público adulto (mayores de 18 años).  Duración estimada: aproximadamente tres horas.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10:00 a 13:00 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44afa6237197d810VgnVCM2000001f4a900aRCRD,Entreparques,,,,,,,,/contenido/actividades/ExcursionesItinerariosVisitas,
206974-0-agenda-eventos-culturales-100.csv,12630566,Del Parque de Aluche a Madrid Río: de Aluche a Marqués de Vadillo.,,1,0,,,2025-11-19T00:00:00Z,2025-11-19T23:59:00Z,10:00,"Ruta de senderismo urbano en la que uniremos el Parque de Aluche y Madrid Río, a través de varios parques, acompañados por un educador ambiental. Itinerario guiado de 6 km.  Actividad dirigida a público adulto (mayores de 18 años).  Duración estimada: aproximadamente tres horas.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10:00 a 13:00 horas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69d0a1d8563f3910VgnVCM1000001d4a900aRCRD,Entreparques,,,,,,,,/contenido/actividades/ExcursionesItinerariosVisitas,
206974-0-agenda-eventos-culturales-100.csv,11970603,Del Parque forestal Adolfo Suarez a Casa de Campo,,1,0,,,2025-12-21T00:00:00Z,2025-12-21T23:59:00Z,10:00,"Itinerario lineal de unos 12 kilómetros y desnivel moderado, en el recorreremos el vecino parque de Somosaguas, descubriremos su rica diversidad biológica y los diferentes ecosistemas mediterráneos que recrea, junto a las inmejorables vistas de Casa de Campo y del perfil de la Sierra de Madrid y la ciudad, lo que le hace de él una joya a nivel paisajístico. Desde allí, continuaremos la marcha para disfrutar caminado por Casa de Campo y sus extensos senderos. Ruta de senderismo dirigida a usuarios/as a partir de 12 años.  Duración estimada: de 10:00 a 14:00 horas.     Forma de inscripción y normas:  Las inscripciones a las actividades sólo podrán realizarse vía correo electrónico, a la dirección: infocasacampo@madrid.es  La apertura del plazo de inscripciones se realizará a las 00:00 horas, con un mes de antelación al día de realización de la actividad. La realización de la solicitud no da derecho a plaza, teniendo que recibir correo electrónico de confirmación por parte del CIEA Casa de Campo. Sólo se admitirán a trámite aquellas inscripciones que, cumpliendo los criterios de participación, especifiquen los siguientes conceptos:  Nombre y día de la actividad solicitada. Nombre completo (incluidos apellidos) y edad de los participantes. Teléfono de la persona de contacto.  Un mismo usuario podrá apuntar a un máximo de 4 personas (incluido/a él /ella mismo/a) interesados, excepto núcleos familiares de más de 4 miembros; especificando nombre completo y edad de todos los participantes. La asignación de plazas de la lista de espera se hará por riguroso orden de inscripción. Dada la gran demanda de inscripciones a las actividades, se ruega confirmar la participación una semana antes de la dinámica o su anulación en caso necesario.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be1345ff8b227810VgnVCM1000001d4a900aRCRD,Itinerarios interpretativos y rutas de senderismo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de Casa de Campo,1,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO),MONCLOA-ARAVACA,CASA DE CAMPO,28011,,
206974-0-agenda-eventos-culturales-100.csv,50077985,Demasiada comedia,,1,0,,,2025-10-10T00:00:00Z,2025-10-10T23:59:00Z,19:00,"Dos de los mejores cómicos del circuito se unen en un show que hace honor a su nombre: Demasiada Comedia. Eva Cabezas y Bhonny Lorenzo combinan sus talentos para ofrecer una sesión de humor sin tregua. Si por separado ya son garantía de risas, juntos alcanzan otro nivel. Improvisación, monólogos, música y mucha complicidad con el público. Prepárate para no parar de reír.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=754146e0400a9910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Lope de Vega,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Lope de Vega (Puente de Vallecas),1,CALLE CONCEJO DE TEVERGA 1,PUENTE DE VALLECAS,ENTREVIAS,28053,/contenido/actividades/TeatroPerformance,
206974-0-agenda-eventos-culturales-100.csv,12613936,Demostraciones en prensa de madera manual.,,1,0,,,2025-12-17T00:00:00Z,2025-12-17T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0afaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,12613933,Demostraciones en prensa de madera manual.,,1,0,,,2025-11-05T00:00:00Z,2025-11-05T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0dfaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,12613931,Demostraciones en prensa de madera manual.,,1,0,,,2025-10-08T00:00:00Z,2025-10-08T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edafaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,12613934,Demostraciones en prensa de madera manual.,,1,0,,,2025-11-19T00:00:00Z,2025-11-19T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6acfaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,12613935,Demostraciones en prensa de madera manual.,,1,0,,,2025-12-03T00:00:00Z,2025-12-03T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7dbfaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,12613932,Demostraciones en prensa de madera manual.,,1,0,,,2025-10-22T00:00:00Z,2025-10-22T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56dfaeea739a3910VgnVCM2000001f4a900aRCRD,Demostraciones de prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,"1,6",CALLE CONCEPCION JERONIMA 15,CENTRO,EMBAJADORES,28012,,
206974-0-agenda-eventos-culturales-100.csv,50012456,"Deprisa, deprisa",,0,0,,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,20:00,"Un grupo de amigos de un barrio de las afueras empiezan a atracar coches, primero por diversión, y luego por la necesidad de sentirse vivos. Una de las cimas del conocido como Cine Quinqui, una película de culto y una cinta de extraordinario lirismo. Dirigida por Carlos Saura y protagonizada por unos desconocidos Berta Socuéllamos y José Antonio Valdelomar.     No recomendada para menores de 18 años",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc7051f2ce638910VgnVCM200000f921e388RCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD,Cineteca Madrid,1,PLAZA LEGAZPI 8,ARGANZUELA,CHOPERA,28045,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
206974-0-agenda-eventos-culturales-100.csv,11769476,Descubre el Vivero de Estufas del Retiro,,1,0,,,2025-12-04T00:00:00Z,2025-12-04T23:59:00Z,11:00,"La visita a este vivero municipal pretende dar a conocer el valor histórico y artístico de estas instalaciones heredadas del siglo XIX. Se descubren los antiguos sistemas de producción de planta y cómo se aprovechan las instalaciones en la actualidad. Durante el paseo se visitan, entre otros, el museo de jardinería tradicional, el invernadero del Palacio de Liria, algunos invernaderos, las cajoneras y las antiguas estufas de carbón y madera que dan nombre al recinto. Actividad dirigida a público adulto.  Duración estimada: aproximadamente dos horas.     Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.       Necesaria inscripción previa:  La inscripción se puede realizar mediante:  Correo electrónico: inforetiro@madrid.es Teléfono: 91 376 91 97, en horario de apertura de Centro. Presencialmente en horario de apertura de Centro.  Se debe indicar:  Nombre y apellido. Teléfono de contacto. Actividad para la que solicita la inscripción. Por tratarse de un aforo tan limitado, cada participante podrá apuntar a un máximo de 4 personas contándose a sí mismo/a, excepto unidades familiares de más de 4 miembros.  El plazo de inscripción de las actividades empieza un mes antes de la fecha de realización a las 10:00, a no ser que sea un lunes, que el centro cierra y se pasaría al día siguiente martes. Las inscripciones enviadas fuera de horario de centro no se tendrán en cuenta.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0348af6138133810VgnVCM2000001f4a900aRCRD,Itinerarios guiados por El Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=796b8193c73c4210VgnVCM1000000b205a0aRCRD,Centro de Información y Educación Ambiental de El Huerto de El Retiro,1,PASEO FERNAN NUÑEZ 2,RETIRO,LOS JERONIMOS,28009,,
